"country","year","gender","age","pct_year_t_log_earnings","avg_pct_year_t_1_log_inc","avg_pct_year_t_5_log_inc","N_pct_year_t_1_log_inc","N_pct_year_t_5_log_inc"
"AUS",2017,"Male","35-44",7.5,8.6156597,20.490061,31468,27497
"AUS",2017,"Male","35-44",10,11.0903,21.58827,31469,27495
"AUS",2017,"Male","35-44",12.5,13.59635,22.37077,31469,27497
"AUS",2017,"Male","35-44",15,16.05681,22.9111,31467,27496
"AUS",2017,"Male","35-44",17.5,18.30368,23.73003,31468,27495
"AUS",2017,"Male","35-44",20,20.504511,25.04656,31469,27496
"AUS",2017,"Male","35-44",22.5,22.830391,26.307899,31467,27496
"AUS",2017,"Male","35-44",25,24.94117,27.97069,31472,27498
"AUS",2017,"Male","35-44",27.5,27.12977,29.38925,31466,27496
"AUS",2017,"Male","35-44",30,29.39732,30.85677,31468,27495
"AUS",2017,"Male","35-44",32.5,31.71488,32.623032,31470,27498
"AUS",2017,"Male","35-44",35,33.94138,34.63546,31467,27494
"AUS",2017,"Male","35-44",37.5,36.31274,36.59383,31469,27494
"AUS",2017,"Male","35-44",40,38.690022,38.671799,31467,27498
"AUS",2017,"Male","35-44",42.5,41.08168,40.634029,31470,27497
"AUS",2017,"Male","35-44",45,43.400242,42.760639,31467,27496
"AUS",2017,"Male","35-44",47.5,45.840569,44.87516,31471,27495
"AUS",2017,"Male","35-44",50,48.188381,47.077381,31467,27497
"AUS",2017,"Male","35-44",52.5,50.722309,49.362438,31466,27497
"AUS",2017,"Male","35-44",55,53.162048,51.28001,31470,27495
"AUS",2017,"Male","35-44",57.5,55.532879,53.224892,31468,27496
"AUS",2017,"Male","35-44",60,58.014778,55.50042,31469,27497
"AUS",2017,"Male","35-44",62.5,60.429581,57.664742,31469,27496
"AUS",2017,"Male","35-44",65,62.94487,59.858841,31467,27496
"AUS",2017,"Male","35-44",67.5,65.235619,61.848389,31466,27494
"AUS",2017,"Male","35-44",70,67.641319,63.949551,31471,27498
"AUS",2017,"Male","35-44",72.5,70.051453,66.089317,31467,27495
"AUS",2017,"Male","35-44",75,72.508163,68.418503,31469,27494
"AUS",2017,"Male","35-44",77.5,74.976563,70.555321,31469,27500
"AUS",2017,"Male","35-44",80,77.273987,72.460968,31468,27496
"AUS",2017,"Male","35-44",82.5,79.769562,74.767288,31470,27496
"AUS",2017,"Male","35-44",85,82.334793,77.044167,31467,27495
"AUS",2017,"Male","35-44",87.5,84.800308,79.132553,31470,27497
"AUS",2017,"Male","35-44",90,87.367531,81.427467,31466,27496
"AUS",2017,"Male","35-44",92.5,89.911682,83.460258,31470,27495
"AUS",2017,"Male","35-44",95,92.444992,85.667679,31468,27497
"AUS",2017,"Male","35-44",97.5,95.241409,88.45089,31459,27487
"AUS",2017,"Male","35-44",99,97.583893,91.529579,18879,16496
"AUS",2017,"Male","35-44",99.9,99.067543,94.755142,11328,9898
"AUS",2017,"Male","35-44",100,99.919373,97.273697,1265,1106
"AUS",2017,"Male","45-55",2.5,3.34885,17.799709,28713,15757
"AUS",2017,"Male","45-55",5,6.0293212,18.235901,28719,15759
"AUS",2017,"Male","45-55",7.5,8.3545895,19.4174,28719,15761
"AUS",2017,"Male","45-55",10,10.97045,20.37632,28719,15758
"AUS",2017,"Male","45-55",12.5,13.57666,20.90204,28717,15760
"AUS",2017,"Male","45-55",15,15.8844,21.73266,28721,15760
"AUS",2017,"Male","45-55",17.5,18.13431,22.61739,28715,15760
"AUS",2017,"Male","45-55",20,20.09502,23.875959,28722,15757
"AUS",2017,"Male","45-55",22.5,22.448099,25.644541,28715,15762
"AUS",2017,"Male","45-55",25,24.76199,27.09532,28719,15759
"AUS",2017,"Male","45-55",27.5,27.02161,28.83901,28720,15760
"AUS",2017,"Male","45-55",30,29.23978,30.559059,28719,15760
"AUS",2017,"Male","45-55",32.5,31.587891,32.711979,28716,15760
"AUS",2017,"Male","45-55",35,34.013771,34.334221,28720,15759
"AUS",2017,"Male","45-55",37.5,36.264179,36.76973,28718,15760
"AUS",2017,"Male","45-55",40,38.71011,38.716599,28720,15758
"AUS",2017,"Male","45-55",42.5,41.085602,40.680229,28715,15761
"AUS",2017,"Male","45-55",45,43.47086,42.888302,28719,15760
"AUS",2017,"Male","45-55",47.5,45.91494,45.011211,28719,15759
"AUS",2017,"Male","45-55",50,48.341511,47.175869,28720,15759
"AUS",2017,"Male","45-55",52.5,50.826351,49.285309,28718,15761
"AUS",2017,"Male","45-55",55,53.124409,51.500851,28719,15759
"AUS",2017,"Male","45-55",57.5,55.60202,53.37405,28719,15760
"AUS",2017,"Male","45-55",60,57.978142,55.38644,28717,15759
"AUS",2017,"Male","45-55",62.5,60.467171,57.989491,28718,15760
"AUS",2017,"Male","45-55",65,62.935982,60.117489,28718,15760
"AUS",2017,"Male","45-55",67.5,65.432037,62.095001,28720,15759
"AUS",2017,"Male","45-55",70,67.763527,64.412956,28716,15760
"AUS",2017,"Male","45-55",72.5,70.232018,66.55455,28719,15760
"AUS",2017,"Male","45-55",75,72.649078,68.811096,28721,15760
"AUS",2017,"Male","45-55",77.5,75.052383,70.796303,28718,15759
"AUS",2017,"Male","45-55",80,77.374733,73.238823,28719,15760
"AUS",2017,"Male","45-55",82.5,79.968872,75.346039,28718,15759
"AUS",2017,"Male","45-55",85,82.407661,77.497452,28715,15760
"AUS",2017,"Male","45-55",87.5,84.947433,80.129837,28721,15760
"AUS",2017,"Male","45-55",90,87.564247,82.232773,28717,15760
"AUS",2017,"Male","45-55",92.5,90.025009,84.272469,28719,15758
"AUS",2017,"Male","45-55",95,92.674316,86.925102,28719,15761
"AUS",2017,"Male","45-55",97.5,95.402809,90.068176,28709,15753
"AUS",2017,"Male","45-55",99,97.684883,93.659264,17230,9456
"AUS",2017,"Male","45-55",99.9,99.240601,95.819878,10338,5674
"AUS",2017,"Male","45-55",100,99.932777,97.749191,1155,633
"AUS",2018,"Female","25-34",2.5,4.3287039,NA,25429,NA
"AUS",2018,"Female","25-34",5,7.057785,NA,25434,NA
"AUS",2018,"Female","25-34",7.5,9.8104506,NA,25434,NA
"AUS",2018,"Female","25-34",10,12.12502,NA,25433,NA
"AUS",2018,"Female","25-34",12.5,14.39942,NA,25431,NA
"AUS",2018,"Female","25-34",15,16.557631,NA,25434,NA
"AUS",2018,"Female","25-34",17.5,19.00786,NA,25435,NA
"AUS",2018,"Female","25-34",20,21.22398,NA,25433,NA
"AUS",2018,"Female","25-34",22.5,23.675659,NA,25431,NA
"AUS",2018,"Female","25-34",25,26.004169,NA,25434,NA
"AUS",2018,"Female","25-34",27.5,28.31365,NA,25435,NA
"AUS",2018,"Female","25-34",30,30.62199,NA,25430,NA
"AUS",2018,"Female","25-34",32.5,32.96838,NA,25435,NA
"AUS",2018,"Female","25-34",35,35.05582,NA,25433,NA
"AUS",2018,"Female","25-34",37.5,37.477692,NA,25435,NA
"AUS",2018,"Female","25-34",40,39.546589,NA,25432,NA
"AUS",2018,"Female","25-34",42.5,41.745041,NA,25433,NA
"AUS",2018,"Female","25-34",45,43.840912,NA,25432,NA
"AUS",2018,"Female","25-34",47.5,46.034061,NA,25435,NA
"AUS",2018,"Female","25-34",50,48.222889,NA,25434,NA
"AUS",2018,"Female","25-34",52.5,50.275959,NA,25433,NA
"AUS",2018,"Female","25-34",55,52.745041,NA,25435,NA
"AUS",2018,"Female","25-34",57.5,54.859558,NA,25432,NA
"AUS",2018,"Female","25-34",60,57.10714,NA,25431,NA
"AUS",2018,"Female","25-34",62.5,59.4216,NA,25434,NA
"AUS",2018,"Female","25-34",65,61.789619,NA,25435,NA
"AUS",2018,"Female","25-34",67.5,64.197121,NA,25433,NA
"AUS",2018,"Female","25-34",70,66.685852,NA,25434,NA
"AUS",2018,"Female","25-34",72.5,69.159943,NA,25431,NA
"AUS",2018,"Female","25-34",75,71.416687,NA,25435,NA
"AUS",2018,"Female","25-34",77.5,73.933113,NA,25434,NA
"AUS",2018,"Female","25-34",80,76.534622,NA,25431,NA
"AUS",2018,"Female","25-34",82.5,78.910477,NA,25433,NA
"AUS",2018,"Female","25-34",85,81.374733,NA,25435,NA
"AUS",2018,"Female","25-34",87.5,83.91449,NA,25434,NA
"AUS",2018,"Female","25-34",90,86.493507,NA,25430,NA
"AUS",2018,"Female","25-34",92.5,89.02092,NA,25434,NA
"AUS",2018,"Female","25-34",95,91.765343,NA,25434,NA
"AUS",2018,"Female","25-34",97.5,94.569679,NA,25426,NA
"AUS",2018,"Female","25-34",99,97.075623,NA,15260,NA
"AUS",2018,"Female","25-34",99.9,98.837723,NA,9156,NA
"AUS",2018,"Female","25-34",100,99.859009,NA,1021,NA
"AUS",2018,"Female","35-44",2.5,4.1088228,NA,28882,NA
"AUS",2018,"Female","35-44",5,6.5855598,NA,28886,NA
"AUS",2018,"Female","35-44",7.5,9.0234213,NA,28884,NA
"AUS",2018,"Female","35-44",10,11.34712,NA,28886,NA
"AUS",2018,"Female","35-44",12.5,13.67839,NA,28886,NA
"AUS",2018,"Female","35-44",15,15.90455,NA,28888,NA
"AUS",2018,"Female","35-44",17.5,18.12685,NA,28884,NA
"AUS",2018,"Female","35-44",20,20.53511,NA,28886,NA
"AUS",2018,"Female","35-44",22.5,22.93746,NA,28885,NA
"AUS",2018,"Female","35-44",25,25.170851,NA,28886,NA
"AUS",2018,"Female","35-44",27.5,27.531269,NA,28885,NA
"AUS",2018,"Female","35-44",30,29.818291,NA,28889,NA
"AUS",2018,"Female","35-44",32.5,32.043949,NA,28883,NA
"AUS",2018,"Female","35-44",35,34.31274,NA,28886,NA
"AUS",2018,"Female","35-44",37.5,36.584351,NA,28885,NA
"AUS",2018,"Female","35-44",40,38.80106,NA,28887,NA
"AUS",2018,"Female","35-44",42.5,41.167702,NA,28885,NA
"AUS",2018,"Female","35-44",45,43.545078,NA,28887,NA
"AUS",2018,"Female","35-44",47.5,45.77058,NA,28885,NA
"AUS",2018,"Female","35-44",50,48.031731,NA,28885,NA
"AUS",2018,"Female","35-44",52.5,50.419369,NA,28886,NA
"AUS",2018,"Female","35-44",55,52.731899,NA,28885,NA
"AUS",2018,"Female","35-44",57.5,55.164188,NA,28887,NA
"AUS",2018,"Female","35-44",60,57.475761,NA,28887,NA
"AUS",2018,"Female","35-44",62.5,59.848148,NA,28883,NA
"AUS",2018,"Female","35-44",65,62.389519,NA,28887,NA
"AUS",2018,"Female","35-44",67.5,65.006378,NA,28886,NA
"AUS",2018,"Female","35-44",70,67.284561,NA,28884,NA
"AUS",2018,"Female","35-44",72.5,69.845467,NA,28887,NA
"AUS",2018,"Female","35-44",75,72.348396,NA,28886,NA
"AUS",2018,"Female","35-44",77.5,74.823921,NA,28887,NA
"AUS",2018,"Female","35-44",80,77.349327,NA,28886,NA
"AUS",2018,"Female","35-44",82.5,79.923576,NA,28884,NA
"AUS",2018,"Female","35-44",85,82.361038,NA,28884,NA
"AUS",2018,"Female","35-44",87.5,84.846008,NA,28890,NA
"AUS",2018,"Female","35-44",90,87.323914,NA,28885,NA
"AUS",2018,"Female","35-44",92.5,89.882118,NA,28885,NA
"AUS",2018,"Female","35-44",95,92.473717,NA,28885,NA
"AUS",2018,"Female","35-44",97.5,95.229408,NA,28876,NA
"AUS",2018,"Female","35-44",99,97.601662,NA,17331,NA
"AUS",2018,"Female","35-44",99.9,99.188667,NA,10401,NA
"AUS",2018,"Female","35-44",100,99.911034,NA,1159,NA
"AUS",2018,"Female","45-55",2.5,3.6935539,NA,28325,NA
"AUS",2018,"Female","45-55",5,5.9683971,NA,28330,NA
"AUS",2018,"Female","45-55",7.5,8.4180183,NA,28331,NA
"AUS",2018,"Female","45-55",10,10.78307,NA,28331,NA
"AUS",2018,"Female","45-55",12.5,13.18793,NA,28329,NA
"AUS",2018,"Female","45-55",15,15.38713,NA,28330,NA
"AUS",2018,"Female","45-55",17.5,17.82115,NA,28327,NA
"AUS",2018,"Female","45-55",20,20.157789,NA,28333,NA
"AUS",2018,"Female","45-55",22.5,22.487551,NA,28329,NA
"AUS",2018,"Female","45-55",25,24.781071,NA,28330,NA
"AUS",2018,"Female","45-55",27.5,27.11388,NA,28328,NA
"AUS",2018,"Female","45-55",30,29.413389,NA,28333,NA
"AUS",2018,"Female","45-55",32.5,31.818371,NA,28329,NA
"AUS",2018,"Female","45-55",35,34.11689,NA,28330,NA
"AUS",2018,"Female","45-55",37.5,36.360241,NA,28329,NA
"AUS",2018,"Female","45-55",40,38.737511,NA,28331,NA
"AUS",2018,"Female","45-55",42.5,41.09285,NA,28330,NA
"AUS",2018,"Female","45-55",45,43.359711,NA,28331,NA
"AUS",2018,"Female","45-55",47.5,45.764622,NA,28330,NA
"AUS",2018,"Female","45-55",50,47.975021,NA,28328,NA
"AUS",2018,"Female","45-55",52.5,50.455669,NA,28330,NA
"AUS",2018,"Female","45-55",55,52.816971,NA,28331,NA
"AUS",2018,"Female","45-55",57.5,55.222092,NA,28330,NA
"AUS",2018,"Female","45-55",60,57.578491,NA,28331,NA
"AUS",2018,"Female","45-55",62.5,60.269871,NA,28329,NA
"AUS",2018,"Female","45-55",65,62.742439,NA,28331,NA
"AUS",2018,"Female","45-55",67.5,65.167152,NA,28329,NA
"AUS",2018,"Female","45-55",70,67.659576,NA,28330,NA
"AUS",2018,"Female","45-55",72.5,70.194489,NA,28332,NA
"AUS",2018,"Female","45-55",75,72.717751,NA,28327,NA
"AUS",2018,"Female","45-55",77.5,75.286308,NA,28331,NA
"AUS",2018,"Female","45-55",80,77.839256,NA,28331,NA
"AUS",2018,"Female","45-55",82.5,80.369087,NA,28331,NA
"AUS",2018,"Female","45-55",85,82.895653,NA,28328,NA
"AUS",2018,"Female","45-55",87.5,85.398697,NA,28329,NA
"AUS",2018,"Female","45-55",90,87.823112,NA,28331,NA
"AUS",2018,"Female","45-55",92.5,90.37394,NA,28329,NA
"AUS",2018,"Female","45-55",95,92.858002,NA,28332,NA
"AUS",2018,"Female","45-55",97.5,95.5186,NA,28319,NA
"AUS",2018,"Female","45-55",99,97.807953,NA,17001,NA
"AUS",2018,"Female","45-55",99.9,99.196587,NA,10197,NA
"AUS",2018,"Female","45-55",100,99.917374,NA,1137,NA
"AUS",2018,"Male","25-34",2.5,4.232615,NA,27131,NA
"AUS",2018,"Male","25-34",5,6.821146,NA,27134,NA
"AUS",2018,"Male","25-34",7.5,9.2839403,NA,27135,NA
"AUS",2018,"Male","25-34",10,11.56279,NA,27136,NA
"AUS",2018,"Male","25-34",12.5,14.01952,NA,27136,NA
"AUS",2018,"Male","25-34",15,16.573139,NA,27133,NA
"AUS",2018,"Male","25-34",17.5,19.015221,NA,27137,NA
"AUS",2018,"Male","25-34",20,21.44796,NA,27134,NA
"AUS",2018,"Male","25-34",22.5,23.81904,NA,27135,NA
"AUS",2018,"Male","25-34",25,26.213301,NA,27135,NA
"AUS",2018,"Male","25-34",27.5,28.35564,NA,27136,NA
"AUS",2018,"Male","25-34",30,30.559561,NA,27133,NA
"AUS",2018,"Male","25-34",32.5,32.720791,NA,27136,NA
"AUS",2018,"Male","25-34",35,34.760151,NA,27135,NA
"AUS",2018,"Male","25-34",37.5,36.86488,NA,27135,NA
"AUS",2018,"Male","25-34",40,38.9216,NA,27136,NA
"AUS",2018,"Male","25-34",42.5,41.206841,NA,27136,NA
"AUS",2018,"Male","25-34",45,43.44828,NA,27133,NA
"AUS",2018,"Male","25-34",47.5,45.447769,NA,27136,NA
"AUS",2018,"Male","25-34",50,47.9589,NA,27134,NA
"AUS",2018,"Male","25-34",52.5,50.21167,NA,27135,NA
"AUS",2018,"Male","25-34",55,52.64064,NA,27136,NA
"AUS",2018,"Male","25-34",57.5,55.020489,NA,27133,NA
"AUS",2018,"Male","25-34",60,57.287949,NA,27136,NA
"AUS",2018,"Male","25-34",62.5,59.722549,NA,27135,NA
"AUS",2018,"Male","25-34",65,62.090111,NA,27136,NA
"AUS",2018,"Male","25-34",67.5,64.577919,NA,27135,NA
"AUS",2018,"Male","25-34",70,66.896446,NA,27136,NA
"AUS",2018,"Male","25-34",72.5,69.376289,NA,27133,NA
"AUS",2018,"Male","25-34",75,71.677238,NA,27135,NA
"AUS",2018,"Male","25-34",77.5,74.317497,NA,27136,NA
"AUS",2018,"Male","25-34",80,76.734283,NA,27135,NA
"AUS",2018,"Male","25-34",82.5,79.219543,NA,27134,NA
"AUS",2018,"Male","25-34",85,81.616623,NA,27137,NA
"AUS",2018,"Male","25-34",87.5,84.207603,NA,27134,NA
"AUS",2018,"Male","25-34",90,86.805107,NA,27135,NA
"AUS",2018,"Male","25-34",92.5,89.460793,NA,27136,NA
"AUS",2018,"Male","25-34",95,92.128433,NA,27135,NA
"AUS",2018,"Male","25-34",97.5,94.854172,NA,27126,NA
"AUS",2018,"Male","25-34",99,97.259239,NA,16281,NA
"AUS",2018,"Male","25-34",99.9,98.856987,NA,9768,NA
"AUS",2018,"Male","25-34",100,99.782463,NA,1090,NA
"AUS",2018,"Male","35-44",2.5,3.5012341,NA,32027,NA
"AUS",2018,"Male","35-44",5,6.13941,NA,32030,NA
"AUS",2018,"Male","35-44",7.5,8.5894613,NA,32034,NA
"AUS",2018,"Male","35-44",10,11.18825,NA,32029,NA
"AUS",2018,"Male","35-44",12.5,13.74946,NA,32032,NA
"AUS",2018,"Male","35-44",15,16.14032,NA,32033,NA
"AUS",2018,"Male","35-44",17.5,18.361971,NA,32030,NA
"AUS",2018,"Male","35-44",20,20.588091,NA,32030,NA
"AUS",2018,"Male","35-44",22.5,22.73667,NA,32034,NA
"AUS",2018,"Male","35-44",25,24.82436,NA,32031,NA
"AUS",2018,"Male","35-44",27.5,27.224291,NA,32032,NA
"AUS",2018,"Male","35-44",30,29.28171,NA,32031,NA
"AUS",2018,"Male","35-44",32.5,31.617741,NA,32031,NA
"AUS",2018,"Male","35-44",35,33.854038,NA,32034,NA
"AUS",2018,"Male","35-44",37.5,36.258049,NA,32030,NA
"AUS",2018,"Male","35-44",40,38.635078,NA,32031,NA
"AUS",2018,"Male","35-44",42.5,40.997749,NA,32032,NA
"AUS",2018,"Male","35-44",45,43.470821,NA,32033,NA
"AUS",2018,"Male","35-44",47.5,45.846691,NA,32031,NA
"AUS",2018,"Male","35-44",50,48.1595,NA,32030,NA
"AUS",2018,"Male","35-44",52.5,50.598961,NA,32031,NA
"AUS",2018,"Male","35-44",55,53.014641,NA,32031,NA
"AUS",2018,"Male","35-44",57.5,55.525799,NA,32033,NA
"AUS",2018,"Male","35-44",60,57.926708,NA,32032,NA
"AUS",2018,"Male","35-44",62.5,60.428589,NA,32032,NA
"AUS",2018,"Male","35-44",65,62.845188,NA,32029,NA
"AUS",2018,"Male","35-44",67.5,65.338676,NA,32034,NA
"AUS",2018,"Male","35-44",70,67.710793,NA,32031,NA
"AUS",2018,"Male","35-44",72.5,70.081688,NA,32031,NA
"AUS",2018,"Male","35-44",75,72.58638,NA,32033,NA
"AUS",2018,"Male","35-44",77.5,74.957497,NA,32030,NA
"AUS",2018,"Male","35-44",80,77.487427,NA,32032,NA
"AUS",2018,"Male","35-44",82.5,79.946922,NA,32032,NA
"AUS",2018,"Male","35-44",85,82.330437,NA,32030,NA
"AUS",2018,"Male","35-44",87.5,84.844322,NA,32032,NA
"AUS",2018,"Male","35-44",90,87.399483,NA,32033,NA
"AUS",2018,"Male","35-44",92.5,89.887383,NA,32029,NA
"AUS",2018,"Male","35-44",95,92.533112,NA,32034,NA
"AUS",2018,"Male","35-44",97.5,95.189133,NA,32020,NA
"AUS",2018,"Male","35-44",99,97.560173,NA,19220,NA
"AUS",2018,"Male","35-44",99.9,99.120537,NA,11531,NA
"AUS",2018,"Male","35-44",100,99.925797,NA,1286,NA
"AUS",2018,"Male","45-55",2.5,3.3206179,NA,28750,NA
"AUS",2018,"Male","45-55",5,5.9326892,NA,28752,NA
"AUS",2018,"Male","45-55",7.5,8.3208838,NA,28753,NA
"AUS",2018,"Male","45-55",10,10.89237,NA,28752,NA
"AUS",2018,"Male","45-55",12.5,13.48896,NA,28753,NA
"AUS",2018,"Male","45-55",15,15.83944,NA,28753,NA
"AUS",2018,"Male","45-55",17.5,18.040359,NA,28750,NA
"AUS",2018,"Male","45-55",20,20.37043,NA,28756,NA
"AUS",2018,"Male","45-55",22.5,22.5089,NA,28751,NA
"AUS",2018,"Male","45-55",25,24.62532,NA,28753,NA
"AUS",2018,"Male","45-55",27.5,26.95219,NA,28753,NA
"AUS",2018,"Male","45-55",30,29.091721,NA,28754,NA
"AUS",2018,"Male","45-55",32.5,31.535219,NA,28751,NA
"AUS",2018,"Male","45-55",35,33.80912,NA,28752,NA
"AUS",2018,"Male","45-55",37.5,36.179161,NA,28755,NA
"AUS",2018,"Male","45-55",40,38.636139,NA,28751,NA
"AUS",2018,"Male","45-55",42.5,40.974831,NA,28754,NA
"AUS",2018,"Male","45-55",45,43.44796,NA,28752,NA
"AUS",2018,"Male","45-55",47.5,45.89716,NA,28754,NA
"AUS",2018,"Male","45-55",50,48.319241,NA,28753,NA
"AUS",2018,"Male","45-55",52.5,50.697689,NA,28751,NA
"AUS",2018,"Male","45-55",55,53.149132,NA,28754,NA
"AUS",2018,"Male","45-55",57.5,55.637981,NA,28752,NA
"AUS",2018,"Male","45-55",60,58.029209,NA,28755,NA
"AUS",2018,"Male","45-55",62.5,60.542358,NA,28750,NA
"AUS",2018,"Male","45-55",65,62.89381,NA,28755,NA
"AUS",2018,"Male","45-55",67.5,65.395042,NA,28752,NA
"AUS",2018,"Male","45-55",70,67.76403,NA,28751,NA
"AUS",2018,"Male","45-55",72.5,70.303574,NA,28754,NA
"AUS",2018,"Male","45-55",75,72.691933,NA,28753,NA
"AUS",2018,"Male","45-55",77.5,75.163933,NA,28753,NA
"AUS",2018,"Male","45-55",80,77.58239,NA,28752,NA
"AUS",2018,"Male","45-55",82.5,80.034866,NA,28755,NA
"AUS",2018,"Male","45-55",85,82.583542,NA,28750,NA
"AUS",2018,"Male","45-55",87.5,85.088448,NA,28753,NA
"AUS",2018,"Male","45-55",90,87.600441,NA,28753,NA
"AUS",2018,"Male","45-55",92.5,90.1362,NA,28752,NA
"AUS",2018,"Male","45-55",95,92.739182,NA,28753,NA
"AUS",2018,"Male","45-55",97.5,95.450783,NA,28742,NA
"AUS",2018,"Male","45-55",99,97.712914,NA,17254,NA
"AUS",2018,"Male","45-55",99.9,99.234039,NA,10351,NA
"AUS",2018,"Male","45-55",100,99.934731,NA,1155,NA
"AUS",2019,"Female","25-34",2.5,4.212904,NA,26110,NA
"AUS",2019,"Female","25-34",5,6.888907,NA,26115,NA
"AUS",2019,"Female","25-34",7.5,9.6427898,NA,26116,NA
"AUS",2019,"Female","25-34",10,11.97483,NA,26115,NA
"AUS",2019,"Female","25-34",12.5,14.32757,NA,26116,NA
"AUS",2019,"Female","25-34",15,16.541559,NA,26115,NA
"AUS",2019,"Female","25-34",17.5,18.983101,NA,26117,NA
"AUS",2019,"Female","25-34",20,21.31225,NA,26114,NA
"AUS",2019,"Female","25-34",22.5,23.73851,NA,26116,NA
"AUS",2019,"Female","25-34",25,25.93609,NA,26116,NA
"AUS",2019,"Female","25-34",27.5,28.32028,NA,26114,NA
"AUS",2019,"Female","25-34",30,30.54162,NA,26116,NA
"AUS",2019,"Female","25-34",32.5,32.982861,NA,26115,NA
"AUS",2019,"Female","25-34",35,35.11731,NA,26116,NA
"AUS",2019,"Female","25-34",37.5,37.372871,NA,26114,NA
"AUS",2019,"Female","25-34",40,39.59132,NA,26116,NA
"AUS",2019,"Female","25-34",42.5,41.725788,NA,26116,NA
"AUS",2019,"Female","25-34",45,43.927399,NA,26116,NA
"AUS",2019,"Female","25-34",47.5,46.171829,NA,26114,NA
"AUS",2019,"Female","25-34",50,48.322781,NA,26117,NA
"AUS",2019,"Female","25-34",52.5,50.44696,NA,26115,NA
"AUS",2019,"Female","25-34",55,52.560959,NA,26114,NA
"AUS",2019,"Female","25-34",57.5,54.74625,NA,26116,NA
"AUS",2019,"Female","25-34",60,57.018822,NA,26116,NA
"AUS",2019,"Female","25-34",62.5,59.443748,NA,26116,NA
"AUS",2019,"Female","25-34",65,61.760448,NA,26114,NA
"AUS",2019,"Female","25-34",67.5,64.19455,NA,26116,NA
"AUS",2019,"Female","25-34",70,66.627602,NA,26115,NA
"AUS",2019,"Female","25-34",72.5,69.103279,NA,26116,NA
"AUS",2019,"Female","25-34",75,71.419891,NA,26115,NA
"AUS",2019,"Female","25-34",77.5,74.006943,NA,26115,NA
"AUS",2019,"Female","25-34",80,76.471451,NA,26116,NA
"AUS",2019,"Female","25-34",82.5,79.019333,NA,26114,NA
"AUS",2019,"Female","25-34",85,81.475502,NA,26117,NA
"AUS",2019,"Female","25-34",87.5,83.991676,NA,26115,NA
"AUS",2019,"Female","25-34",90,86.585472,NA,26116,NA
"AUS",2019,"Female","25-34",92.5,89.159126,NA,26115,NA
"AUS",2019,"Female","25-34",95,91.78656,NA,26116,NA
"AUS",2019,"Female","25-34",97.5,94.666023,NA,26107,NA
"AUS",2019,"Female","25-34",99,97.181961,NA,15668,NA
"AUS",2019,"Female","25-34",99.9,98.874229,NA,9402,NA
"AUS",2019,"Female","25-34",100,99.838142,NA,1048,NA
"AUS",2019,"Female","35-44",2.5,3.9939289,NA,29960,NA
"AUS",2019,"Female","35-44",5,6.4729638,NA,29966,NA
"AUS",2019,"Female","35-44",7.5,8.9332418,NA,29965,NA
"AUS",2019,"Female","35-44",10,11.19863,NA,29965,NA
"AUS",2019,"Female","35-44",12.5,13.57789,NA,29965,NA
"AUS",2019,"Female","35-44",15,15.81689,NA,29965,NA
"AUS",2019,"Female","35-44",17.5,18.20628,NA,29963,NA
"AUS",2019,"Female","35-44",20,20.603781,NA,29967,NA
"AUS",2019,"Female","35-44",22.5,22.898029,NA,29966,NA
"AUS",2019,"Female","35-44",25,25.16132,NA,29963,NA
"AUS",2019,"Female","35-44",27.5,27.575211,NA,29966,NA
"AUS",2019,"Female","35-44",30,29.75968,NA,29965,NA
"AUS",2019,"Female","35-44",32.5,32.044281,NA,29966,NA
"AUS",2019,"Female","35-44",35,34.24136,NA,29964,NA
"AUS",2019,"Female","35-44",37.5,36.686699,NA,29964,NA
"AUS",2019,"Female","35-44",40,38.97654,NA,29967,NA
"AUS",2019,"Female","35-44",42.5,41.23542,NA,29964,NA
"AUS",2019,"Female","35-44",45,43.50642,NA,29966,NA
"AUS",2019,"Female","35-44",47.5,45.739609,NA,29964,NA
"AUS",2019,"Female","35-44",50,47.971241,NA,29965,NA
"AUS",2019,"Female","35-44",52.5,50.51289,NA,29966,NA
"AUS",2019,"Female","35-44",55,52.745861,NA,29964,NA
"AUS",2019,"Female","35-44",57.5,55.15836,NA,29966,NA
"AUS",2019,"Female","35-44",60,57.464939,NA,29965,NA
"AUS",2019,"Female","35-44",62.5,59.933609,NA,29966,NA
"AUS",2019,"Female","35-44",65,62.356079,NA,29964,NA
"AUS",2019,"Female","35-44",67.5,64.868568,NA,29964,NA
"AUS",2019,"Female","35-44",70,67.537407,NA,29966,NA
"AUS",2019,"Female","35-44",72.5,69.874481,NA,29965,NA
"AUS",2019,"Female","35-44",75,72.40934,NA,29965,NA
"AUS",2019,"Female","35-44",77.5,74.782417,NA,29964,NA
"AUS",2019,"Female","35-44",80,77.325256,NA,29967,NA
"AUS",2019,"Female","35-44",82.5,79.852203,NA,29966,NA
"AUS",2019,"Female","35-44",85,82.368736,NA,29963,NA
"AUS",2019,"Female","35-44",87.5,84.927467,NA,29965,NA
"AUS",2019,"Female","35-44",90,87.401207,NA,29966,NA
"AUS",2019,"Female","35-44",92.5,89.878288,NA,29964,NA
"AUS",2019,"Female","35-44",95,92.483253,NA,29966,NA
"AUS",2019,"Female","35-44",97.5,95.255791,NA,29955,NA
