percentile,fy,baseline,high_inflation,no_policy,indexed_brackets
0.636,FY2034_35,0.233280328560694,0.236954336249743,0.24009785824176,0.212238795159553
0.637,FY2025_26,0.209439631758603,0.209439631758603,0.209439631758603,0.209439631758603
0.637,FY2026_27,0.210282695820381,0.210809170408575,0.213384408638961,0.207539763215891
0.637,FY2027_28,0.208416194964801,0.209484487571059,0.217188436488873,0.202909325482858
0.637,FY2028_29,0.212397487912055,0.213939047572993,0.220856737212028,0.204331496842898
0.637,FY2029_30,0.21623672894123,0.218214057171779,0.224394153531367,0.20573565343386
0.637,FY2030_31,0.219938986442844,0.22231675352378,0.227805355382225,0.207120407988726
0.637,FY2031_32,0.223509147968027,0.226254082076564,0.231094846077362,0.208486377386614
0.637,FY2032_33,0.226951926680837,0.230032708326837,0.234266968252037,0.209833984870734
0.637,FY2033_34,0.230271867580363,0.23365902910445,0.23732590959695,0.21116510629223
0.637,FY2034_35,0.233473353500832,0.237139183401584,0.240275708386644,0.212478655386976
0.638,FY2025_26,0.209651014024767,0.209651014024767,0.209651014024767,0.209651014024767
0.638,FY2026_27,0.210492466217892,0.211017934230282,0.213588248818483,0.207754777873339
0.638,FY2027_28,0.208629533957342,0.209695784076625,0.21738500368224,0.203133193153705
0.638,FY2028_29,0.212603215002259,0.214141827328815,0.221046290918264,0.204552645439905
0.638,FY2029_30,0.216435115720596,0.218408663463354,0.224576943990612,0.205954117399774
0.638,FY2030_31,0.220130294812533,0.222503515799764,0.227981623906086,0.207336224418633
0.638,FY2031_32,0.223693630484602,0.226433316506492,0.231264825367489,0.208699582196178
0.638,FY2032_33,0.227129826889684,0.230204718336364,0.234430882707318,0.210044613166413
0.638,FY2033_34,0.230443420337207,0.233824105889025,0.237483975609757,0.21137318959401
0.638,FY2034_35,0.233638785281782,0.23729760641941,0.240428134628503,0.212684227291691
0.639,FY2025_26,0.20986306961907,0.20986306961907,0.20986306961907,0.20986306961907
0.639,FY2026_27,0.210702904809163,0.211227363039445,0.213792738301899,0.207970477429392
0.639,FY2027_28,0.208843552510895,0.209907753637152,0.217582197012439,0.20335777392317
0.639,FY2028_29,0.212809597406842,0.214345253010703,0.221236448420867,0.204774498474309
0.639,FY2029_30,0.216634134432827,0.218603889645588,0.224760316702861,0.206173277251574
0.639,FY2030_31,0.220322212567818,0.222690872980411,0.228158453908256,0.207552728301076
0.639,FY2031_32,0.22387870064399,0.226613121862198,0.231435346102465,0.208913466139333
0.639,FY2032_33,0.22730829377434,0.230377276259308,0.23459531928878,0.210255912388565
0.639,FY2033_34,0.230615519550955,0.233989708502215,0.237642545119363,0.211581935715547
0.639,FY2034_35,0.233804744022136,0.237456534071223,0.240581046402472,0.212890454016464
0.64,FY2025_26,0.210081683198324,0.210081683198324,0.210081683198324,0.210081683198324
0.64,FY2026_27,0.210919851378303,0.211443268598177,0.214003551782376,0.208192847662761
0.64,FY2027_28,0.209064189755449,0.210126278521969,0.217785488700459,0.203589300028416
0.64,FY2028_29,0.213022362348552,0.214554969790757,0.221432486692825,0.205003212487154
0.64,FY2029_30,0.216839307954245,0.218805153350055,0.224949360359522,0.206399214793039
0.64,FY2030_31,0.220520065529648,0.222884024328268,0.228340752516415,0.207775927735258
0.64,FY2031_32,0.224069494242669,0.226798487839028,0.231611140324412,0.209133964610557
0.64,FY2032_33,0.227492279886856,0.230555170670853,0.234764841200011,0.210473746204268
0.64,FY2033_34,0.230792941067363,0.234160432505617,0.237806018514958,0.211797137474004
0.64,FY2034_35,0.233975835166213,0.237620376684853,0.240738687092534,0.213103058463845
0.641,FY2025_26,0.210308240037388,0.210308240037388,0.210308240037388,0.210308240037388
0.641,FY2026_27,0.211144680636932,0.211667019021592,0.214222025108378,0.208423297652856
0.641,FY2027_28,0.209292843789091,0.210352743443908,0.217996166931897,0.203829238566288
0.641,FY2028_29,0.213242858041554,0.21477230656805,0.221635647957471,0.205240236756079
0.641,FY2029_30,0.217051936394941,0.219013729911756,0.225145272861592,0.206633361708317
0.641,FY2030_31,0.220725107420387,0.223084193773279,0.228529674890638,0.208007237054932
0.641,FY2031_32,0.224267220270383,0.226990589033857,0.231793321977472,0.209362474828582
0.641,FY2032_33,0.227682951080408,0.230739528823279,0.234940522639799,0.210699494947302
0.641,FY2033_34,0.230976809142148,0.234337359715239,0.23797543166808,0.21202015852477
0.641,FY2034_35,0.234153142856459,0.237790172471438,0.240902055610492,0.213323387831002
0.642,FY2025_26,0.210522166955644,0.210522166955644,0.210522166955644,0.210522166955644
0.642,FY2026_27,0.211356976282614,0.211878295974156,0.214428319147198,0.208640900689679
0.642,FY2027_28,0.209508750989097,0.210566583569168,0.218195100431242,0.204055801190441
0.642,FY2028_29,0.213451061705976,0.214977527417628,0.221827483540253,0.205464047573765
0.642,FY2029_30,0.21725271138474,0.219210678903673,0.225330263780379,0.206854455576909
0.642,FY2030_31,0.220918718789528,0.223273204322143,0.228708065361985,0.208225651516073
0.642,FY2031_32,0.224453923615745,0.227171981115301,0.231965347504325,0.209578246230295
0.642,FY2032_33,0.227862992879214,0.230913609515644,0.235106410322397,0.210912658818662
0.642,FY2033_34,0.231150427077352,0.234504423719428,0.238135400503758,0.212230746765204
0.642,FY2034_35,0.234320566130523,0.237950502609815,0.241056316782794,0.213531434441789
0.643,FY2025_26,0.210707576613016,0.210707576613016,0.210707576613016,0.210707576613016
0.643,FY2026_27,0.211540972122165,0.212061408916205,0.214607113416602,0.208829496425219
0.643,FY2027_28,0.209695876949229,0.210751918003374,0.2183675153487,0.204252162166702
0.643,FY2028_29,0.213631511040723,0.215155391557941,0.221993746720058,0.205658023569686
0.643,FY2029_30,0.217426722315065,0.219381373855989,0.225490594715581,0.207046076803246
0.643,FY2030_31,0.221086521036707,0.223437019055652,0.228862675714157,0.208414950510025
0.643,FY2031_32,0.224615738704635,0.227329192951681,0.232114441382987,0.209765254494557
0.643,FY2032_33,0.2280190344307,0.231064484598543,0.235250184554471,0.21109740714615
0.643,FY2033_34,0.231300901090356,0.234649217465012,0.238274044893415,0.212413262803034
0.643,FY2034_35,0.23446567125396,0.238089460139167,0.24119001436202,0.213711747658739
0.644,FY2025_26,0.210919224354597,0.210919224354597,0.210919224354597,0.210919224354597
0.644,FY2026_27,0.211751005970744,0.212270434924819,0.214811209599419,0.209044781120012
0.644,FY2027_28,0.209909483874644,0.210963479876651,0.218564329411204,0.204476310993411
0.644,FY2028_29,0.213837496503996,0.21535842598527,0.222183538487179,0.205879449907665
0.644,FY2029_30,0.217625358248791,0.219576224554002,0.225673614741735,0.207264815138498
0.644,FY2030_31,0.221278069670965,0.223624015886758,0.229039165614016,0.208631037984224
0.644,FY2031_32,0.224800452913178,0.227508652482493,0.232284634150449,0.209978727068474
0.644,FY2032_33,0.228197158064781,0.23123671063579,0.23541430487025,0.211308299970333
0.644,FY2033_34,0.231472669300656,0.234814501569856,0.238432309421649,0.212621607437055
0.644,FY2034_35,0.234631310801019,0.238248082120783,0.241342632036306,0.213917577741626
0.645,FY2025_26,0.211130053966969,0.211130053966969,0.211130053966969,0.211130053966969
0.645,FY2026_27,0.211960227928653,0.212478652938593,0.215014516843751,0.20925923362687
0.645,FY2027_28,0.210122265097579,0.211174223952644,0.218760382684427,0.204699593367678
0.645,FY2028_29,0.214042685725727,0.215560675578353,0.222372596609862,0.206100020317046
0.645,FY2029_30,0.217823226350749,0.219770322052162,0.22585592729977,0.207482707935688
0.645,FY2030_31,0.221468877869575,0.223810289877315,0.22921497328811,0.208846290167326
0.645,FY2031_32,0.224984453104701,0.227687418308364,0.232454169033858,0.21019137445925
0.645,FY2032_33,0.22837459315786,0.231408270929332,0.235577790775176,0.211518377583457
0.645,FY2033_34,0.231643773536992,0.234979146765194,0.238589962174712,0.212829146710105
0.645,FY2034_35,0.234796310064601,0.238406090945483,0.241494659763464,0.214122612183597
0.646,FY2025_26,0.211324941492189,0.211324941492189,0.211324941492189,0.211324941492189
0.646,FY2026_27,0.212153629363774,0.212671126343794,0.21520245081214,0.209457470097869
0.646,FY2027_28,0.210318956660422,0.211369032409402,0.218941611197821,0.204905992027034
0.646,FY2028_29,0.214232359363956,0.215747631870827,0.22254735891786,0.20630391207939
0.646,FY2029_30,0.218006132462831,0.219949742678337,0.226024454115583,0.207684124556104
0.646,FY2030_31,0.221645257919799,0.223982478578059,0.229377487093137,0.209045265846268
0.646,FY2031_32,0.225154539941947,0.22785266658163,0.232610884371396,0.210387942309784
0.646,FY2032_33,0.228538611322996,0.231566858523637,0.235728914533651,0.211712569972587
0.646,FY2033_34,0.231801939559302,0.235131342153203,0.238735693860801,0.213020992698226
0.646,FY2034_35,0.234948832747639,0.238552151778506,0.241635191765478,0.214312142745888
0.647,FY2025_26,0.211539231150197,0.211539231150197,0.211539231150197,0.211539231150197
0.647,FY2026_27,0.21236628498318,0.212882761542762,0.215409094648213,0.20967544210776
0.647,FY2027_28,0.210535229957993,0.211583235127244,0.219140882013706,0.205132938816352
0.647,FY2028_29,0.214440916063638,0.215953200697931,0.22273951978178,0.20652810239621
0.647,FY2029_30,0.218207247891647,0.220147025621814,0.226209758709527,0.207905593316905
0.647,FY2030_31,0.221839197581145,0.224171809617864,0.22955618004776,0.209264050656348
0.647,FY2031_32,0.225341559866099,0.228034366235954,0.232783201588968,0.210604079578799
0.647,FY2032_33,0.22871895840511,0.231741234391511,0.235895083499487,0.211926095289856
0.647,FY2033_34,0.231975851885352,0.235298689435231,0.238895933943575,0.213231938017266
0.647,FY2034_35,0.235116539908729,0.238712753776613,0.241789714506822,0.214520542125631
0.648,FY2025_26,0.211761254937776,0.211761254937776,0.211761254937776,0.211761254937776
0.648,FY2026_27,0.212586615756534,0.213102035066724,0.215623196661308,0.209901281150448
0.648,FY2027_28,0.210759308978536,0.211805168836818,0.219347344900007,0.20536807655567
0.648,FY2028_29,0.214656999979302,0.216166188902897,0.222938616104154,0.20676038417659
0.648,FY2029_30,0.21841562196654,0.220351428889536,0.226401751305838,0.208135055315028
0.648,FY2030_31,0.222040136901195,0.22436797398228,0.229741322377857,0.209490731834761
0.648,FY2031_32,0.225535329702214,0.228222623783378,0.232961738069293,0.210828017661252
0.648,FY2032_33,0.228905814563369,0.23192190382282,0.236067249825741,0.212147327150156
0.648,FY2033_34,0.232156041044714,0.235472076605393,0.239061957401871,0.213450496762196
0.648,FY2034_35,0.235290299946687,0.23887915221247,0.241949814273743,0.214736463043373
0.649,FY2025_26,0.211985930588226,0.211985930588226,0.211985930588226,0.211985930588226
0.649,FY2026_27,0.212809578171316,0.213323927604275,0.215839855919215,0.210129817625599
0.649,FY2027_28,0.210986064409752,0.212029753333368,0.219556273789022,0.205606022791535
0.649,FY2028_29,0.214875664811719,0.216381721049298,0.223140090442644,0.206995440341804
0.649,FY2029_30,0.218626484871474,0.220558273559787,0.226596037071016,0.208367258018369
0.649,FY2030_31,0.222243476250216,0.224566481343365,0.229928676056911,0.209720120504147
0.649,FY2031_32,0.225731413934635,0.228413129888066,0.233142406997985,0.211054630471007
0.649,FY2032_33,0.229094902540631,0.232104731178567,0.236241472514933,0.21237120141451
0.649,FY2033_34,0.232338382392123,0.235647534720313,0.239229963852394,0.213671665983359
0.649,FY2034_35,0.235466135382954,0.239047538119303,0.242111826280033,0.214954962931014
0.65,FY2025_26,0.212196914996823,0.212196914996823,0.212196914996823,0.212196914996823
0.65,FY2026_27,0.213018953745071,0.213532298496774,0.216043312436666,0.210344427588698
0.65,FY2027_28,0.211199001861832,0.212240652142783,0.219752471009321,0.205829469105147
0.65,FY2028_29,0.215081004688362,0.216584119138947,0.223329287376395,0.207216172699339
0.65,FY2029_30,0.218824498253001,0.220752513569047,0.226778483487362,0.208585310797745
0.65,FY2030_31,0.222434424544842,0.224752892100813,0.230104612813271,0.209935530730632
0.65,FY2031_32,0.22591554922357,0.22859202696815,0.233312066358024,0.211267433992665
0.65,FY2032_33,0.229272467910868,0.232276417435845,0.236405078455183,0.212581433271722
0.65,FY2033_34,0.232509612257346,0.235812300802154,0.239387732357939,0.213879357636786
0.65,FY2034_35,0.235631255793005,0.239205662957922,0.242263965629642,0.215160147914254
0.651,FY2025_26,0.212412020198137,0.212412020198137,0.212412020198137,0.212412020198137
0.651,FY2026_27,0.213232418688962,0.213744739136711,0.216250742717586,0.210563229156186
0.651,FY2027_28,0.211416098252041,0.212455670073054,0.219952500209822,0.206057279608265
0.651,FY2028_29,0.215290355112865,0.21679047031963,0.223522179565885,0.207441216239379
0.651,FY2029_30,0.219026379086659,0.220950547331698,0.226964493313293,0.208807622424073
0.651,FY2030_31,0.222629102301503,0.224942943696448,0.230283985837312,0.210155148191663
0.651,FY2031_32,0.226103280907911,0.228774418134786,0.233485039380243,0.211484393836622
0.651,FY2032_33,0.229453501357677,0.232451456943173,0.236571879826657,0.21279577122337
0.651,FY2033_34,0.232684186458705,0.235980284974255,0.239548582282215,0.214091105771252
0.651,FY2034_35,0.235799601213794,0.239366876174908,0.242419076453438,0.21536934042009
0.652,FY2025_26,0.212612199617834,0.212612199617834,0.212612199617834,0.212612199617834
0.652,FY2026_27,0.21343107166589,0.213942438884383,0.216443779766474,0.210766848457537
0.652,FY2027_28,0.211618130695446,0.212655768277297,0.22013864972659,0.206269282730628
0.652,FY2028_29,0.215485179069861,0.216982503145199,0.223701687296616,0.207650644393496
0.652,FY2029_30,0.219214251754929,0.221134839870632,0.227137596235888,0.209014508227291
0.652,FY2030_31,0.222810271701957,0.225119807937267,0.230450912474337,0.210359526773101
0.652,FY2031_32,0.226277986212109,0.228944153490659,0.233646010100614,0.211686299208485
0.652,FY2032_33,0.229621973203576,0.23261435075879,0.236727107136562,0.212995236631542
0.652,FY2033_34,0.232846647255136,0.236136613012275,0.239698271105653,0.214288161065222
0.652,FY2034_35,0.235956265434075,0.239516903082797,0.242563424402751,0.215564017416124
0.653,FY2025_26,0.212830557405189,0.212830557405189,0.212830557405189,0.212830557405189
0.653,FY2026_27,0.213647764393639,0.214158091819773,0.216654346581667,0.21098895850348
0.653,FY2027_28,0.211838509780282,0.212874037473993,0.220341703550306,0.206500537935492
0.653,FY2028_29,0.215697695062953,0.217191974543179,0.22389749619123,0.207879090796287
0.653,FY2029_30,0.219419185210176,0.221335868083665,0.227326418699354,0.209240181407352
0.653,FY2030_31,0.22300789316314,0.225312733285667,0.230632997781441,0.210582465049639
0.653,FY2031_32,0.226468556570048,0.229129302577416,0.233821598632055,0.211906539682364
0.653,FY2032_33,0.229805744040548,0.232792037022472,0.236896430696292,0.213212815567719
0.653,FY2033_34,0.233023861176999,0.23630713725765,0.239861553226897,0.214503111023829
0.653,FY2034_35,0.236127156390549,0.239680553990068,0.242720880643102,0.215776373102674
0.654,FY2025_26,0.213020107853197,0.213020107853197,0.213020107853197,0.213020107853197
0.654,FY2026_27,0.213835869448754,0.21434529425946,0.216837133898937,0.211181766184973
0.654,FY2027_28,0.212029814861581,0.213063511018862,0.220517969044298,0.206701284280365
0.654,FY2028_29,0.215882174408468,0.217373810958601,0.224067472559593,0.208077398896583
0.654,FY2029_30,0.219597082361107,0.221510375200193,0.227490330337119,0.209436082148526
0.654,FY2030_31,0.223179442971174,0.225480206526097,0.230791061077261,0.210775991695552
0.654,FY2031_32,0.2266339855074,0.229290025456907,0.233974022253868,0.212097724439268
0.654,FY2032_33,0.229965270498939,0.232946281628509,0.237043415866796,0.213401689916234
0.654,FY2033_34,0.233177695755968,0.236455164710662,0.240003293989196,0.214689703228517
0.654,FY2034_35,0.236275502175476,0.239822614885472,0.242857564116872,0.215960713290447
0.655,FY2025_26,0.213238897737745,0.213238897737745,0.213238897737745,0.213238897737745
0.655,FY2026_27,0.214052990978793,0.214561373939548,0.217048117394161,0.211404315753263
0.655,FY2027_28,0.212250630043453,0.213282212137442,0.220721424680965,0.206932997104469
0.655,FY2028_29,0.21609511093872,0.217583696868947,0.224263668930535,0.208306297360418
0.655,FY2029_30,0.219802421348814,0.221711801217799,0.227679526451818,0.209662201901841
0.655,FY2030_31,0.223377455495481,0.225673513644721,0.230973506703778,0.210999371133381
0.655,FY2031_32,0.226824932975392,0.229475540925836,0.234149958248581,0.212318400735894
0.655,FY2032_33,0.230149404990735,0.23312431950656,0.237213074492363,0.213619699408374
0.655,FY2033_34,0.233355260357507,0.236626026397851,0.24016689922118,0.214905078540736
0.655,FY2034_35,0.236446731299428,0.239986589633254,0.243015331939421,0.216173489196936
0.656,FY2025_26,0.213447098335003,0.213447098335003,0.213447098335003,0.213447098335003
0.656,FY2026_27,0.214259603968811,0.214766995504469,0.217248889426233,0.211616094068031
0.656,FY2027_28,0.21246075791497,0.213490328264949,0.22091503319791,0.207153495179463
0.656,FY2028_29,0.216297741480203,0.21778342443853,0.224450369525468,0.20852411728834
0.656,FY2029_30,0.219997822063841,0.221903478347918,0.22785956559833,0.209877377607013
0.656,FY2030_31,0.223565884343144,0.225857464825257,0.231147122081321,0.211211939152545
0.656,FY2031_32,0.227006638710843,0.229652077567425,0.23431737905624,0.212528396444119
0.656,FY2032_33,0.230324627493581,0.233293740467778,0.237374521751437,0.213827157383708
0.656,FY2033_34,0.233524230948486,0.23678861849115,0.240322586066959,0.215110029828733
0.656,FY2034_35,0.236609673045792,0.240142628110509,0.243165463902564,0.216375966888739
0.657,FY2025_26,0.21366759598955,0.21366759598955,0.21366759598955,0.21366759598955
0.657,FY2026_27,0.214478420246466,0.214984761799986,0.217461519758486,0.211840380752628
0.657,FY2027_28,0.212683296675351,0.213710736460663,0.221120076912716,0.2073870166439
0.657,FY2028_29,0.216512340091949,0.217994948618679,0.224648097312166,0.208754802424946
0.657,FY2029_30,0.22020476383023,0.222106476601419,0.228050238488106,0.210105262343803
0.657,FY2030_31,0.223765442459238,0.226052280807504,0.231330991791809,0.211437062184247
0.657,FY2031_32,0.227199076624145,0.229839041082057,0.234494688323827,0.212750795235182
0.657,FY2032_33,0.230510199251827,0.233473168025007,0.237545504651714,0.214046868554475
0.657,FY2033_34,0.233703181535031,0.236960813843577,0.240487468323735,0.215327086258421
0.657,FY2034_35,0.236782238703019,0.240307882767348,0.243324463185859,0.216590403622969
0.658,FY2025_26,0.213894051897742,0.213894051897742,0.213894051897742,0.213894051897742
0.658,FY2026_27,0.214703149343859,0.215208412542785,0.217679895754813,0.212070728077456
0.658,FY2027_28,0.212911848843823,0.213937100492679,0.221330661287187,0.207626848289364
0.658,FY2028_29,0.216732737554314,0.218212188572629,0.224851168068648,0.208991721099768
0.658,FY2029_30,0.220417297545143,0.222314960242446,0.228246063711328,0.210339304946836
0.658,FY2030_31,0.223970393003996,0.226252361077204,0.231519830001281,0.211668268455824
0.658,FY2031_32,0.227396714565087,0.230031056695973,0.234676788815121,0.212979203652106
0.658,FY2032_33,0.230700785501531,0.233657444046039,0.237721107825575,0.214272516726643
0.658,FY2033_34,0.233886967696751,0.237137662232283,0.240656806003448,0.215550007953505
0.658,FY2034_35,0.236959467402846,0.240477602910061,0.243487758923286,0.216810634833588
0.659,FY2025_26,0.214120229215222,0.214120229215222,0.214120229215222,0.214120229215222
0.659,FY2026_27,0.214927601974899,0.215431788145845,0.217898003100503,0.212300792024271
0.659,FY2027_28,0.213140119842722,0.214163186047012,0.221540986596435,0.207866384889011
0.659,FY2028_29,0.216952863879192,0.218429161273524,0.225053989003312,0.209228348312369
0.659,FY2029_30,0.220629569796714,0.222523187402615,0.228441648026338,0.210573059625851
0.659,FY2030_31,0.224175091414382,0.226452195204045,0.231708435898108,0.211899190292694
0.659,FY2031_32,0.227594109367774,0.230222836088335,0.23485866528265,0.213207331076303
0.659,FY2032_33,0.230891137288114,0.233841493366924,0.237896494968804,0.214497887301794
0.659,FY2033_34,0.234070527760958,0.237314293058468,0.240825935360467,0.21577265540574
0.659,FY2034_35,0.237136478072284,0.240647114259566,0.243650853770942,0.217030595111247
0.66,FY2025_26,0.214312745336808,0.214312745336808,0.214312745336808,0.214312745336808
0.66,FY2026_27,0.215118650089224,0.215621919522577,0.218083650276575,0.212496616341454
0.66,FY2027_28,0.213334418050289,0.214355624062247,0.221720009909908,0.208070272076532
0.66,FY2028_29,0.217140229556691,0.218613842670102,0.225226624792583,0.209429759106957
0.66,FY2029_30,0.220810250295749,0.222700424827354,0.228608124197283,0.210772025396193
0.66,FY2030_31,0.224349325261088,0.226622288701875,0.23186897222496,0.212095744823092
0.66,FY2031_32,0.227762126577713,0.230386073610245,0.235013473698129,0.2134015070769
0.66,FY2032_33,0.231053159669926,0.233998151257432,0.238045779843904,0.21468971674575
0.66,FY2033_34,0.234226769209186,0.237464636523448,0.240969893774257,0.215962166999841
0.66,FY2034_35,0.237287144849745,0.240791397815209,0.24378967577074,0.217217819453766
0.661,FY2025_26,0.214533071621478,0.214533071621478,0.214533071621478,0.214533071621478
0.661,FY2026_27,0.215337296303762,0.215839516571018,0.218296115353402,0.212720728711356
0.661,FY2027_28,0.213556783854454,0.214575860957612,0.221924894265576,0.208303612049039
0.661,FY2028_29,0.217354661383273,0.218825202454522,0.225424198906052,0.209660264956018
0.661,FY2029_30,0.221017031227843,0.222903265311441,0.228798648896868,0.210999733021897
0.661,FY2030_31,0.22454872828143,0.226816953273936,0.23205269903266,0.212320692890094
0.661,FY2031_32,0.227954414929055,0.230572891817597,0.235190645161678,0.21362373302053
0.661,FY2032_33,0.23123858720256,0.234177439364296,0.23821662985697,0.214909257157892
0.661,FY2033_34,0.234405580716066,0.23763669804635,0.241134647885217,0.216179054734158
0.661,FY2034_35,0.237459576389649,0.240956524036804,0.24394855148044,0.217432089528641
0.662,FY2025_26,0.214743695294974,0.214743695294974,0.214743695294974,0.214743695294974
0.662,FY2026_27,0.215546313893156,0.216047531196932,0.218499224006725,0.212934971740485
0.662,FY2027_28,0.213769357232175,0.214786399178281,0.222120756033486,0.208526676320543
0.662,FY2028_29,0.217559650175675,0.219027254489713,0.225613072356303,0.209880619911688
0.662,FY2029_30,0.22121470605176,0.223097173214696,0.228980783371555,0.211217412980875
0.662,FY2030_31,0.224739350098129,0.227003045311608,0.232228334977392,0.212535734814341
0.662,FY2031_32,0.228138235388745,0.230751483024576,0.235360014443001,0.213836172696819
0.662,FY2032_33,0.231415848976611,0.234348832077328,0.238379956068468,0.215119129566695
0.662,FY2033_34,0.234576517817368,0.237801182415862,0.241292146642688,0.216386391282343
0.662,FY2034_35,0.237624414481551,0.241114378518102,0.244100430706546,0.217636923692472
0.663,FY2025_26,0.214937320052218,0.214937320052218,0.214937320052218,0.214937320052218
0.663,FY2026_27,0.215738462189378,0.216238757476378,0.218685940262506,0.213131923744113
0.663,FY2027_28,0.213964774337834,0.214979945379385,0.222300810282069,0.208731737625869
0.663,FY2028_29,0.217748094829155,0.2192129994044,0.225786702297077,0.210083190563368
0.663,FY2029_30,0.221396427029079,0.223275431290211,0.229148218222832,0.211417524528235
0.663,FY2030_31,0.224914587299016,0.22717411832074,0.232389795779009,0.212733421236236
0.663,FY2031_32,0.228307220153342,0.230915660576526,0.235515714348128,0.214031466891759
0.663,FY2032_33,0.23157880439088,0.23450639210799,0.238530100625003,0.215312063691963
0.663,FY2033_34,0.234733659007598,0.23795239165834,0.241436934064613,0.216576994210039
0.663,FY2034_35,0.237775948898359,0.241259492954261,0.244240052135596,0.217825226197072
0.664,FY2025_26,0.215126878944496,0.215126878944496,0.215126878944496,0.215126878944496
0.664,FY2026_27,0.215926575624372,0.216425968255733,0.218868735722754,0.213324740014981
0.664,FY2027_28,0.21415608794157,0.215169427365098,0.2224770836285,0.208932492913777
0.664,FY2028_29,0.217932582393028,0.21939484392044,0.225956686237705,0.210281507498077
0.664,FY2029_30,0.221574332105138,0.223449946180844,0.229312137162686,0.211613433996578
0.664,FY2030_31,0.22508614474941,0.227341599021923,0.23254786611638,0.212926956503554
0.664,FY2031_32,0.228472656460376,0.231076390616049,0.23566814476025,0.214222660165739
0.664,FY2032_33,0.231738337956004,0.23466064358546,0.238677092343539,0.215500946454627
0.664,FY2033_34,0.234887500439734,0.238100425705816,0.241578681141311,0.216763594727209
0.664,FY2034_35,0.237924301291932,0.241401560178326,0.244376741698467,0.218009574597003
0.665,FY2025_26,0.215347836435803,0.215347836435803,0.215347836435803,0.215347836435803
0.665,FY2026_27,0.21614584823236,0.216644188691898,0.219081809484863,0.213549494438169
0.665,FY2027_28,0.214379090795334,0.21539029521101,0.222682554951652,0.209166501375473
0.665,FY2028_29,0.218147628539377,0.219606809223618,0.226154826375749,0.210512673716924
0.665,FY2029_30,0.221781705438165,0.223653367776985,0.229503207691175,0.211841793975516
0.665,FY2030_31,0.22528611903391,0.227536821283095,0.232732119277893,0.213152549018008
0.665,FY2031_32,0.228665495693259,0.23126374403368,0.23584582379739,0.214445522758285
0.665,FY2032_33,0.231924296714811,0.234840445329827,0.238848431820048,0.215721115821981
0.665,FY2033_34,0.235066824218719,0.238272980162982,0.241743907251734,0.216981103817155
0.665,FY2034_35,0.238097226826151,0.241567159465434,0.244536072566764,0.218224458528247
0.666,FY2025_26,0.215553890571385,0.215553890571385,0.215553890571385,0.215553890571385
0.666,FY2026_27,0.216350331128272,0.216847690383894,0.219280511640679,0.213759089406479
0.666,FY2027_28,0.214587052335777,0.215596265747688,0.222874167445207,0.209384726206903
0.666,FY2028_29,0.218348170044144,0.219804477684921,0.226339602165098,0.210728248011866
0.666,FY2029_30,0.221975091652983,0.223843068795509,0.22968139070887,0.212054751308546
0.666,FY2030_31,0.225472605258422,0.227718876003368,0.232903944753009,0.213362925549189
0.666,FY2031_32,0.228845328118054,0.231438460655823,0.236011518566064,0.214653353497986
0.666,FY2032_33,0.232097712746435,0.235008119631308,0.239008214624941,0.215926434991762
0.666,FY2033_34,0.235234052793091,0.238433895999336,0.241897989030802,0.217183942142505
0.666,FY2034_35,0.238258488710792,0.241721589250803,0.244684656731728,0.218424848759152
0.667,FY2025_26,0.215743222483284,0.215743222483284,0.215743222483284,0.215743222483284
0.667,FY2026_27,0.216538219313697,0.217034676994533,0.219463088219175,0.213951674796539
0.667,FY2027_28,0.214778136858019,0.215785520845111,0.223050229719551,0.209585241107718
0.667,FY2028_29,0.218532436700115,0.21998610445788,0.226509382564659,0.210926327479198
0.667,FY2029_30,0.2221527837031,0.224017374719655,0.22984511336997,0.212250426192245
0.667,FY2030_31,0.225643957283607,0.227886156160897,0.233061825814822,0.213556229074764
0.667,FY2031_32,0.229010566329418,0.231598998235026,0.236163766455951,0.214844317834557
0.667,FY2032_33,0.232257055283914,0.235162186405975,0.239155030333608,0.216115091583654
0.667,FY2033_34,0.235387710013417,0.238581752788844,0.242039566377635,0.217370319221695
0.667,FY2034_35,0.238406663465205,0.241863486361654,0.244821182620671,0.218608976417819
0.668,FY2025_26,0.215957630947577,0.215957630947577,0.215957630947577,0.215957630947577
0.668,FY2026_27,0.216750992833446,0.217246429528103,0.219669846622543,0.214169767654282
0.668,FY2027_28,0.214994530061642,0.215999842321037,0.223249611014988,0.209812313720676
0.668,FY2028_29,0.21874110902762,0.220191787256273,0.226701649966237,0.211150642091417
0.668,FY2029_30,0.222354010634157,0.22421476704057,0.230030520700325,0.212472017739563
0.668,FY2030_31,0.225838004468811,0.228075592169453,0.233240617840236,0.213775135183328
0.668,FY2031_32,0.229197689940994,0.231780798627114,0.236336179209485,0.215060574934208
0.668,FY2032_33,0.2324375023539,0.235336658951165,0.239321291426698,0.216328735283443
0.668,FY2033_34,0.235561718759787,0.238749192851406,0.242199895300576,0.217581381492855
0.668,FY2034_35,0.238574463606352,0.242024177400581,0.244975791032378,0.218817491338164
0.669,FY2025_26,0.216159319649209,0.216159319649209,0.216159319649209,0.216159319649209
0.669,FY2026_27,0.216951143583471,0.217445619861861,0.219864339102419,0.214374922173058
0.669,FY2027_28,0.215198085758125,0.216201449194879,0.223437164033191,0.210025915271505
