year,scenario,primary_expense_value,primary_expense_ratio,raw_primary_expense_value,raw_primary_expense_ratio,nominal_gdp,revenue_ratio,official_nci,official_net_debt,official_interest,nominal_gdp_growth,net_capital_investment_ratio,effective_interest_rate,net_debt_ratio,interest_ratio,spending_approach,spending_model,revenue_scenario,total_expense_ratio,fiscal_deficit_ratio
2042,restraint,2083714.25101917,0.332907810371342,2330731.41226615,0.372372886849393,6259132.96745695,0.35061,,,,0.0487901641694322,0.012,0.038,0.231898858687638,0.0087349131368201,Bottom-up primary spending with endogenous interest,restraint,restraint,0.341642723508162,0.00303272350816208
2043,restraint,2191186.17811333,0.333407836198026,2450943.76685969,0.372932189018885,6572089.6158298,0.35061,,,,0.0487901641694322,0.012,0.038,0.223310872781845,0.00840221135855985,Bottom-up primary spending with endogenous interest,restraint,restraint,0.341810047556586,0.00320004755658582
2044,restraint,2304204.07734339,0.333909030755554,2577359.54952038,0.373492798468245,6900694.09662129,0.35061,,,,0.0487901641694322,0.012,0.038,0.215312436360022,0.0080910495307994,Bottom-up primary spending with endogenous interest,restraint,restraint,0.342000080286353,0.0033900802863534
2045,restraint,2423054.35517241,0.334411405887387,2710299.11921291,0.374054728444936,7245728.80145235,0.35061,,,,0.0487901641694304,0.012,0.038,0.207898664592797,0.0078012483919129,Bottom-up primary spending with endogenous interest,restraint,restraint,0.3422126542793,0.00360265427929984
2046,restraint,2548038.22173879,0.33491497333384,2850099.39350208,0.374617992081046,7608015.24152497,0.35061,,,,0.0487901641694322,0.012,0.038,0.20106473464722,0.00753263095366903,Bottom-up primary spending with endogenous interest,restraint,restraint,0.342447604287509,0.00383760428750901
2047,restraint,2679472.45674544,0.335419744732563,2997114.70523561,0.375182602393828,7988416.00360122,0.35061,,,,0.0487901641694322,0.012,0.038,0.194805884946268,0.0072850224741048,Bottom-up primary spending with endogenous interest,restraint,restraint,0.342704767206668,0.00409476720666774
2048,restraint,2817690.21501243,0.335925731619171,3151717.70359218,0.375748572286406,8387836.80378128,0.35061,,,,0.0487901641694322,0.012,0.038,0.189117414436592,0.00705825043069557,Bottom-up primary spending with endogenous interest,restraint,restraint,0.342983982049867,0.00437398204986655
2049,restraint,2963041.8737489,0.336432945428012,3314300.30179459,0.37631591454863,8807228.64397034,0.35061,,,,0.0487901641694322,0.012,0.038,0.183994681864577,0.00685214449382414,Bottom-up primary spending with endogenous interest,restraint,restraint,0.343285089921836,0.00467508992183613
2050,restraint,3115895.9237073,0.336941397493062,3485274.67390722,0.376884641858078,9247590.07616886,0.35061,,,,0.0487901641694322,0.012,0.038,0.179433105060732,0.00666653650055054,Bottom-up primary spending with endogenous interest,restraint,restraint,0.343607933993613,0.00499793399361254
2051,restraint,3276639.90649486,0.337451099048913,3665074.30326257,0.377454766781169,9709969.5799773,0.35061,,,,0.0487901641694322,0.012,0.038,0.175428160232441,0.00650126042868409,Bottom-up primary spending with endogenous interest,restraint,restraint,0.343952359477597,0.00534235947759709
2052,restraint,3445681.40043534,0.337962061231876,3854155.08519358,0.37802630177438,10195468.0589762,0.35061,,,,0.0487901641694357,0.012,0.038,0.171975381265087,0.00635615237115803,Bottom-up primary spending with endogenous interest,restraint,restraint,0.344318213603034,0.00570821360303403
2053,restraint,3623449.0574985,0.338474295081145,4052996.48688741,0.378599259185567,10705241.461925,0.35061,,,,0.0487901641694286,0.012,0.038,0.169070359031534,0.00623105051070788,Bottom-up primary spending with endogenous interest,restraint,restraint,0.344705345591853,0.00609534559185287
2054,restraint,3810393.69394497,0.338987811540044,4262102.76732263,0.379173651255347,11240503.5350212,0.35061,,,,0.0487901641694286,0.012,0.038,0.166708740709953,0.00612579509485217,Bottom-up primary spending with endogenous interest,restraint,restraint,0.345113606634896,0.00650360663489613
2055,restraint,4006989.43747216,0.339502621457336,4482004.26040525,0.379749490118565,11802528.7117723,0.35061,,,,0.0487901641694357,0.012,0.038,0.164886229109987,0.00604022841117605,Bottom-up primary spending with endogenous interest,restraint,restraint,0.345542849868512,0.00693284986851206
2056,restraint,4213734.93379092,0.340018735588576,4713258.72458093,0.380326787805812,12392655.1473609,0.35061,,,,0.0487901641694322,0.012,0.038,0.163598582007194,0.00597419476291664,Bottom-up primary spending with endogenous interest,restraint,restraint,0.345992930351493,0.00738293035149262
2057,restraint,4431154.61571508,0.340536164597519,4956452.76237076,0.380905556244992,13012287.9047289,0.35061,,,,0.0487901641694286,0.012,0.038,0.162841611485743,0.00592754044484828,Bottom-up primary spending with endogenous interest,restraint,restraint,0.346463705042367,0.00785370504236727
2058,restraint,4659800.038006,0.341054919057557,5212203.31345695,0.381485807262938,13662902.2999654,0.35061,,,,0.0487901641694357,0.012,0.038,0.162611183289316,0.0059001137194671,Bottom-up primary spending with endogenous interest,restraint,restraint,0.346955032777024,0.00834503277702409
2059,restraint,4900251.28138216,0.341575009453192,5481159.22513301,0.382067552587055,14346047.4149637,0.35061,,,,0.0487901641694322,0.012,0.038,0.162903216180159,0.0058917647934728,Bottom-up primary spending with endogenous interest,restraint,restraint,0.347466774246665,0.00885677424666481
2060,restraint,5153118.42928141,0.342096446181535,5764002.90413107,0.382650803846993,15063349.7857118,0.35061,,,,0.0487901641694286,0.012,0.038,0.163713681306224,0.00590234579454545,Bottom-up primary spending with endogenous interest,restraint,restraint,0.347998791976081,0.00938879197608045
2061,restraint,5419043.1211495,0.342619239553821,6061452.05404738,0.38323557257635,15816517.2749974,0.35061,,,,0.0487901641694322,0.012,0.038,0.165038601576335,0.00593171074841572,Bottom-up primary spending with endogenous interest,restraint,restraint,0.348550950302237,0.00994095030223668
2062,restraint,5698700.18622416,0.343143399796941,6374261.50280594,0.38382187021438,16607343.1387473,0.35061,,,,0.0487901641694322,0.012,0.038,0.166874051043323,0.00597971555622594,Bottom-up primary spending with endogenous interest,restraint,restraint,0.349123115353167,0.0105131153531669
2063,restraint,5992799.36199075,0.343668937054986,6703225.12483113,0.38440970810772,17437710.2956847,0.35061,,,,0.0487901641694357,0.012,0.038,0.169216154295046,0.00604621797217945,Bottom-up primary spending with endogenous interest,restraint,restraint,0.349715155027166,0.0111051550271655
2064,restraint,6302087.10170171,0.344195861390799,7049177.86284238,0.384999097512128,18309595.8104689,0.35061,,,,0.0487901641694286,0.012,0.038,0.172061085853223,0.00613107758147602,Bottom-up primary spending with endogenous interest,restraint,restraint,0.350326938972275,0.011716938972275
2065,restraint,6627348.47558047,0.344724182787525,7412997.85443925,0.385590049594219,19225075.6009924,0.35061,,,,0.0487901641694357,0.012,0.038,0.175405069580006,0.00623415577853015,Bottom-up primary spending with endogenous interest,restraint,restraint,0.350958338566055,0.0123483385660551
2066,restraint,6969409.17057031,0.345253911150169,7795608.66891367,0.3861825754332,20186329.381042,0.35061,,,,0.0487901641694322,0.012,0.038,0.179244378092223,0.00635531574547017,Bottom-up primary spending with endogenous interest,restraint,restraint,0.351609226895639,0.0129992268956392
2025,central,967646.896960997,0.34717,983082,0.352707768724191,2787242.26448425,0.3406,0.02067,0.31732,0.01512,,0.02067,0.0526912895499811,0.31732,0.01512,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.36229,0.04236
2026,central,994310.99154813,0.34533,1036689.51787883,0.360048309082548,2879306.72559039,0.34602,0.01185,0.34811,0.01672,0.0324968735490927,0.01185,0.0526912895499811,0.334686403379581,0.0161937536358119,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.361523753635812,0.0273537536358119
2027,central,1005798.81386027,0.33617,1087409.65491537,0.363446942525115,2991935.07410021,0.34536,0.0193,0.36859,0.01808,0.0383708151550053,0.0193,0.0519011723181646,0.349157491450708,0.0167287219949044,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.352898721994904,0.0268387219949044
2028,central,1031388.90235003,0.32761,1151948.09962848,0.365904380064009,3148221.67317858,0.33991,0.01758,0.37294,0.02047,0.0509173851789608,0.01758,0.0511110550863482,0.354501836469628,0.0169811709569438,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.344591170956944,0.0222611709569438
2029,central,1077262.44912972,0.32454,1222512.44427905,0.368298541350669,3319351.84917026,0.33861,0.01522,0.37877,0.02075,0.0529317924928261,0.01522,0.0503209378545317,0.354772812044087,0.0169420897056132,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.341482089705613,0.0180920897056132
2030,central,1131499.13368244,0.326512969994798,1284061.99690266,0.370537531833237,3465403.33053375,0.33861,,,,0.043059489460445,0.015,0.0495308206227152,0.359876857219453,0.016846774985252,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.34335974498005,0.01974974498005
2031,central,1188123.48602305,0.328403134517315,1348321.1525444,0.372682551974224,3617881.07707724,0.33861,,,,0.0430594894604486,0.015,0.0487407033908988,0.366630126738789,0.0168165395475723,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.345219674064887,0.0216096740648873
2032,central,1247559.2744071,0.330298349348979,1415770.81719552,0.374833303370194,3777067.84446863,0.33861,,,,0.043059489460445,0.015,0.0479505861590823,0.375037671800604,0.0168543881325479,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.347152737481527,0.0235427374815269
2033,central,1310080.52733002,0.332232953486982,1486721.96730006,0.377028755031367,3943258.82962526,0.33861,,,,0.0430594894604504,0.015,0.0471604689272659,0.385135154599555,0.0169568012622708,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.349189754749253,0.0255797547492528
2034,central,1376063.00086688,0.334258557564288,1561601.02306617,0.379327476381666,4116762.21812877,0.33861,,,,0.0430594894604468,0.015,0.0463703516954494,0.397006201822026,0.0171216049990597,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.351380162563348,0.0277701625633477
2035,central,1445404.04827776,0.336304737296847,1640291.49763681,0.381649547654368,4297899.75572643,0.33861,,,,0.043059489460445,0.015,0.0455802344636329,0.410660377587714,0.0173486133297391,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.353653350626586,0.0300433506265861
2036,central,1516174.24710153,0.337903223804246,1720603.81968614,0.383463562102644,4487007.3449784,0.33861,,,,0.0430594894604486,0.015,0.0447901172318165,0.425634962581072,0.0176342065246252,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.355537430328871,0.0319274303288712
2037,central,1589632.02235752,0.339343335028183,1803966.09083191,0.385097847131173,4684435.66815745,0.33861,,,,0.0430594894604468,0.015,0.044,0.441752086043525,0.017954813261183,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.357298148289366,0.033688148289366
2038,central,1666661.03627862,0.340792088997359,1891381.11969991,0.386741940227936,4890550.83755637,0.33861,,,,0.043059489460445,0.015,0.044,0.459332496035029,0.0186346914843462,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.359426780481705,0.0358167804817052
2039,central,1747435.56478734,0.34224955649303,1983046.68027195,0.388395921717804,5105735.07440885,0.33861,,,,0.0430594894604468,0.015,0.044,0.478386225504812,0.0193762963951326,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.361625852888163,0.0380158528881626
2040,central,1832138.42254953,0.343715808811881,2079170.23657333,0.390059872510572,5330387.41768284,0.33861,,,,0.0430594894604468,0.015,0.044,0.498923387745342,0.0201800512194179,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.363895860031299,0.0402858600312989
2041,central,1920961.38305331,0.345190917767018,2179969.41939205,0.391733874102087,5564924.46406089,0.33861,,,,0.0430594894604486,0.015,0.044,0.520954176981193,0.0210463825722449,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.366237300339263,0.0426273003392629
2042,central,2014105.6194406,0.346674955689355,2285672.52654884,0.393418008575821,5809781.14047957,0.33861,,,,0.0430594894604468,0.015,0.044,0.544488868959826,0.0219757204826635,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.368650676172019,0.0450406761720185
2043,central,2111782.16712077,0.34816799542934,2396519.04788604,0.395112358604832,6065411.51066067,0.33861,,,,0.0430594894604468,0.015,0.044,0.56953782154463,0.0229684984186521,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.371136493847992,0.0475264938479921
2044,central,2214212.40924712,0.349670110359034,2512760.2162022,0.396817007454118,6332289.61712974,0.33861,,,,0.0430594894604468,0.015,0.044,0.596111475310584,0.0240251533121343,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.373695263671168,0.0500852636711683
2045,central,2321628.58619081,0.351181374374476,2634659.58541964,0.398532038983308,6610910.36028345,0.33861,,,,0.0430594894604486,0.015,0.044,0.624220354142804,0.0251461255841058,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.376327499958582,0.0527174999585818
2046,central,2434274.33020325,0.352701861898339,2762493.63733664,0.400257537649667,6901790.41613592,0.33861,,,,0.0430594894604468,0.015,0.044,0.653875065838309,0.0263318591698838,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.379033721068223,0.0554237210682228
2047,central,2552405.22651757,0.354231647882834,2896552.41838369,0.401993588511405,7205469.1944459,0.33861,,,,0.0430594894604468,0.015,0.044,0.68508630271121,0.027582801544491,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.381814449427325,0.058204449427325
2048,central,2676289.40220183,0.35577080781287,3037140.20787326,0.403740277231247,7522509.83900152,0.33861,,,,0.0430594894604468,0.015,0.044,0.717864842201625,0.0288994037481851,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.384670211561055,0.0610602115610551
2049,central,2806208.14414234,0.357319417709417,3184576.2193073,0.405497690080263,7853500.27191759,0.33861,,,,0.0430594894604468,0.015,0.044,0.752221547488489,0.0302821204121448,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.387601538121562,0.0639915381215618
2050,central,2942456.54760399,0.358877554133089,3339195.33638464,0.407265913941925,8199054.28388196,0.33861,,,,0.0430594894604468,0.015,0.044,0.78816736810651,0.0317314097843204,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.390608963917409,0.0669989639174094
2051,central,3085344.19688681,0.360445294187911,3501348.88543219,0.409045036316387,8559812.67237277,0.33861,,,,0.0430594894604468,0.015,0.044,0.82571334056745,0.0332477337554595,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.393693027943371,0.0700830279433705
2052,central,3235195.87967372,0.362022715525265,3671405.4460699,0.410835145324962,8936444.42995717,0.33861,,,,0.0430594894604468,0.015,0.044,0.864870588985901,0.0348315578853142,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.396854273410579,0.0732442734105792
2053,central,3392352.33674386,0.363609896348003,3849751.7020099,0.412636329714788,9329647.98487529,0.33861,,,,0.0430594894604468,0.015,0.044,0.90565032570975,0.0364833514290391,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.400093247777042,0.0764832477770421
2054,central,3557171.04880967,0.36520691541471,4036793.33398481,0.414448678863668,9740152.4962098,0.33861,,,,0.0430594894604468,0.015,0.044,0.948063851955468,0.0382035873637868,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.403410502778497,0.0798005027784968
2055,central,3730027.06232364,0.366813852044117,4232955.95689997,0.416272282785076,10168719.206043,0.33861,,,,0.0430594894604432,0.015,0.044,0.992122558448393,0.0399927424155059,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.406806594459623,0.0831965944596229
2056,central,3911313.85619251,0.368430786119645,4438686.10340901,0.418107232133313,10616142.8511089,0.33861,,,,0.0430594894604504,0.015,0.044,1.03783792606811,0.0418512970859506,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.410282083205596,0.0866720832055957
2057,central,4101444.25143374,0.37005779809407,4654452.25622152,0.419953618208807,11083253.1365577,0.33861,,,,0.0430594894604468,0.015,0.044,1.08522152649913,0.0437797356799068,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.413837533773977,0.0902275337739767
2058,central,4300851.36591079,0.371694968994321,4880745.93156768,0.42181153296355,11570916.2745663,0.33861,,,,0.0430594894604539,0.015,0.044,1.13428502288688,0.0457785463326367,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.417473515326958,0.0938635153269576
2059,central,4509989.6163899,0.373342380426373,5118082.81636489,0.423681069006654,12080036.5906472,0.33861,,,,0.0430594894604432,0.015,0.044,1.18504017049927,0.0478482210375552,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.421190601463928,0.0975806014639282
2060,central,4729335.77027394,0.375000114580256,5367003.96175952,0.425562319610039,12611558.2006357,0.33861,,,,0.0430594894604504,0.015,0.044,1.23749881739375,0.049989255674132,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.424989370254388,0.101379370254388
2061,central,4959390.04948578,0.376668254235161,5628077.03584961,0.427455378714219,13166466.7614636,0.33861,,,,0.0430594894604397,0.015,0.044,1.2916729050902,0.0522021500360361,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.428870404271197,0.105260404271197
2062,central,5200677.28909779,0.378346882764635,5901897.63853536,0.429360340934207,13745791.298968,0.33861,,,,0.0430594894604468,0.015,0.044,1.34757446924949,0.0544874078595149,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.43283429062415,0.10922429062415
2063,central,5453748.1534336,0.38003608414187,6189090.68159086,0.43127730156551,14350606.1161226,0.33861,,,,0.0430594894604504,0.015,0.044,1.40521564035808,0.0568455368520241,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.436881620993894,0.113271620993894
2064,central,5719180.41250457,0.381735942945075,6490311.83720574,0.43320635659023,14982032.785232,0.33861,,,,0.0430594894604468,0.015,0.044,1.46460864441851,0.0592770487211027,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.441012991666178,0.117402991666178
2065,central,5997580.28178667,0.383446544362933,6806249.05840748,0.435147602683252,15641242.2277822,0.33861,,,,0.0430594894604468,0.015,0.044,1.525765803646,0.0617824592035009,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.445229003566434,0.121619003566434
2066,central,6289583.82849359,0.385167974200121,7137624.1749459,0.437101137218514,16329456.8858046,0.33861,,,,0.0430594894604432,0.015,0.044,1.58869953717119,0.064362288094566,Bottom-up primary spending with endogenous interest,central,indexed_thresholds,0.449530262294687,0.125920262294687
