year,model,value,interest_treatment,interest_treatment_label,demographic_specification,demographic_label,model_label,path_type
2037,structural_ols,0.348594091874203,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2038,structural_ols,0.349123709588971,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2039,structural_ols,0.34965332730374,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2040,structural_ols,0.350182945018509,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2041,structural_ols,0.350712562733276,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2042,structural_ols,0.351242180448046,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2043,structural_ols,0.351771798162815,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2044,structural_ols,0.352301415877582,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2045,structural_ols,0.352831033592351,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2046,structural_ols,0.35336065130712,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2047,structural_ols,0.353890269021888,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2048,structural_ols,0.354419886736657,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2049,structural_ols,0.354949504451425,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2050,structural_ols,0.355479122166195,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2051,structural_ols,0.356008739880963,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2052,structural_ols,0.356538357595731,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2053,structural_ols,0.3570679753105,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2054,structural_ols,0.357597593025268,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2055,structural_ols,0.358127210740037,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2056,structural_ols,0.358656828454806,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2057,structural_ols,0.359186446169574,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2058,structural_ols,0.359716063884343,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2059,structural_ols,0.360245681599111,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2060,structural_ols,0.36077529931388,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2061,structural_ols,0.361304917028648,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2062,structural_ols,0.361834534743417,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2063,structural_ols,0.362364152458186,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2064,structural_ols,0.362893770172954,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2065,structural_ols,0.363423387887723,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2066,structural_ols,0.363953005602491,,,expenditure_profile,Age-expenditure profile index,Structural OLS (levels),Common PBO anchor
2026,arimax_level,0.371,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2027,arimax_level,0.371,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2028,arimax_level,0.364,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2029,arimax_level,0.357,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2030,arimax_level,0.349,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2031,arimax_level,0.345693350904172,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2032,arimax_level,0.343008313441411,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2033,arimax_level,0.34285825020595,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2034,arimax_level,0.342994884694735,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2035,arimax_level,0.343251834730544,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2036,arimax_level,0.343708779215735,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2037,arimax_level,0.344042364691482,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2038,arimax_level,0.344383974700367,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2039,arimax_level,0.344727319870629,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2040,arimax_level,0.345070069787629,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2041,arimax_level,0.345411656463129,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2042,arimax_level,0.34575218445651,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2043,arimax_level,0.346091938290767,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2044,arimax_level,0.346431189417578,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2045,arimax_level,0.346770140521325,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2046,arimax_level,0.347108924961132,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2047,arimax_level,0.347447623146024,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2048,arimax_level,0.347786280161322,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2049,arimax_level,0.348124919569544,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2050,arimax_level,0.348463552752032,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2051,arimax_level,0.348802184662383,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2052,arimax_level,0.349140817113513,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2053,arimax_level,0.349479450528735,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2054,arimax_level,0.349818084806936,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2055,arimax_level,0.350156719711351,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2056,arimax_level,0.350495355020388,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2057,arimax_level,0.350833990569962,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2058,arimax_level,0.351172626252674,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2059,arimax_level,0.351511262004024,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2060,arimax_level,0.351849897787979,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2061,arimax_level,0.35218853358578,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2062,arimax_level,0.352527169388405,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2063,arimax_level,0.352865805191954,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2064,arimax_level,0.353204440995019,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2065,arimax_level,0.353543076797287,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2066,arimax_level,0.353881712598851,,,expenditure_profile,Age-expenditure profile index,ARIMAX (levels),Common PBO anchor
2026,arimax_diff,0.371,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2027,arimax_diff,0.371,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2028,arimax_diff,0.364,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2029,arimax_diff,0.357,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2030,arimax_diff,0.349,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2031,arimax_diff,0.347489787802066,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2032,arimax_diff,0.345984377266173,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2033,arimax_diff,0.34741898020061,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2034,arimax_diff,0.346866365558721,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2035,arimax_diff,0.346293400724836,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2036,arimax_diff,0.345468276632249,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2037,arimax_diff,0.344891417540028,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2038,arimax_diff,0.344314558447808,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2039,arimax_diff,0.343737699355587,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2040,arimax_diff,0.343160840263366,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2041,arimax_diff,0.342583981171147,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2042,arimax_diff,0.342007122078926,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2043,arimax_diff,0.341430262986705,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2044,arimax_diff,0.340853403894486,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2045,arimax_diff,0.340276544802265,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2046,arimax_diff,0.339699685710044,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2047,arimax_diff,0.339122826617824,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2048,arimax_diff,0.338545967525604,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2049,arimax_diff,0.337969108433384,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2050,arimax_diff,0.337392249341162,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2051,arimax_diff,0.336815390248942,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2052,arimax_diff,0.336238531156723,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2053,arimax_diff,0.335661672064501,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2054,arimax_diff,0.335084812972281,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2055,arimax_diff,0.334507953880061,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2056,arimax_diff,0.33393109478784,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2057,arimax_diff,0.333354235695621,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2058,arimax_diff,0.3327773766034,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2059,arimax_diff,0.332200517511179,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2060,arimax_diff,0.331623658418959,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2061,arimax_diff,0.331046799326739,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2062,arimax_diff,0.330469940234518,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2063,arimax_diff,0.329893081142297,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2064,arimax_diff,0.329316222050077,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2065,arimax_diff,0.328739362957856,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2066,arimax_diff,0.328162503865637,,,expenditure_profile,Age-expenditure profile index,Differenced ARIMAX,Common PBO anchor
2026,hybrid,0.371,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2027,hybrid,0.371,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2028,hybrid,0.364,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2029,hybrid,0.357,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2030,hybrid,0.349,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2031,hybrid,0.348589526542391,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2032,hybrid,0.348176180704192,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2033,hybrid,0.347425111692147,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2034,hybrid,0.347755688804321,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2035,hybrid,0.348098439513053,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2036,hybrid,0.348592033274485,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2037,hybrid,0.34893711354993,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2038,hybrid,0.349282193825373,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2039,hybrid,0.349627274100818,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2040,hybrid,0.349972354376262,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2041,hybrid,0.350317434651706,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2042,hybrid,0.35066251492715,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2043,hybrid,0.351007595202594,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2044,hybrid,0.351352675478038,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2045,hybrid,0.351697755753482,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2046,hybrid,0.352042836028927,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2047,hybrid,0.35238791630437,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2048,hybrid,0.352732996579815,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2049,hybrid,0.353078076855259,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2050,hybrid,0.353423157130703,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2051,hybrid,0.353768237406147,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2052,hybrid,0.354113317681591,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2053,hybrid,0.354458397957035,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2054,hybrid,0.354803478232479,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2055,hybrid,0.355148558507923,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2056,hybrid,0.355493638783368,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2057,hybrid,0.355838719058811,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2058,hybrid,0.356183799334256,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2059,hybrid,0.3565288796097,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2060,hybrid,0.356873959885144,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2061,hybrid,0.357219040160588,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2062,hybrid,0.357564120436032,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2063,hybrid,0.357909200711476,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2064,hybrid,0.35825428098692,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2065,hybrid,0.358599361262365,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2066,hybrid,0.358944441537808,,,expenditure_profile,Age-expenditure profile index,Hybrid structural/macro,Common PBO anchor
2026,ardl_ecm,0.371,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2027,ardl_ecm,0.371,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2028,ardl_ecm,0.364,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2029,ardl_ecm,0.357,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2030,ardl_ecm,0.349,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2031,ardl_ecm,0.345999931714284,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2032,ardl_ecm,0.343476098489561,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2033,ardl_ecm,0.342357142333444,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2034,ardl_ecm,0.341309843354795,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2035,ardl_ecm,0.340324641594313,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2036,ardl_ecm,0.339391443723882,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2037,ardl_ecm,0.338271048803864,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2038,ardl_ecm,0.337228103168161,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2039,ardl_ecm,0.336250259596766,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2040,ardl_ecm,0.33532712116553,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2041,ardl_ecm,0.334449928214179,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2042,ardl_ecm,0.333611297267412,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2043,ardl_ecm,0.332805002811377,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2044,ardl_ecm,0.332025794548068,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2045,ardl_ecm,0.331269244112552,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2046,ardl_ecm,0.330531616324844,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2047,ardl_ecm,0.329809760921234,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2048,ardl_ecm,0.329101021415402,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2049,ardl_ecm,0.328403158312891,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2050,ardl_ecm,0.32771428437103,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2051,ardl_ecm,0.327032809980668,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2052,ardl_ecm,0.326357397062885,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2053,ardl_ecm,0.325686920135807,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2054,ardl_ecm,0.325020433423997,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2055,ardl_ecm,0.324357143063779,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2056,ardl_ecm,0.323696383608697,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2057,ardl_ecm,0.323037598165414,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2058,ardl_ecm,0.322380321595998,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2059,ardl_ecm,0.32172416631105,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2060,ardl_ecm,0.321068810252646,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2061,ardl_ecm,0.320413986728513,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2062,ardl_ecm,0.319759475811656,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2063,ardl_ecm,0.31910509706393,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2064,ardl_ecm,0.318450703379527,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2065,ardl_ecm,0.317796175775911,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
2066,ardl_ecm,0.31714141898637,,,expenditure_profile,Age-expenditure profile index,ARDL error-correction model,Common PBO anchor
