year,model,value,interest_treatment,interest_treatment_label,model_label,path_type
2026,structural_ols,0.361966324862483,include_interest,Include all interest,Structural OLS (levels),Model only
2027,structural_ols,0.362913972915624,include_interest,Include all interest,Structural OLS (levels),Model only
2028,structural_ols,0.363027192151714,include_interest,Include all interest,Structural OLS (levels),Model only
2029,structural_ols,0.361888559710274,include_interest,Include all interest,Structural OLS (levels),Model only
2030,structural_ols,0.360648010200117,include_interest,Include all interest,Structural OLS (levels),Model only
2031,structural_ols,0.359192688266364,include_interest,Include all interest,Structural OLS (levels),Model only
2032,structural_ols,0.357888309146879,include_interest,Include all interest,Structural OLS (levels),Model only
2033,structural_ols,0.358804704978525,include_interest,Include all interest,Structural OLS (levels),Model only
2034,structural_ols,0.359949706414607,include_interest,Include all interest,Structural OLS (levels),Model only
2035,structural_ols,0.361194876766857,include_interest,Include all interest,Structural OLS (levels),Model only
2036,structural_ols,0.362807784349855,include_interest,Include all interest,Structural OLS (levels),Model only
2037,structural_ols,0.363662556381712,include_interest,Include all interest,Structural OLS (levels),Model only
2038,structural_ols,0.364517328413569,include_interest,Include all interest,Structural OLS (levels),Model only
2039,structural_ols,0.365372100445427,include_interest,Include all interest,Structural OLS (levels),Model only
2040,structural_ols,0.366226872477285,include_interest,Include all interest,Structural OLS (levels),Model only
2041,structural_ols,0.367081644509141,include_interest,Include all interest,Structural OLS (levels),Model only
2042,structural_ols,0.367936416541,include_interest,Include all interest,Structural OLS (levels),Model only
2043,structural_ols,0.368791188572857,include_interest,Include all interest,Structural OLS (levels),Model only
2044,structural_ols,0.369645960604714,include_interest,Include all interest,Structural OLS (levels),Model only
2045,structural_ols,0.370500732636572,include_interest,Include all interest,Structural OLS (levels),Model only
2046,structural_ols,0.37135550466843,include_interest,Include all interest,Structural OLS (levels),Model only
2047,structural_ols,0.372210276700287,include_interest,Include all interest,Structural OLS (levels),Model only
2048,structural_ols,0.373065048732144,include_interest,Include all interest,Structural OLS (levels),Model only
2049,structural_ols,0.373919820764002,include_interest,Include all interest,Structural OLS (levels),Model only
2050,structural_ols,0.37477459279586,include_interest,Include all interest,Structural OLS (levels),Model only
2051,structural_ols,0.375629364827717,include_interest,Include all interest,Structural OLS (levels),Model only
2052,structural_ols,0.376484136859574,include_interest,Include all interest,Structural OLS (levels),Model only
2053,structural_ols,0.377338908891432,include_interest,Include all interest,Structural OLS (levels),Model only
2054,structural_ols,0.37819368092329,include_interest,Include all interest,Structural OLS (levels),Model only
2055,structural_ols,0.379048452955146,include_interest,Include all interest,Structural OLS (levels),Model only
2056,structural_ols,0.379903224987005,include_interest,Include all interest,Structural OLS (levels),Model only
2057,structural_ols,0.380757997018862,include_interest,Include all interest,Structural OLS (levels),Model only
2058,structural_ols,0.381612769050719,include_interest,Include all interest,Structural OLS (levels),Model only
2059,structural_ols,0.382467541082577,include_interest,Include all interest,Structural OLS (levels),Model only
2060,structural_ols,0.383322313114434,include_interest,Include all interest,Structural OLS (levels),Model only
2061,structural_ols,0.384177085146292,include_interest,Include all interest,Structural OLS (levels),Model only
2062,structural_ols,0.385031857178149,include_interest,Include all interest,Structural OLS (levels),Model only
2063,structural_ols,0.385886629210007,include_interest,Include all interest,Structural OLS (levels),Model only
2064,structural_ols,0.386741401241864,include_interest,Include all interest,Structural OLS (levels),Model only
2065,structural_ols,0.387596173273722,include_interest,Include all interest,Structural OLS (levels),Model only
2066,structural_ols,0.388450945305579,include_interest,Include all interest,Structural OLS (levels),Model only
2026,arimax_level,0.384513149345993,include_interest,Include all interest,ARIMAX (levels),Model only
2027,arimax_level,0.382460671596482,include_interest,Include all interest,ARIMAX (levels),Model only
2028,arimax_level,0.379348638770943,include_interest,Include all interest,ARIMAX (levels),Model only
2029,arimax_level,0.376040781622353,include_interest,Include all interest,ARIMAX (levels),Model only
2030,arimax_level,0.373776918549495,include_interest,Include all interest,ARIMAX (levels),Model only
2031,arimax_level,0.372318681376099,include_interest,Include all interest,ARIMAX (levels),Model only
2032,arimax_level,0.371875556464432,include_interest,Include all interest,ARIMAX (levels),Model only
2033,arimax_level,0.37269222927377,include_interest,Include all interest,ARIMAX (levels),Model only
2034,arimax_level,0.374125259603164,include_interest,Include all interest,ARIMAX (levels),Model only
2035,arimax_level,0.375837465890105,include_interest,Include all interest,ARIMAX (levels),Model only
2036,arimax_level,0.378092035019386,include_interest,Include all interest,ARIMAX (levels),Model only
2037,arimax_level,0.379347549432478,include_interest,Include all interest,ARIMAX (levels),Model only
2038,arimax_level,0.380579918203815,include_interest,Include all interest,ARIMAX (levels),Model only
2039,arimax_level,0.381784286890534,include_interest,Include all interest,ARIMAX (levels),Model only
2040,arimax_level,0.382964311046398,include_interest,Include all interest,ARIMAX (levels),Model only
2041,arimax_level,0.384126512503717,include_interest,Include all interest,ARIMAX (levels),Model only
2042,arimax_level,0.385277298402894,include_interest,Include all interest,ARIMAX (levels),Model only
2043,arimax_level,0.386421719157751,include_interest,Include all interest,ARIMAX (levels),Model only
2044,arimax_level,0.387563218180594,include_interest,Include all interest,ARIMAX (levels),Model only
2045,arimax_level,0.388703853712842,include_interest,Include all interest,ARIMAX (levels),Model only
2046,arimax_level,0.389844675781364,include_interest,Include all interest,ARIMAX (levels),Model only
2047,arimax_level,0.390986092050231,include_interest,Include all interest,ARIMAX (levels),Model only
2048,arimax_level,0.392128154268641,include_interest,Include all interest,ARIMAX (levels),Model only
2049,arimax_level,0.393270752531877,include_interest,Include all interest,ARIMAX (levels),Model only
2050,arimax_level,0.394413730749059,include_interest,Include all interest,ARIMAX (levels),Model only
2051,arimax_level,0.395556945089326,include_interest,Include all interest,ARIMAX (levels),Model only
2052,arimax_level,0.396700286289845,include_interest,Include all interest,ARIMAX (levels),Model only
2053,arimax_level,0.397843682068605,include_interest,Include all interest,ARIMAX (levels),Model only
2054,arimax_level,0.398987090598896,include_interest,Include all interest,ARIMAX (levels),Model only
2055,arimax_level,0.400130491521628,include_interest,Include all interest,ARIMAX (levels),Model only
2056,arimax_level,0.401273877747291,include_interest,Include all interest,ARIMAX (levels),Model only
2057,arimax_level,0.402417249266774,include_interest,Include all interest,ARIMAX (levels),Model only
2058,arimax_level,0.403560609078527,include_interest,Include all interest,ARIMAX (levels),Model only
2059,arimax_level,0.40470396084559,include_interest,Include all interest,ARIMAX (levels),Model only
2060,arimax_level,0.405847307765306,include_interest,Include all interest,ARIMAX (levels),Model only
2061,arimax_level,0.406990652184582,include_interest,Include all interest,ARIMAX (levels),Model only
2062,arimax_level,0.408133995610172,include_interest,Include all interest,ARIMAX (levels),Model only
2063,arimax_level,0.409277338884571,include_interest,Include all interest,ARIMAX (levels),Model only
2064,arimax_level,0.410420682396293,include_interest,Include all interest,ARIMAX (levels),Model only
2065,arimax_level,0.411564026261816,include_interest,Include all interest,ARIMAX (levels),Model only
2066,arimax_level,0.412707370458353,include_interest,Include all interest,ARIMAX (levels),Model only
2026,arimax_diff,0.384493138506395,include_interest,Include all interest,Differenced ARIMAX,Model only
2027,arimax_diff,0.384839681847426,include_interest,Include all interest,Differenced ARIMAX,Model only
2028,arimax_diff,0.384622062147951,include_interest,Include all interest,Differenced ARIMAX,Model only
2029,arimax_diff,0.383519591092793,include_interest,Include all interest,Differenced ARIMAX,Model only
2030,arimax_diff,0.382490888309153,include_interest,Include all interest,Differenced ARIMAX,Model only
2031,arimax_diff,0.381614852485625,include_interest,Include all interest,Differenced ARIMAX,Model only
2032,arimax_diff,0.38053743619496,include_interest,Include all interest,Differenced ARIMAX,Model only
2033,arimax_diff,0.381453235928829,include_interest,Include all interest,Differenced ARIMAX,Model only
2034,arimax_diff,0.380535160081674,include_interest,Include all interest,Differenced ARIMAX,Model only
2035,arimax_diff,0.379498971105815,include_interest,Include all interest,Differenced ARIMAX,Model only
2036,arimax_diff,0.378164262685784,include_interest,Include all interest,Differenced ARIMAX,Model only
2037,arimax_diff,0.377497615117676,include_interest,Include all interest,Differenced ARIMAX,Model only
2038,arimax_diff,0.376830967549569,include_interest,Include all interest,Differenced ARIMAX,Model only
2039,arimax_diff,0.376164319981461,include_interest,Include all interest,Differenced ARIMAX,Model only
2040,arimax_diff,0.375497672413353,include_interest,Include all interest,Differenced ARIMAX,Model only
2041,arimax_diff,0.374831024845246,include_interest,Include all interest,Differenced ARIMAX,Model only
2042,arimax_diff,0.374164377277137,include_interest,Include all interest,Differenced ARIMAX,Model only
2043,arimax_diff,0.373497729709029,include_interest,Include all interest,Differenced ARIMAX,Model only
2044,arimax_diff,0.372831082140922,include_interest,Include all interest,Differenced ARIMAX,Model only
2045,arimax_diff,0.372164434572814,include_interest,Include all interest,Differenced ARIMAX,Model only
2046,arimax_diff,0.371497787004706,include_interest,Include all interest,Differenced ARIMAX,Model only
2047,arimax_diff,0.370831139436598,include_interest,Include all interest,Differenced ARIMAX,Model only
2048,arimax_diff,0.37016449186849,include_interest,Include all interest,Differenced ARIMAX,Model only
2049,arimax_diff,0.369497844300382,include_interest,Include all interest,Differenced ARIMAX,Model only
2050,arimax_diff,0.368831196732274,include_interest,Include all interest,Differenced ARIMAX,Model only
2051,arimax_diff,0.368164549164166,include_interest,Include all interest,Differenced ARIMAX,Model only
2052,arimax_diff,0.367497901596059,include_interest,Include all interest,Differenced ARIMAX,Model only
2053,arimax_diff,0.366831254027951,include_interest,Include all interest,Differenced ARIMAX,Model only
2054,arimax_diff,0.366164606459843,include_interest,Include all interest,Differenced ARIMAX,Model only
2055,arimax_diff,0.365497958891735,include_interest,Include all interest,Differenced ARIMAX,Model only
2056,arimax_diff,0.364831311323627,include_interest,Include all interest,Differenced ARIMAX,Model only
2057,arimax_diff,0.364164663755519,include_interest,Include all interest,Differenced ARIMAX,Model only
2058,arimax_diff,0.363498016187411,include_interest,Include all interest,Differenced ARIMAX,Model only
2059,arimax_diff,0.362831368619303,include_interest,Include all interest,Differenced ARIMAX,Model only
2060,arimax_diff,0.362164721051196,include_interest,Include all interest,Differenced ARIMAX,Model only
2061,arimax_diff,0.361498073483088,include_interest,Include all interest,Differenced ARIMAX,Model only
2062,arimax_diff,0.36083142591498,include_interest,Include all interest,Differenced ARIMAX,Model only
2063,arimax_diff,0.360164778346872,include_interest,Include all interest,Differenced ARIMAX,Model only
2064,arimax_diff,0.359498130778764,include_interest,Include all interest,Differenced ARIMAX,Model only
2065,arimax_diff,0.358831483210656,include_interest,Include all interest,Differenced ARIMAX,Model only
2066,arimax_diff,0.358164835642549,include_interest,Include all interest,Differenced ARIMAX,Model only
2026,hybrid,0.385742889150585,include_interest,Include all interest,Hybrid structural/macro,Model only
2027,hybrid,0.387620964279646,include_interest,Include all interest,Hybrid structural/macro,Model only
2028,hybrid,0.388905020508718,include_interest,Include all interest,Hybrid structural/macro,Model only
2029,hybrid,0.389317601615282,include_interest,Include all interest,Hybrid structural/macro,Model only
2030,hybrid,0.389783922421037,include_interest,Include all interest,Hybrid structural/macro,Model only
2031,hybrid,0.390122796410312,include_interest,Include all interest,Hybrid structural/macro,Model only
2032,hybrid,0.39071428466862,include_interest,Include all interest,Hybrid structural/macro,Model only
2033,hybrid,0.390170275499726,include_interest,Include all interest,Hybrid structural/macro,Model only
2034,hybrid,0.391030248947277,include_interest,Include all interest,Hybrid structural/macro,Model only
2035,hybrid,0.392030954879923,include_interest,Include all interest,Hybrid structural/macro,Model only
2036,hybrid,0.393314204640305,include_interest,Include all interest,Hybrid structural/macro,Model only
2037,hybrid,0.393923757610057,include_interest,Include all interest,Hybrid structural/macro,Model only
2038,hybrid,0.394533310579808,include_interest,Include all interest,Hybrid structural/macro,Model only
2039,hybrid,0.395142863549559,include_interest,Include all interest,Hybrid structural/macro,Model only
2040,hybrid,0.395752416519311,include_interest,Include all interest,Hybrid structural/macro,Model only
2041,hybrid,0.396361969489062,include_interest,Include all interest,Hybrid structural/macro,Model only
2042,hybrid,0.396971522458814,include_interest,Include all interest,Hybrid structural/macro,Model only
2043,hybrid,0.397581075428565,include_interest,Include all interest,Hybrid structural/macro,Model only
2044,hybrid,0.398190628398316,include_interest,Include all interest,Hybrid structural/macro,Model only
2045,hybrid,0.398800181368068,include_interest,Include all interest,Hybrid structural/macro,Model only
2046,hybrid,0.399409734337819,include_interest,Include all interest,Hybrid structural/macro,Model only
2047,hybrid,0.40001928730757,include_interest,Include all interest,Hybrid structural/macro,Model only
2048,hybrid,0.400628840277321,include_interest,Include all interest,Hybrid structural/macro,Model only
2049,hybrid,0.401238393247073,include_interest,Include all interest,Hybrid structural/macro,Model only
2050,hybrid,0.401847946216825,include_interest,Include all interest,Hybrid structural/macro,Model only
2051,hybrid,0.402457499186576,include_interest,Include all interest,Hybrid structural/macro,Model only
2052,hybrid,0.403067052156327,include_interest,Include all interest,Hybrid structural/macro,Model only
2053,hybrid,0.403676605126078,include_interest,Include all interest,Hybrid structural/macro,Model only
2054,hybrid,0.40428615809583,include_interest,Include all interest,Hybrid structural/macro,Model only
2055,hybrid,0.404895711065581,include_interest,Include all interest,Hybrid structural/macro,Model only
2056,hybrid,0.405505264035333,include_interest,Include all interest,Hybrid structural/macro,Model only
2057,hybrid,0.406114817005084,include_interest,Include all interest,Hybrid structural/macro,Model only
2058,hybrid,0.406724369974835,include_interest,Include all interest,Hybrid structural/macro,Model only
2059,hybrid,0.407333922944587,include_interest,Include all interest,Hybrid structural/macro,Model only
2060,hybrid,0.407943475914338,include_interest,Include all interest,Hybrid structural/macro,Model only
2061,hybrid,0.408553028884089,include_interest,Include all interest,Hybrid structural/macro,Model only
2062,hybrid,0.409162581853841,include_interest,Include all interest,Hybrid structural/macro,Model only
2063,hybrid,0.409772134823592,include_interest,Include all interest,Hybrid structural/macro,Model only
2064,hybrid,0.410381687793344,include_interest,Include all interest,Hybrid structural/macro,Model only
2065,hybrid,0.410991240763095,include_interest,Include all interest,Hybrid structural/macro,Model only
2066,hybrid,0.411600793732846,include_interest,Include all interest,Hybrid structural/macro,Model only
2026,ardl_ecm,0.375188772802121,include_interest,Include all interest,ARDL error-correction model,Model only
2027,ardl_ecm,0.372364105095586,include_interest,Include all interest,ARDL error-correction model,Model only
2028,ardl_ecm,0.374188821408535,include_interest,Include all interest,ARDL error-correction model,Model only
2029,ardl_ecm,0.369898511722181,include_interest,Include all interest,ARDL error-correction model,Model only
2030,ardl_ecm,0.362957114462902,include_interest,Include all interest,ARDL error-correction model,Model only
2031,ardl_ecm,0.359447045543512,include_interest,Include all interest,ARDL error-correction model,Model only
2032,ardl_ecm,0.356164986402777,include_interest,Include all interest,ARDL error-correction model,Model only
2033,ardl_ecm,0.353667501980292,include_interest,Include all interest,ARDL error-correction model,Model only
2034,ardl_ecm,0.351183070023328,include_interest,Include all interest,ARDL error-correction model,Model only
2035,ardl_ecm,0.348714057186554,include_interest,Include all interest,ARDL error-correction model,Model only
2036,ardl_ecm,0.346259447141683,include_interest,Include all interest,ARDL error-correction model,Model only
2037,ardl_ecm,0.343459342252422,include_interest,Include all interest,ARDL error-correction model,Model only
2038,ardl_ecm,0.340707140358037,include_interest,Include all interest,ARDL error-correction model,Model only
2039,ardl_ecm,0.337999698345091,include_interest,Include all interest,ARDL error-correction model,Model only
2040,ardl_ecm,0.335334120899201,include_interest,Include all interest,ARDL error-correction model,Model only
2041,ardl_ecm,0.332707741100655,include_interest,Include all interest,ARDL error-correction model,Model only
2042,ardl_ecm,0.330118102625051,include_interest,Include all interest,ARDL error-correction model,Model only
2043,ardl_ecm,0.327562943401523,include_interest,Include all interest,ARDL error-correction model,Model only
2044,ardl_ecm,0.325040180596602,include_interest,Include all interest,ARDL error-correction model,Model only
2045,ardl_ecm,0.322547896805205,include_interest,Include all interest,ARDL error-correction model,Model only
2046,ardl_ecm,0.320084327342213,include_interest,Include all interest,ARDL error-correction model,Model only
2047,ardl_ecm,0.317647848538749,include_interest,Include all interest,ARDL error-correction model,Model only
2048,ardl_ecm,0.315236966956723,include_interest,Include all interest,ARDL error-correction model,Model only
2049,ardl_ecm,0.312850309443441,include_interest,Include all interest,ARDL error-correction model,Model only
2050,ardl_ecm,0.310486613955743,include_interest,Include all interest,ARDL error-correction model,Model only
2051,ardl_ecm,0.308144721089601,include_interest,Include all interest,ARDL error-correction model,Model only
2052,ardl_ecm,0.305823566257173,include_interest,Include all interest,ARDL error-correction model,Model only
2053,ardl_ecm,0.303522172458573,include_interest,Include all interest,ARDL error-correction model,Model only
2054,ardl_ecm,0.301239643600423,include_interest,Include all interest,ARDL error-correction model,Model only
2055,ardl_ecm,0.298975158317497,include_interest,Include all interest,ARDL error-correction model,Model only
2056,ardl_ecm,0.296727964257625,include_interest,Include all interest,ARDL error-correction model,Model only
2057,ardl_ecm,0.294497372793546,include_interest,Include all interest,ARDL error-correction model,Model only
2058,ardl_ecm,0.292282754128431,include_interest,Include all interest,ARDL error-correction model,Model only
2059,ardl_ecm,0.290083532764696,include_interest,Include all interest,ARDL error-correction model,Model only
2060,ardl_ecm,0.287899183308246,include_interest,Include all interest,ARDL error-correction model,Model only
2061,ardl_ecm,0.285729226582608,include_interest,Include all interest,ARDL error-correction model,Model only
2062,ardl_ecm,0.283573226029521,include_interest,Include all interest,ARDL error-correction model,Model only
2063,ardl_ecm,0.281430784374438,include_interest,Include all interest,ARDL error-correction model,Model only
2064,ardl_ecm,0.279301540537133,include_interest,Include all interest,ARDL error-correction model,Model only
2065,ardl_ecm,0.277185166769203,include_interest,Include all interest,ARDL error-correction model,Model only
2066,ardl_ecm,0.275081366001672,include_interest,Include all interest,ARDL error-correction model,Model only
2026,structural_ols,0.387,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2027,structural_ols,0.389,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2028,structural_ols,0.384,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2029,structural_ols,0.378,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2030,structural_ols,0.371,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2031,structural_ols,0.369544678066247,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2032,structural_ols,0.368240298946762,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2033,structural_ols,0.369156694778407,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2034,structural_ols,0.37030169621449,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2035,structural_ols,0.37154686656674,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2036,structural_ols,0.373159774149738,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2037,structural_ols,0.374014546181595,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2038,structural_ols,0.374869318213452,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2039,structural_ols,0.37572409024531,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2040,structural_ols,0.376578862277168,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2041,structural_ols,0.377433634309024,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2042,structural_ols,0.378288406340883,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2043,structural_ols,0.37914317837274,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2044,structural_ols,0.379997950404597,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2045,structural_ols,0.380852722436455,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2046,structural_ols,0.381707494468313,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2047,structural_ols,0.38256226650017,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2048,structural_ols,0.383417038532027,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2049,structural_ols,0.384271810563885,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2050,structural_ols,0.385126582595742,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2051,structural_ols,0.3859813546276,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2052,structural_ols,0.386836126659457,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2053,structural_ols,0.387690898691315,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2054,structural_ols,0.388545670723173,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2055,structural_ols,0.389400442755029,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2056,structural_ols,0.390255214786888,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2057,structural_ols,0.391109986818745,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2058,structural_ols,0.391964758850602,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2059,structural_ols,0.39281953088246,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2060,structural_ols,0.393674302914317,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2061,structural_ols,0.394529074946175,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2062,structural_ols,0.395383846978032,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2063,structural_ols,0.39623861900989,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2064,structural_ols,0.397093391041747,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2065,structural_ols,0.397948163073605,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2066,structural_ols,0.398802935105462,include_interest,Include all interest,Structural OLS (levels),Matching PBO anchor
2026,arimax_level,0.387,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2027,arimax_level,0.389,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2028,arimax_level,0.384,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2029,arimax_level,0.378,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2030,arimax_level,0.371,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2031,arimax_level,0.369541762826605,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2032,arimax_level,0.369098637914937,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2033,arimax_level,0.369915310724275,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2034,arimax_level,0.371348341053669,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2035,arimax_level,0.373060547340611,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2036,arimax_level,0.375315116469891,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2037,arimax_level,0.376570630882983,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2038,arimax_level,0.37780299965432,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2039,arimax_level,0.379007368341039,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2040,arimax_level,0.380187392496903,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2041,arimax_level,0.381349593954222,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2042,arimax_level,0.382500379853399,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2043,arimax_level,0.383644800608256,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2044,arimax_level,0.384786299631099,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2045,arimax_level,0.385926935163348,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2046,arimax_level,0.387067757231869,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2047,arimax_level,0.388209173500737,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2048,arimax_level,0.389351235719146,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2049,arimax_level,0.390493833982382,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2050,arimax_level,0.391636812199565,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2051,arimax_level,0.392780026539831,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2052,arimax_level,0.393923367740351,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2053,arimax_level,0.39506676351911,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2054,arimax_level,0.396210172049401,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2055,arimax_level,0.397353572972133,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2056,arimax_level,0.398496959197797,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2057,arimax_level,0.399640330717279,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2058,arimax_level,0.400783690529032,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2059,arimax_level,0.401927042296095,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2060,arimax_level,0.403070389215811,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2061,arimax_level,0.404213733635087,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2062,arimax_level,0.405357077060677,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2063,arimax_level,0.406500420335076,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2064,arimax_level,0.407643763846798,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2065,arimax_level,0.408787107712321,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2066,arimax_level,0.409930451908859,include_interest,Include all interest,ARIMAX (levels),Matching PBO anchor
2026,arimax_diff,0.387,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2027,arimax_diff,0.389,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2028,arimax_diff,0.384,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2029,arimax_diff,0.378,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2030,arimax_diff,0.371,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2031,arimax_diff,0.370123964176472,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2032,arimax_diff,0.369046547885807,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2033,arimax_diff,0.369962347619676,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2034,arimax_diff,0.369044271772521,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2035,arimax_diff,0.368008082796662,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2036,arimax_diff,0.366673374376631,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2037,arimax_diff,0.366006726808523,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2038,arimax_diff,0.365340079240416,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2039,arimax_diff,0.364673431672308,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2040,arimax_diff,0.3640067841042,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2041,arimax_diff,0.363340136536092,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2042,arimax_diff,0.362673488967984,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2043,arimax_diff,0.362006841399876,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2044,arimax_diff,0.361340193831768,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2045,arimax_diff,0.36067354626366,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2046,arimax_diff,0.360006898695553,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2047,arimax_diff,0.359340251127445,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2048,arimax_diff,0.358673603559337,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2049,arimax_diff,0.358006955991229,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2050,arimax_diff,0.357340308423121,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
2051,arimax_diff,0.356673660855013,include_interest,Include all interest,Differenced ARIMAX,Matching PBO anchor
