year,model,value,variant,variant_label,model_label
2026,structural_ols,0.361966324862483,baseline,Current controls only,Structural OLS (levels)
2027,structural_ols,0.362913972915624,baseline,Current controls only,Structural OLS (levels)
2028,structural_ols,0.363027192151714,baseline,Current controls only,Structural OLS (levels)
2029,structural_ols,0.361888559710274,baseline,Current controls only,Structural OLS (levels)
2030,structural_ols,0.360648010200117,baseline,Current controls only,Structural OLS (levels)
2031,structural_ols,0.359192688266364,baseline,Current controls only,Structural OLS (levels)
2032,structural_ols,0.357888309146879,baseline,Current controls only,Structural OLS (levels)
2033,structural_ols,0.358804704978525,baseline,Current controls only,Structural OLS (levels)
2034,structural_ols,0.359949706414607,baseline,Current controls only,Structural OLS (levels)
2035,structural_ols,0.361194876766857,baseline,Current controls only,Structural OLS (levels)
2036,structural_ols,0.362807784349855,baseline,Current controls only,Structural OLS (levels)
2037,structural_ols,0.363662556381712,baseline,Current controls only,Structural OLS (levels)
2038,structural_ols,0.364517328413569,baseline,Current controls only,Structural OLS (levels)
2039,structural_ols,0.365372100445427,baseline,Current controls only,Structural OLS (levels)
2040,structural_ols,0.366226872477285,baseline,Current controls only,Structural OLS (levels)
2041,structural_ols,0.367081644509141,baseline,Current controls only,Structural OLS (levels)
2042,structural_ols,0.367936416541,baseline,Current controls only,Structural OLS (levels)
2043,structural_ols,0.368791188572857,baseline,Current controls only,Structural OLS (levels)
2044,structural_ols,0.369645960604714,baseline,Current controls only,Structural OLS (levels)
2045,structural_ols,0.370500732636572,baseline,Current controls only,Structural OLS (levels)
2046,structural_ols,0.37135550466843,baseline,Current controls only,Structural OLS (levels)
2047,structural_ols,0.372210276700287,baseline,Current controls only,Structural OLS (levels)
2048,structural_ols,0.373065048732144,baseline,Current controls only,Structural OLS (levels)
2049,structural_ols,0.373919820764002,baseline,Current controls only,Structural OLS (levels)
2050,structural_ols,0.37477459279586,baseline,Current controls only,Structural OLS (levels)
2051,structural_ols,0.375629364827717,baseline,Current controls only,Structural OLS (levels)
2052,structural_ols,0.376484136859574,baseline,Current controls only,Structural OLS (levels)
2053,structural_ols,0.377338908891432,baseline,Current controls only,Structural OLS (levels)
2054,structural_ols,0.37819368092329,baseline,Current controls only,Structural OLS (levels)
2055,structural_ols,0.379048452955146,baseline,Current controls only,Structural OLS (levels)
2056,structural_ols,0.379903224987005,baseline,Current controls only,Structural OLS (levels)
2057,structural_ols,0.380757997018862,baseline,Current controls only,Structural OLS (levels)
2058,structural_ols,0.381612769050719,baseline,Current controls only,Structural OLS (levels)
2059,structural_ols,0.382467541082577,baseline,Current controls only,Structural OLS (levels)
2060,structural_ols,0.383322313114434,baseline,Current controls only,Structural OLS (levels)
2061,structural_ols,0.384177085146292,baseline,Current controls only,Structural OLS (levels)
2062,structural_ols,0.385031857178149,baseline,Current controls only,Structural OLS (levels)
2063,structural_ols,0.385886629210007,baseline,Current controls only,Structural OLS (levels)
2064,structural_ols,0.386741401241864,baseline,Current controls only,Structural OLS (levels)
2065,structural_ols,0.387596173273722,baseline,Current controls only,Structural OLS (levels)
2066,structural_ols,0.388450945305579,baseline,Current controls only,Structural OLS (levels)
2026,arimax_level,0.384513149345993,baseline,Current controls only,ARIMAX (levels)
2027,arimax_level,0.382460671596482,baseline,Current controls only,ARIMAX (levels)
2028,arimax_level,0.379348638770943,baseline,Current controls only,ARIMAX (levels)
2029,arimax_level,0.376040781622353,baseline,Current controls only,ARIMAX (levels)
2030,arimax_level,0.373776918549495,baseline,Current controls only,ARIMAX (levels)
2031,arimax_level,0.372318681376099,baseline,Current controls only,ARIMAX (levels)
2032,arimax_level,0.371875556464432,baseline,Current controls only,ARIMAX (levels)
2033,arimax_level,0.37269222927377,baseline,Current controls only,ARIMAX (levels)
2034,arimax_level,0.374125259603164,baseline,Current controls only,ARIMAX (levels)
2035,arimax_level,0.375837465890105,baseline,Current controls only,ARIMAX (levels)
2036,arimax_level,0.378092035019386,baseline,Current controls only,ARIMAX (levels)
2037,arimax_level,0.379347549432478,baseline,Current controls only,ARIMAX (levels)
2038,arimax_level,0.380579918203815,baseline,Current controls only,ARIMAX (levels)
2039,arimax_level,0.381784286890534,baseline,Current controls only,ARIMAX (levels)
2040,arimax_level,0.382964311046398,baseline,Current controls only,ARIMAX (levels)
2041,arimax_level,0.384126512503717,baseline,Current controls only,ARIMAX (levels)
2042,arimax_level,0.385277298402894,baseline,Current controls only,ARIMAX (levels)
2043,arimax_level,0.386421719157751,baseline,Current controls only,ARIMAX (levels)
2044,arimax_level,0.387563218180594,baseline,Current controls only,ARIMAX (levels)
2045,arimax_level,0.388703853712842,baseline,Current controls only,ARIMAX (levels)
2046,arimax_level,0.389844675781364,baseline,Current controls only,ARIMAX (levels)
2047,arimax_level,0.390986092050231,baseline,Current controls only,ARIMAX (levels)
2048,arimax_level,0.392128154268641,baseline,Current controls only,ARIMAX (levels)
2049,arimax_level,0.393270752531877,baseline,Current controls only,ARIMAX (levels)
2050,arimax_level,0.394413730749059,baseline,Current controls only,ARIMAX (levels)
2051,arimax_level,0.395556945089326,baseline,Current controls only,ARIMAX (levels)
2052,arimax_level,0.396700286289845,baseline,Current controls only,ARIMAX (levels)
2053,arimax_level,0.397843682068605,baseline,Current controls only,ARIMAX (levels)
2054,arimax_level,0.398987090598896,baseline,Current controls only,ARIMAX (levels)
2055,arimax_level,0.400130491521628,baseline,Current controls only,ARIMAX (levels)
2056,arimax_level,0.401273877747291,baseline,Current controls only,ARIMAX (levels)
2057,arimax_level,0.402417249266774,baseline,Current controls only,ARIMAX (levels)
2058,arimax_level,0.403560609078527,baseline,Current controls only,ARIMAX (levels)
2059,arimax_level,0.40470396084559,baseline,Current controls only,ARIMAX (levels)
2060,arimax_level,0.405847307765306,baseline,Current controls only,ARIMAX (levels)
2061,arimax_level,0.406990652184582,baseline,Current controls only,ARIMAX (levels)
2062,arimax_level,0.408133995610172,baseline,Current controls only,ARIMAX (levels)
2063,arimax_level,0.409277338884571,baseline,Current controls only,ARIMAX (levels)
2064,arimax_level,0.410420682396293,baseline,Current controls only,ARIMAX (levels)
2065,arimax_level,0.411564026261816,baseline,Current controls only,ARIMAX (levels)
2066,arimax_level,0.412707370458353,baseline,Current controls only,ARIMAX (levels)
2026,arimax_diff,0.383958957376838,baseline,Current controls only,ARIMAX (differences)
2027,arimax_diff,0.383397489035652,baseline,Current controls only,ARIMAX (differences)
2028,arimax_diff,0.382223771414356,baseline,Current controls only,ARIMAX (differences)
2029,arimax_diff,0.380120079953474,baseline,Current controls only,ARIMAX (differences)
2030,arimax_diff,0.378021513195528,baseline,Current controls only,ARIMAX (differences)
2031,arimax_diff,0.376065086204404,baseline,Current controls only,ARIMAX (differences)
2032,arimax_diff,0.373917330275811,baseline,Current controls only,ARIMAX (differences)
2033,arimax_diff,0.373252024560722,baseline,Current controls only,ARIMAX (differences)
2034,arimax_diff,0.372393009035451,baseline,Current controls only,ARIMAX (differences)
2035,arimax_diff,0.371422112962326,baseline,Current controls only,ARIMAX (differences)
2036,arimax_diff,0.370171768996997,baseline,Current controls only,ARIMAX (differences)
2037,arimax_diff,0.369548683601239,baseline,Current controls only,ARIMAX (differences)
2038,arimax_diff,0.368925598205482,baseline,Current controls only,ARIMAX (differences)
2039,arimax_diff,0.368302512809724,baseline,Current controls only,ARIMAX (differences)
2040,arimax_diff,0.367679427413966,baseline,Current controls only,ARIMAX (differences)
2041,arimax_diff,0.367056342018209,baseline,Current controls only,ARIMAX (differences)
2042,arimax_diff,0.366433256622451,baseline,Current controls only,ARIMAX (differences)
2043,arimax_diff,0.365810171226693,baseline,Current controls only,ARIMAX (differences)
2044,arimax_diff,0.365187085830936,baseline,Current controls only,ARIMAX (differences)
2045,arimax_diff,0.364564000435178,baseline,Current controls only,ARIMAX (differences)
2046,arimax_diff,0.36394091503942,baseline,Current controls only,ARIMAX (differences)
2047,arimax_diff,0.363317829643663,baseline,Current controls only,ARIMAX (differences)
2048,arimax_diff,0.362694744247905,baseline,Current controls only,ARIMAX (differences)
2049,arimax_diff,0.362071658852147,baseline,Current controls only,ARIMAX (differences)
2050,arimax_diff,0.361448573456389,baseline,Current controls only,ARIMAX (differences)
2051,arimax_diff,0.360825488060632,baseline,Current controls only,ARIMAX (differences)
2052,arimax_diff,0.360202402664874,baseline,Current controls only,ARIMAX (differences)
2053,arimax_diff,0.359579317269117,baseline,Current controls only,ARIMAX (differences)
2054,arimax_diff,0.358956231873359,baseline,Current controls only,ARIMAX (differences)
2055,arimax_diff,0.358333146477602,baseline,Current controls only,ARIMAX (differences)
2056,arimax_diff,0.357710061081843,baseline,Current controls only,ARIMAX (differences)
2057,arimax_diff,0.357086975686086,baseline,Current controls only,ARIMAX (differences)
2058,arimax_diff,0.356463890290328,baseline,Current controls only,ARIMAX (differences)
2059,arimax_diff,0.355840804894571,baseline,Current controls only,ARIMAX (differences)
2060,arimax_diff,0.355217719498813,baseline,Current controls only,ARIMAX (differences)
2061,arimax_diff,0.354594634103056,baseline,Current controls only,ARIMAX (differences)
2062,arimax_diff,0.353971548707298,baseline,Current controls only,ARIMAX (differences)
2063,arimax_diff,0.35334846331154,baseline,Current controls only,ARIMAX (differences)
2064,arimax_diff,0.352725377915782,baseline,Current controls only,ARIMAX (differences)
2065,arimax_diff,0.352102292520024,baseline,Current controls only,ARIMAX (differences)
2066,arimax_diff,0.351479207124267,baseline,Current controls only,ARIMAX (differences)
2026,dynamic_diff,0.384493138506395,baseline,Current controls only,Dynamic differences
2027,dynamic_diff,0.384839681847426,baseline,Current controls only,Dynamic differences
2028,dynamic_diff,0.384622062147951,baseline,Current controls only,Dynamic differences
2029,dynamic_diff,0.383519591092793,baseline,Current controls only,Dynamic differences
2030,dynamic_diff,0.382490888309153,baseline,Current controls only,Dynamic differences
2031,dynamic_diff,0.381614852485625,baseline,Current controls only,Dynamic differences
2032,dynamic_diff,0.38053743619496,baseline,Current controls only,Dynamic differences
2033,dynamic_diff,0.381453235928829,baseline,Current controls only,Dynamic differences
2034,dynamic_diff,0.380535160081674,baseline,Current controls only,Dynamic differences
2035,dynamic_diff,0.379498971105815,baseline,Current controls only,Dynamic differences
2036,dynamic_diff,0.378164262685784,baseline,Current controls only,Dynamic differences
2037,dynamic_diff,0.377497615117676,baseline,Current controls only,Dynamic differences
2038,dynamic_diff,0.376830967549569,baseline,Current controls only,Dynamic differences
2039,dynamic_diff,0.376164319981461,baseline,Current controls only,Dynamic differences
2040,dynamic_diff,0.375497672413353,baseline,Current controls only,Dynamic differences
2041,dynamic_diff,0.374831024845246,baseline,Current controls only,Dynamic differences
2042,dynamic_diff,0.374164377277137,baseline,Current controls only,Dynamic differences
2043,dynamic_diff,0.373497729709029,baseline,Current controls only,Dynamic differences
2044,dynamic_diff,0.372831082140922,baseline,Current controls only,Dynamic differences
2045,dynamic_diff,0.372164434572814,baseline,Current controls only,Dynamic differences
2046,dynamic_diff,0.371497787004706,baseline,Current controls only,Dynamic differences
2047,dynamic_diff,0.370831139436598,baseline,Current controls only,Dynamic differences
2048,dynamic_diff,0.37016449186849,baseline,Current controls only,Dynamic differences
2049,dynamic_diff,0.369497844300382,baseline,Current controls only,Dynamic differences
2050,dynamic_diff,0.368831196732274,baseline,Current controls only,Dynamic differences
2051,dynamic_diff,0.368164549164166,baseline,Current controls only,Dynamic differences
2052,dynamic_diff,0.367497901596059,baseline,Current controls only,Dynamic differences
2053,dynamic_diff,0.366831254027951,baseline,Current controls only,Dynamic differences
2054,dynamic_diff,0.366164606459843,baseline,Current controls only,Dynamic differences
2055,dynamic_diff,0.365497958891735,baseline,Current controls only,Dynamic differences
2056,dynamic_diff,0.364831311323627,baseline,Current controls only,Dynamic differences
2057,dynamic_diff,0.364164663755519,baseline,Current controls only,Dynamic differences
2058,dynamic_diff,0.363498016187411,baseline,Current controls only,Dynamic differences
2059,dynamic_diff,0.362831368619303,baseline,Current controls only,Dynamic differences
2060,dynamic_diff,0.362164721051196,baseline,Current controls only,Dynamic differences
2061,dynamic_diff,0.361498073483088,baseline,Current controls only,Dynamic differences
2062,dynamic_diff,0.36083142591498,baseline,Current controls only,Dynamic differences
2063,dynamic_diff,0.360164778346872,baseline,Current controls only,Dynamic differences
2064,dynamic_diff,0.359498130778764,baseline,Current controls only,Dynamic differences
2065,dynamic_diff,0.358831483210656,baseline,Current controls only,Dynamic differences
2066,dynamic_diff,0.358164835642549,baseline,Current controls only,Dynamic differences
2026,hybrid,0.385742889150585,baseline,Current controls only,Hybrid structural/macro
2027,hybrid,0.387620964279646,baseline,Current controls only,Hybrid structural/macro
2028,hybrid,0.388905020508718,baseline,Current controls only,Hybrid structural/macro
2029,hybrid,0.389317601615282,baseline,Current controls only,Hybrid structural/macro
2030,hybrid,0.389783922421037,baseline,Current controls only,Hybrid structural/macro
2031,hybrid,0.390122796410312,baseline,Current controls only,Hybrid structural/macro
2032,hybrid,0.39071428466862,baseline,Current controls only,Hybrid structural/macro
2033,hybrid,0.390170275499726,baseline,Current controls only,Hybrid structural/macro
2034,hybrid,0.391030248947277,baseline,Current controls only,Hybrid structural/macro
2035,hybrid,0.392030954879923,baseline,Current controls only,Hybrid structural/macro
2036,hybrid,0.393314204640305,baseline,Current controls only,Hybrid structural/macro
2037,hybrid,0.393923757610057,baseline,Current controls only,Hybrid structural/macro
2038,hybrid,0.394533310579808,baseline,Current controls only,Hybrid structural/macro
2039,hybrid,0.395142863549559,baseline,Current controls only,Hybrid structural/macro
2040,hybrid,0.395752416519311,baseline,Current controls only,Hybrid structural/macro
2041,hybrid,0.396361969489062,baseline,Current controls only,Hybrid structural/macro
2042,hybrid,0.396971522458814,baseline,Current controls only,Hybrid structural/macro
2043,hybrid,0.397581075428565,baseline,Current controls only,Hybrid structural/macro
2044,hybrid,0.398190628398316,baseline,Current controls only,Hybrid structural/macro
2045,hybrid,0.398800181368068,baseline,Current controls only,Hybrid structural/macro
2046,hybrid,0.399409734337819,baseline,Current controls only,Hybrid structural/macro
2047,hybrid,0.40001928730757,baseline,Current controls only,Hybrid structural/macro
2048,hybrid,0.400628840277321,baseline,Current controls only,Hybrid structural/macro
2049,hybrid,0.401238393247073,baseline,Current controls only,Hybrid structural/macro
2050,hybrid,0.401847946216825,baseline,Current controls only,Hybrid structural/macro
2051,hybrid,0.402457499186576,baseline,Current controls only,Hybrid structural/macro
2052,hybrid,0.403067052156327,baseline,Current controls only,Hybrid structural/macro
2053,hybrid,0.403676605126078,baseline,Current controls only,Hybrid structural/macro
2054,hybrid,0.40428615809583,baseline,Current controls only,Hybrid structural/macro
2055,hybrid,0.404895711065581,baseline,Current controls only,Hybrid structural/macro
2056,hybrid,0.405505264035333,baseline,Current controls only,Hybrid structural/macro
2057,hybrid,0.406114817005084,baseline,Current controls only,Hybrid structural/macro
2058,hybrid,0.406724369974835,baseline,Current controls only,Hybrid structural/macro
2059,hybrid,0.407333922944587,baseline,Current controls only,Hybrid structural/macro
2060,hybrid,0.407943475914338,baseline,Current controls only,Hybrid structural/macro
2061,hybrid,0.408553028884089,baseline,Current controls only,Hybrid structural/macro
2062,hybrid,0.409162581853841,baseline,Current controls only,Hybrid structural/macro
2063,hybrid,0.409772134823592,baseline,Current controls only,Hybrid structural/macro
2064,hybrid,0.410381687793344,baseline,Current controls only,Hybrid structural/macro
2065,hybrid,0.410991240763095,baseline,Current controls only,Hybrid structural/macro
2066,hybrid,0.411600793732846,baseline,Current controls only,Hybrid structural/macro
2026,ardl_ecm,0.384362726866342,baseline,Current controls only,ARDL error-correction model
2027,ardl_ecm,0.383378540730945,baseline,Current controls only,ARDL error-correction model
2028,ardl_ecm,0.38228118867866,baseline,Current controls only,ARDL error-correction model
2029,ardl_ecm,0.381101891616185,baseline,Current controls only,ARDL error-correction model
2030,ardl_ecm,0.380458550653319,baseline,Current controls only,ARDL error-correction model
2031,ardl_ecm,0.3803225330034,baseline,Current controls only,ARDL error-correction model
2032,ardl_ecm,0.380470383282279,baseline,Current controls only,ARDL error-correction model
2033,ardl_ecm,0.382002877907887,baseline,Current controls only,ARDL error-correction model
2034,ardl_ecm,0.383337455732552,baseline,Current controls only,ARDL error-correction model
2035,ardl_ecm,0.384901041915699,baseline,Current controls only,ARDL error-correction model
2036,ardl_ecm,0.386786572225133,baseline,Current controls only,ARDL error-correction model
2037,ardl_ecm,0.389122464276628,baseline,Current controls only,ARDL error-correction model
2038,ardl_ecm,0.391403787888672,baseline,Current controls only,ARDL error-correction model
2039,ardl_ecm,0.393555384032557,baseline,Current controls only,ARDL error-correction model
2040,ardl_ecm,0.395595024874404,baseline,Current controls only,ARDL error-correction model
2041,ardl_ecm,0.397552474803086,baseline,Current controls only,ARDL error-correction model
2042,ardl_ecm,0.399452503651692,baseline,Current controls only,ARDL error-correction model
2043,ardl_ecm,0.401313110455974,baseline,Current controls only,ARDL error-correction model
2044,ardl_ecm,0.403146825777534,baseline,Current controls only,ARDL error-correction model
2045,ardl_ecm,0.404962241362494,baseline,Current controls only,ARDL error-correction model
2046,ardl_ecm,0.406765215209359,baseline,Current controls only,ARDL error-correction model
2047,ardl_ecm,0.408559732986607,baseline,Current controls only,ARDL error-correction model
2048,ardl_ecm,0.410348504311093,baseline,Current controls only,ARDL error-correction model
2049,ardl_ecm,0.412133370735861,baseline,Current controls only,ARDL error-correction model
2050,ardl_ecm,0.413915583704592,baseline,Current controls only,ARDL error-correction model
2051,ardl_ecm,0.415695993610454,baseline,Current controls only,ARDL error-correction model
2052,ardl_ecm,0.417475178311498,baseline,Current controls only,ARDL error-correction model
2053,ardl_ecm,0.419253530470667,baseline,Current controls only,ARDL error-correction model
2054,ardl_ecm,0.421031316907515,baseline,Current controls only,ARDL error-correction model
2055,ardl_ecm,0.422808718929228,baseline,Current controls only,ARDL error-correction model
2056,ardl_ecm,0.424585859736236,baseline,Current controls only,ARDL error-correction model
2057,ardl_ecm,0.426362823044717,baseline,Current controls only,ARDL error-correction model
2058,ardl_ecm,0.42813966574082,baseline,Current controls only,ARDL error-correction model
2059,ardl_ecm,0.429916426479365,baseline,Current controls only,ARDL error-correction model
2060,ardl_ecm,0.431693131526765,baseline,Current controls only,ARDL error-correction model
2061,ardl_ecm,0.433469798731366,baseline,Current controls only,ARDL error-correction model
2062,ardl_ecm,0.435246440221329,baseline,Current controls only,ARDL error-correction model
2063,ardl_ecm,0.437023064237889,baseline,Current controls only,ARDL error-correction model
2064,ardl_ecm,0.438799676381061,baseline,Current controls only,ARDL error-correction model
2065,ardl_ecm,0.440576280456124,baseline,Current controls only,ARDL error-correction model
2066,ardl_ecm,0.44235287904881,baseline,Current controls only,ARDL error-correction model
2026,univariate_arima,0.38098176677941,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2027,univariate_arima,0.372528059768225,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2028,univariate_arima,0.364313974553336,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2029,univariate_arima,0.359838496652305,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2030,univariate_arima,0.35740001422625,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2031,univariate_arima,0.356071397110119,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2032,univariate_arima,0.355347494644218,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2033,univariate_arima,0.354953073427018,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2034,univariate_arima,0.354738171414792,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2035,univariate_arima,0.354621081175107,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2036,univariate_arima,0.354557284079456,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2037,univariate_arima,0.354522523971146,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2038,univariate_arima,0.354503584784066,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2039,univariate_arima,0.354493265690579,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2040,univariate_arima,0.354487643290318,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2041,univariate_arima,0.354484579902556,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2042,univariate_arima,0.354482910803214,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2043,univariate_arima,0.354482001387616,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2044,univariate_arima,0.35448150588881,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2045,univariate_arima,0.354481235914261,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2046,univariate_arima,0.354481088817524,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2047,univariate_arima,0.354481008671266,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2048,univariate_arima,0.35448096500325,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2049,univariate_arima,0.354480941210552,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2050,univariate_arima,0.354480928247004,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2051,univariate_arima,0.354480921183762,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2052,univariate_arima,0.354480917335325,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2053,univariate_arima,0.354480915238489,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2054,univariate_arima,0.354480914096019,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2055,univariate_arima,0.35448091347354,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2056,univariate_arima,0.354480913134379,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2057,univariate_arima,0.354480912949587,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2058,univariate_arima,0.354480912848901,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2059,univariate_arima,0.354480912794043,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2060,univariate_arima,0.354480912764153,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2061,univariate_arima,0.354480912747867,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2062,univariate_arima,0.354480912738994,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2063,univariate_arima,0.354480912734159,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2064,univariate_arima,0.354480912731525,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2065,univariate_arima,0.354480912730089,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2066,univariate_arima,0.354480912729307,baseline,Current controls only,ARIMAX benchmark with real GDP per capita and COVID controls
2026,structural_ols,0.372693700216642,population_only,Add population,Structural OLS (levels)
2027,structural_ols,0.377195927925076,population_only,Add population,Structural OLS (levels)
2028,structural_ols,0.379807115376332,population_only,Add population,Structural OLS (levels)
2029,structural_ols,0.379011464114608,population_only,Add population,Structural OLS (levels)
2030,structural_ols,0.374582496334149,population_only,Add population,Structural OLS (levels)
2031,structural_ols,0.367844328154963,population_only,Add population,Structural OLS (levels)
2032,structural_ols,0.359021281641668,population_only,Add population,Structural OLS (levels)
2033,structural_ols,0.356319870082716,population_only,Add population,Structural OLS (levels)
2034,structural_ols,0.354527579136859,population_only,Add population,Structural OLS (levels)
2035,structural_ols,0.352136021168903,population_only,Add population,Structural OLS (levels)
2036,structural_ols,0.352373292669585,population_only,Add population,Structural OLS (levels)
2037,structural_ols,0.35062576684529,population_only,Add population,Structural OLS (levels)
2038,structural_ols,0.348963410391381,population_only,Add population,Structural OLS (levels)
2039,structural_ols,0.347384545805278,population_only,Add population,Structural OLS (levels)
2040,structural_ols,0.345887544661617,population_only,Add population,Structural OLS (levels)
2041,structural_ols,0.344470825716758,population_only,Add population,Structural OLS (levels)
2042,structural_ols,0.343132853103159,population_only,Add population,Structural OLS (levels)
2043,structural_ols,0.341872134609607,population_only,Add population,Structural OLS (levels)
2044,structural_ols,0.340687220042396,population_only,Add population,Structural OLS (levels)
2045,structural_ols,0.339576699662404,population_only,Add population,Structural OLS (levels)
2046,structural_ols,0.338539202694067,population_only,Add population,Structural OLS (levels)
2047,structural_ols,0.337573395903059,population_only,Add population,Structural OLS (levels)
2048,structural_ols,0.336677982237271,population_only,Add population,Structural OLS (levels)
2049,structural_ols,0.335851699529641,population_only,Add population,Structural OLS (levels)
2050,structural_ols,0.335093319258329,population_only,Add population,Structural OLS (levels)
2051,structural_ols,0.334401645360966,population_only,Add population,Structural OLS (levels)
2052,structural_ols,0.333775513101715,population_only,Add population,Structural OLS (levels)
2053,structural_ols,0.333213787986299,population_only,Add population,Structural OLS (levels)
2054,structural_ols,0.332715364724146,population_only,Add population,Structural OLS (levels)
2055,structural_ols,0.332279166234665,population_only,Add population,Structural OLS (levels)
2056,structural_ols,0.331904142695491,population_only,Add population,Structural OLS (levels)
2057,structural_ols,0.331589270629957,population_only,Add population,Structural OLS (levels)
2058,structural_ols,0.331333552033211,population_only,Add population,Structural OLS (levels)
2059,structural_ols,0.33113601353382,population_only,Add population,Structural OLS (levels)
2060,structural_ols,0.330995705589784,population_only,Add population,Structural OLS (levels)
2061,structural_ols,0.330911701716751,population_only,Add population,Structural OLS (levels)
2062,structural_ols,0.330883097747753,population_only,Add population,Structural OLS (levels)
2063,structural_ols,0.330909011121859,population_only,Add population,Structural OLS (levels)
2064,structural_ols,0.330988580201488,population_only,Add population,Structural OLS (levels)
2065,structural_ols,0.33112096361592,population_only,Add population,Structural OLS (levels)
2066,structural_ols,0.331305339630951,population_only,Add population,Structural OLS (levels)
2026,arimax_level,0.381396188243403,population_only,Add population,ARIMAX (levels)
2027,arimax_level,0.378037450074444,population_only,Add population,ARIMAX (levels)
2028,arimax_level,0.379058425349994,population_only,Add population,ARIMAX (levels)
2029,arimax_level,0.379232843675451,population_only,Add population,ARIMAX (levels)
2030,arimax_level,0.376126271662228,population_only,Add population,ARIMAX (levels)
2031,arimax_level,0.3709379077871,population_only,Add population,ARIMAX (levels)
2032,arimax_level,0.363861709995236,population_only,Add population,ARIMAX (levels)
2033,arimax_level,0.361581342205724,population_only,Add population,ARIMAX (levels)
2034,arimax_level,0.360114028197707,population_only,Add population,ARIMAX (levels)
2035,arimax_level,0.358099619698036,population_only,Add population,ARIMAX (levels)
2036,arimax_level,0.35844971798317,population_only,Add population,ARIMAX (levels)
2037,arimax_level,0.357004860279199,population_only,Add population,ARIMAX (levels)
2038,arimax_level,0.355635441679905,population_only,Add population,ARIMAX (levels)
2039,arimax_level,0.354339976330788,population_only,Add population,ARIMAX (levels)
2040,arimax_level,0.353117021847677,population_only,Add population,ARIMAX (levels)
2041,arimax_level,0.351965177637801,population_only,Add population,ARIMAX (levels)
2042,arimax_level,0.350883083300445,population_only,Add population,ARIMAX (levels)
2043,arimax_level,0.349869417103664,population_only,Add population,ARIMAX (levels)
2044,arimax_level,0.348922894532677,population_only,Add population,ARIMAX (levels)
2045,arimax_level,0.348042266905514,population_only,Add population,ARIMAX (levels)
2046,arimax_level,0.347226320052334,population_only,Add population,ARIMAX (levels)
2047,arimax_level,0.346473873055588,population_only,Add population,ARIMAX (levels)
2048,arimax_level,0.345783777046268,population_only,Add population,ARIMAX (levels)
2049,arimax_level,0.345154914054945,population_only,Add population,ARIMAX (levels)
2050,arimax_level,0.344586195913555,population_only,Add population,ARIMAX (levels)
2051,arimax_level,0.344076563205171,population_only,Add population,ARIMAX (levels)
2052,arimax_level,0.343624984260428,population_only,Add population,ARIMAX (levels)
