year,model,value,interest_treatment,interest_treatment_label,estimation_sample,model_label,path_type
2026,structural_ols,0.347761128001094,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2027,structural_ols,0.348492431796559,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2028,structural_ols,0.348601467470204,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2029,structural_ols,0.347761692168369,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2030,structural_ols,0.34676958881215,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2031,structural_ols,0.345627265146288,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2032,structural_ols,0.344471625206279,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2033,structural_ols,0.345036103097545,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2034,structural_ols,0.34570532367054,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2035,structural_ols,0.346385328417215,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2036,structural_ols,0.347275635865072,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2037,structural_ols,0.347798879833756,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2038,structural_ols,0.348322123802439,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2039,structural_ols,0.348845367771123,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2040,structural_ols,0.349368611739807,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2041,structural_ols,0.349891855708491,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2042,structural_ols,0.350415099677175,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2043,structural_ols,0.350938343645859,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2044,structural_ols,0.351461587614542,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2045,structural_ols,0.351984831583226,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2046,structural_ols,0.35250807555191,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2047,structural_ols,0.353031319520593,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2048,structural_ols,0.353554563489277,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2049,structural_ols,0.354077807457961,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2050,structural_ols,0.354601051426644,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2051,structural_ols,0.355124295395328,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2052,structural_ols,0.355647539364012,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2053,structural_ols,0.356170783332696,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2054,structural_ols,0.356694027301379,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2055,structural_ols,0.357217271270063,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2056,structural_ols,0.357740515238747,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2057,structural_ols,0.35826375920743,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2058,structural_ols,0.358787003176114,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2059,structural_ols,0.359310247144798,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2060,structural_ols,0.359833491113482,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2061,structural_ols,0.360356735082165,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2062,structural_ols,0.360879979050849,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2063,structural_ols,0.361403223019533,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2064,structural_ols,0.361926466988217,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2065,structural_ols,0.362449710956901,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2066,structural_ols,0.362972954925584,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Structural OLS (levels),Model only
2026,arimax_level,0.36434916677435,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2027,arimax_level,0.364157621793802,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2028,arimax_level,0.363665742356014,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2029,arimax_level,0.362416795418722,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2030,arimax_level,0.361177807844677,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2031,arimax_level,0.359977971562794,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2032,arimax_level,0.358833558568011,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2033,arimax_level,0.358768517942251,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2034,arimax_level,0.358902264697825,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2035,arimax_level,0.359094533926574,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2036,arimax_level,0.359581679655959,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2037,arimax_level,0.3598411583471,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2038,arimax_level,0.360156072255127,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2039,arimax_level,0.360516452449045,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2040,arimax_level,0.360914122713587,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2041,arimax_level,0.361342377164627,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2042,arimax_level,0.361795715839113,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2043,arimax_level,0.362269627833929,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2044,arimax_level,0.362760413442961,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2045,arimax_level,0.363265038279315,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2046,arimax_level,0.36378101363076,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2047,arimax_level,0.364306298330903,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2048,arimax_level,0.36483921827689,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2049,arimax_level,0.365378400420266,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2050,arimax_level,0.365922718628273,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2051,arimax_level,0.366471249280932,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2052,arimax_level,0.367023234853109,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2053,arimax_level,0.367578054045634,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2054,arimax_level,0.368135197287745,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2055,arimax_level,0.368694246644935,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2056,arimax_level,0.369254859339984,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2057,arimax_level,0.369816754237392,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2058,arimax_level,0.370379700758343,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2059,arimax_level,0.370943509789071,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2060,arimax_level,0.371508026224195,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2061,arimax_level,0.37207312285098,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2062,arimax_level,0.372638695333392,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2063,arimax_level,0.373204658098176,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2064,arimax_level,0.373770940960742,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2065,arimax_level,0.374337486357814,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2066,arimax_level,0.374904247077735,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARIMAX (levels),Model only
2026,hybrid,0.366367490315056,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2027,hybrid,0.367542938519867,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2028,hybrid,0.36814677180015,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2029,hybrid,0.367843085913668,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2030,hybrid,0.367589659544634,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2031,hybrid,0.367232012508622,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2032,hybrid,0.366924576155541,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2033,hybrid,0.366383756967224,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2034,hybrid,0.366913875660823,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2035,hybrid,0.367481116963481,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2036,hybrid,0.368217718220633,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2037,hybrid,0.368618048140674,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2038,hybrid,0.369018378060715,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2039,hybrid,0.369418707980756,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2040,hybrid,0.369819037900798,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2041,hybrid,0.370219367820839,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2042,hybrid,0.37061969774088,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2043,hybrid,0.371020027660921,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2044,hybrid,0.371420357580962,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2045,hybrid,0.371820687501004,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2046,hybrid,0.372221017421045,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2047,hybrid,0.372621347341086,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2048,hybrid,0.373021677261127,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2049,hybrid,0.373422007181168,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2050,hybrid,0.37382233710121,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2051,hybrid,0.374222667021251,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2052,hybrid,0.374622996941292,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2053,hybrid,0.375023326861333,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2054,hybrid,0.375423656781374,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2055,hybrid,0.375823986701415,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2056,hybrid,0.376224316621457,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2057,hybrid,0.376624646541498,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2058,hybrid,0.377024976461539,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2059,hybrid,0.37742530638158,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2060,hybrid,0.377825636301621,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2061,hybrid,0.378225966221663,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2062,hybrid,0.378626296141704,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2063,hybrid,0.379026626061745,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2064,hybrid,0.379426955981786,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2065,hybrid,0.379827285901828,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2066,hybrid,0.380227615821868,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,Hybrid structural/macro,Model only
2026,ardl_ecm,0.356294527767027,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2027,ardl_ecm,0.352357479459989,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2028,ardl_ecm,0.351638313020092,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2029,ardl_ecm,0.346941838961911,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2030,ardl_ecm,0.341163021416679,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2031,ardl_ecm,0.338162953130964,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2032,ardl_ecm,0.33563911990624,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2033,ardl_ecm,0.334520163750123,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2034,ardl_ecm,0.333472864771474,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2035,ardl_ecm,0.332487663010992,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2036,ardl_ecm,0.331554465140561,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2037,ardl_ecm,0.330434070220543,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2038,ardl_ecm,0.32939112458484,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2039,ardl_ecm,0.328413281013445,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2040,ardl_ecm,0.327490142582209,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2041,ardl_ecm,0.326612949630858,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2042,ardl_ecm,0.325774318684092,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2043,ardl_ecm,0.324968024228057,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2044,ardl_ecm,0.324188815964747,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2045,ardl_ecm,0.323432265529231,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2046,ardl_ecm,0.322694637741523,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2047,ardl_ecm,0.321972782337913,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2048,ardl_ecm,0.321264042832081,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2049,ardl_ecm,0.32056617972957,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2050,ardl_ecm,0.319877305787709,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2051,ardl_ecm,0.319195831397347,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2052,ardl_ecm,0.318520418479565,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2053,ardl_ecm,0.317849941552486,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2054,ardl_ecm,0.317183454840676,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2055,ardl_ecm,0.316520164480459,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2056,ardl_ecm,0.315859405025376,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2057,ardl_ecm,0.315200619582094,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2058,ardl_ecm,0.314543343012677,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2059,ardl_ecm,0.31388718772773,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2060,ardl_ecm,0.313231831669325,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2061,ardl_ecm,0.312577008145192,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2062,ardl_ecm,0.311922497228336,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2063,ardl_ecm,0.311268118480609,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2064,ardl_ecm,0.310613724796206,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2065,ardl_ecm,0.30995919719259,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2066,ardl_ecm,0.309304440403049,exclude_other_interest,Exclude conventional other interest,Current fit: through FY2024-25,ARDL error-correction model,Model only
2020,structural_ols,0.330420780559642,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2021,structural_ols,0.325985995351246,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2022,structural_ols,0.302839304959364,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2023,structural_ols,0.294888337389101,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2024,structural_ols,0.30196050594917,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2025,structural_ols,0.304754102933182,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2026,structural_ols,0.304474821113984,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2027,structural_ols,0.303084016544183,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2028,structural_ols,0.301158085435652,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2029,structural_ols,0.298433609227115,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2030,structural_ols,0.29584851662223,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2031,structural_ols,0.293513489375349,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2032,structural_ols,0.291033110099673,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2033,structural_ols,0.289985679189529,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2034,structural_ols,0.28868617652751,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2035,structural_ols,0.2872851989481,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2036,structural_ols,0.285468046824803,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2037,structural_ols,0.284491888569914,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2038,structural_ols,0.283515730315025,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2039,structural_ols,0.282539572060136,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2040,structural_ols,0.281563413805246,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2041,structural_ols,0.280587255550358,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2042,structural_ols,0.279611097295468,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2043,structural_ols,0.278634939040578,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2044,structural_ols,0.27765878078569,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2045,structural_ols,0.276682622530801,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2046,structural_ols,0.275706464275911,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2047,structural_ols,0.274730306021023,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2048,structural_ols,0.273754147766133,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2049,structural_ols,0.272777989511244,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2050,structural_ols,0.271801831256355,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2051,structural_ols,0.270825673001465,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2052,structural_ols,0.269849514746577,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2053,structural_ols,0.268873356491687,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2054,structural_ols,0.267897198236798,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2055,structural_ols,0.266921039981909,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2056,structural_ols,0.265944881727019,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2057,structural_ols,0.264968723472131,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2058,structural_ols,0.263992565217241,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2059,structural_ols,0.263016406962352,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2060,structural_ols,0.262040248707464,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2061,structural_ols,0.261064090452574,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2062,structural_ols,0.260087932197685,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2063,structural_ols,0.259111773942796,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2064,structural_ols,0.258135615687906,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2065,structural_ols,0.257159457433017,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2066,structural_ols,0.256183299178128,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,Structural OLS (levels),Model only
2020,arimax_level,0.336413281486396,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,ARIMAX (levels),Model only
2021,arimax_level,0.329052213413381,exclude_other_interest,Exclude conventional other interest,Pre-COVID fit: through FY2018-19,ARIMAX (levels),Model only
