country,year,gender,age,share_first_quintile_inc,share_second_quintile_inc,share_third_quintile_inc,share_fourth_quintile_inc,share_fifth_quintile_inc,share_bottom50_inc,share_top10_pct_inc,share_top5_pct_inc,share_top1_pct_inc,share_top0_5_pct_inc,share_top0_1_pct_inc,share_top0_01_pct_inc,gini_coefficient,nobs_log_inc,mean_log_inc,std_log_inc,p1_log_inc,p2_5_log_inc,p5_log_inc,p10_log_inc,p12_5_log_inc,p25_log_inc,p37_5_log_inc,p50_log_inc,p62_5_log_inc,p75_log_inc,p87_5_log_inc,p90_log_inc,p95_log_inc,p97_5_log_inc,p99_log_inc,p99_9_log_inc,p99_99_log_inc,p9010_log_inc,p9050_log_inc,p5010_log_inc,kelley_log_inc,crows_log_inc,nobs_res_log_inc,mean_res_log_inc,std_res_log_inc,p1_res_log_inc,p2_5_res_log_inc,p5_res_log_inc,p10_res_log_inc,p12_5_res_log_inc,p25_res_log_inc,p37_5_res_log_inc,p50_res_log_inc,p62_5_res_log_inc,p75_res_log_inc,p87_5_res_log_inc,p90_res_log_inc,p95_res_log_inc,p97_5_res_log_inc,p99_res_log_inc,p99_9_res_log_inc,p99_99_res_log_inc,p9010_res_log_inc,p9050_res_log_inc,p5010_res_log_inc,kelley_res_log_inc,crows_res_log_inc,nobs_log_perm_inc,mean_log_perm_inc,std_log_perm_inc,p1_log_perm_inc,p2_5_log_perm_inc,p5_log_perm_inc,p10_log_perm_inc,p12_5_log_perm_inc,p25_log_perm_inc,p37_5_log_perm_inc,p50_log_perm_inc,p62_5_log_perm_inc,p75_log_perm_inc,p87_5_log_perm_inc,p90_log_perm_inc,p95_log_perm_inc,p97_5_log_perm_inc,p99_log_perm_inc,p99_9_log_perm_inc,p99_99_log_perm_inc,p9010_log_perm_inc,p9050_log_perm_inc,p5010_log_perm_inc,kelley_log_perm_inc,crows_log_perm_inc,share_below_mininc,nobs_earn_inc,mean_earn_inc,std_earn_inc,p1_earn_inc,p2_5_earn_inc,p5_earn_inc,p10_earn_inc,p12_5_earn_inc,p25_earn_inc,p37_5_earn_inc,p50_earn_inc,p62_5_earn_inc,p75_earn_inc,p87_5_earn_inc,p90_earn_inc,p95_earn_inc,p97_5_earn_inc,p99_earn_inc,p99_9_earn_inc,p99_99_earn_inc,p9010_earn_inc,p9050_earn_inc,p5010_earn_inc,kelley_earn_inc,crows_earn_inc,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,p1_res_1yr_log_chg,p2_5_res_1yr_log_chg,p5_res_1yr_log_chg,p10_res_1yr_log_chg,p12_5_res_1yr_log_chg,p25_res_1yr_log_chg,p37_5_res_1yr_log_chg,p50_res_1yr_log_chg,p62_5_res_1yr_log_chg,p75_res_1yr_log_chg,p87_5_res_1yr_log_chg,p90_res_1yr_log_chg,p95_res_1yr_log_chg,p97_5_res_1yr_log_chg,p99_res_1yr_log_chg,p99_9_res_1yr_log_chg,p99_99_res_1yr_log_chg,p9010_res_1yr_log_chg,p9050_res_1yr_log_chg,p5010_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,p1_res_5yr_log_chg,p2_5_res_5yr_log_chg,p5_res_5yr_log_chg,p10_res_5yr_log_chg,p12_5_res_5yr_log_chg,p25_res_5yr_log_chg,p37_5_res_5yr_log_chg,p50_res_5yr_log_chg,p62_5_res_5yr_log_chg,p75_res_5yr_log_chg,p87_5_res_5yr_log_chg,p90_res_5yr_log_chg,p95_res_5yr_log_chg,p97_5_res_5yr_log_chg,p99_res_5yr_log_chg,p99_9_res_5yr_log_chg,p99_99_res_5yr_log_chg,p9010_res_5yr_log_chg,p9050_res_5yr_log_chg,p5010_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg,nobs_arcpct_1yr_chg,mean_arcpct_1yr_chg,std_arcpct_1yr_chg,skew_arcpct_1yr_chg,kurt_arcpct_1yr_chg,p1_arcpct_1yr_chg,p2_5_arcpct_1yr_chg,p5_arcpct_1yr_chg,p10_arcpct_1yr_chg,p12_5_arcpct_1yr_chg,p25_arcpct_1yr_chg,p37_5_arcpct_1yr_chg,p50_arcpct_1yr_chg,p62_5_arcpct_1yr_chg,p75_arcpct_1yr_chg,p87_5_arcpct_1yr_chg,p90_arcpct_1yr_chg,p95_arcpct_1yr_chg,p97_5_arcpct_1yr_chg,p99_arcpct_1yr_chg,p99_9_arcpct_1yr_chg,p99_99_arcpct_1yr_chg,p9010_arcpct_1yr_chg,p9050_arcpct_1yr_chg,p5010_arcpct_1yr_chg,kelley_arcpct_1yr_chg,crows_arcpct_1yr_chg,nobs_arcpct_5yr_chg,mean_arcpct_5yr_chg,std_arcpct_5yr_chg,skew_arcpct_5yr_chg,kurt_arcpct_5yr_chg,p1_arcpct_5yr_chg,p2_5_arcpct_5yr_chg,p5_arcpct_5yr_chg,p10_arcpct_5yr_chg,p12_5_arcpct_5yr_chg,p25_arcpct_5yr_chg,p37_5_arcpct_5yr_chg,p50_arcpct_5yr_chg,p62_5_arcpct_5yr_chg,p75_arcpct_5yr_chg,p87_5_arcpct_5yr_chg,p90_arcpct_5yr_chg,p95_arcpct_5yr_chg,p97_5_arcpct_5yr_chg,p99_arcpct_5yr_chg,p99_9_arcpct_5yr_chg,p99_99_arcpct_5yr_chg,p9010_arcpct_5yr_chg,p9050_arcpct_5yr_chg,p5010_arcpct_5yr_chg,kelley_arcpct_5yr_chg,crows_arcpct_5yr_chg,autocorr_lag1_res_log_inc,autocorr_lag2_res_log_inc,autocorr_lag3_res_log_inc,autocorr_lag4_res_log_inc,autocorr_lag5_res_log_inc,autocorr_lag1_res_1yr_log_chg,autocorr_lag2_res_1yr_log_chg,autocorr_lag3_res_1yr_log_chg,autocorr_lag4_res_1yr_log_chg,autocorr_lag5_res_1yr_log_chg,Pareto_tail_index_5pct,Pareto_tail_index_1pct
AUS,2021,All genders,27,,,,,,,,,,,,,,292777,10.66761,.68949258,8.6805677,8.91469,9.2207003,9.648489,9.8042946,10.32306,10.6271,10.82302,10.98268,11.14663,11.3302,11.37852,11.53293,11.6811,11.85809,12.30628,13.09474,1.730031,.55550003,1.174531,-.35781494,3.3590455,292777,-2.4700000e-09,.68727398,-1.986237,-1.754639,-1.445282,-1.017988,-.86093152,-.3400149,-.0382425,.1559438,.31514919,.47762921,.66422832,.71403682,.85759819,.99721712,1.16365,1.601824,2.3732879,1.7320248,.55809301,1.1739317,-.35555997,3.3655915,271644,.022310499,.53305358,-1.466787,-1.212714,-.97929752,-.70994169,-.61624491,-.28745061,-.066123903,.098447703,.2410785,.3912192,.57985908,.6258558,.7625469,.89930552,1.061509,1.473274,2.201133,1.3357975,.52740812,.80838937,-.21034718,3.1119986,0,292777,52225.941,30445.02,5887.3872,7440.4722,10104.13,15498.36,18111.359,30426.131,41237.52,50162.262,58846.16,69329.719,83299.844,87423.883,102021,118314.5,141221.8,221079,486377.5,71925.523,37261.621,34663.902,.036116786,2.8499691,273890,.061804101,.58616608,-.71420449,8.4331779,-2.003741,-1.402266,-.91622382,-.48113301,-.36331031,-.094146296,-.0059018,.058491901,.1377084,.2630572,.55201203,.66089737,1.0016429,1.325341,1.707939,2.3580749,2.786695,1.1420304,.60240549,.53962493,.054972757,7.636003,,,,,,,,,,,,,,,,,,,,,,,,,,,,299025,.0009396,.69000798,.64230448,5.093132,-1.821162,-1.499765,-1.099947,-.66292018,-.53709388,-.2524389,-.16226991,-.091838703,.0029763,.1746677,.65467852,.84826142,1.543573,2,2,2,2,1.5111816,.94010013,.57108146,.24419214,8.1941252,,,,,,,,,,,,,,,,,,,,,,,,,,,,.63784248,.49120721,,,,-.13891648,,,,,,
AUS,2022,All genders,27,,,,,,,,,,,,,,282709,10.72568,.67413139,8.7200413,8.9777517,9.3148327,9.7475576,9.9043827,10.40876,10.68515,10.8692,11.02678,11.18461,11.36534,11.41822,11.57635,11.72187,11.90008,12.46211,13.28476,1.6706619,.54901981,1.1216421,-.34275174,3.5369177,282709,7.8700002e-10,.67186898,-2.0031159,-1.745965,-1.408229,-.97356898,-.81616598,-.31412509,-.039597601,.1431855,.30055419,.4594678,.64318728,.69259238,.84233463,.97993457,1.150318,1.714283,2.509551,1.6661613,.54940689,1.1167545,-.34051183,3.5236874,266192,.0116084,.52679199,-1.465214,-1.2001131,-.96829557,-.7027517,-.61142337,-.29601851,-.084086701,.081378601,.2255156,.37845421,.5641557,.61104661,.74483341,.88097042,1.051391,1.4973201,2.24965,1.3137983,.52966803,.78413028,-.1936844,3.0854969,0,282709,54909.629,31991.15,6124.4312,7924.7959,11101.47,17112.381,20017.92,33148.672,43702.238,52533.32,61499.5,72013.656,86278.672,90963.938,106548,123238.2,147279.09,258359.41,588165.88,73851.555,38430.617,35420.938,.0407531,2.9670258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.59677482,.4802945,,,,-.16710359,,,,,,
AUS,2002,Female,27,,,,,,,,,,,,,,91226,10.51874,.66785532,8.5390749,8.7707167,9.0617313,9.4989309,9.6657372,10.22133,10.5249,10.69713,10.83709,10.97891,11.13281,11.17371,11.29881,11.41651,11.57065,11.93842,12.47129,1.6747789,.47657967,1.1981993,-.43087453,3.4924238,91226,-6.0600001e-09,.66785532,-1.979661,-1.748019,-1.457004,-1.019805,-.85299861,-.29740989,.0061637,.1783935,.31835669,.46017179,.61407667,.65497029,.78007329,.89777482,1.05191,1.419686,1.952552,1.6747752,.47657681,1.1981984,-.4308767,3.4924204,,,,,,,,,,,,,,,,,,,,,,,,,,0,91226,44164.172,22898.59,5110.6138,6442.7861,8619.0635,13345.45,15767.99,27483.09,37231.09,44228.699,50873.23,58624.461,68378.391,71232.617,80725.453,90808.719,105941.8,153035.09,260742.2,57887.168,27003.918,30883.25,-.067015402,2.7091272,84016,.063069701,.58128512,-.87117779,8.583992,-2.007988,-1.453775,-.99901849,-.51515567,-.38097519,-.047014199,.052820299,.099842101,.1501213,.2406626,.49024829,.59342492,.94768238,1.292974,1.6844749,2.3809819,2.713587,1.1085806,.49358281,.61499774,-.10952287,9.5480375,74101,.097761497,.90879011,-.64077759,4.7814488,-2.70294,-2.172307,-1.661501,-1.073884,-.88436842,-.26878589,.0478702,.21685369,.3614192,.54730761,.91489738,1.051293,1.485607,1.883841,2.2961049,2.915375,3.42449,2.1251769,.83443934,1.2907377,-.21471079,4.9702001,93432,-.0067373998,.74459469,-.40487701,5.0232248,-2,-2,-1.7777621,-.92558539,-.67823398,-.1477934,-.0059850002,.048386101,.1049232,.2169947,.57480311,.7351585,1.281921,1.831802,2,2,2,1.660744,.68677241,.97397149,-.172934,10.504186,93092,-.1062502,1.085377,-.1960724,2.50195,-2,-2,-2,-2,-1.893651,-.77318579,-.197372,.079682097,.2596499,.49497139,1.062849,1.277124,1.8838609,2,2,2,2,3.2771239,1.1974419,2.0796821,-.26921171,3.1541831,,,,,,,,,,,,
AUS,2003,Female,27,,,,,,,,,,,,,,91512,10.51758,.66817439,8.5402937,8.7740726,9.0639801,9.4999743,9.6645546,10.21244,10.52238,10.70003,10.84068,10.97977,11.13337,11.17278,11.29191,11.4101,11.55581,11.92616,12.41159,1.6728058,.47274971,1.2000561,-.4347823,3.4353235,91512,6.6100001e-09,.66817439,-1.97729,-1.743511,-1.453604,-1.01761,-.85302931,-.30514431,.0047974,.1824436,.32309821,.4621906,.61578751,.65519428,.77432919,.892519,1.038223,1.408578,1.8940049,1.6728042,.47275066,1.2000536,-.43478066,3.4353056,,,,,,,,,,,,,,,,,,,,,,,,,,0,91512,44115.289,22745.391,5116.8491,6464.4492,8638.4619,13359.38,15749.36,27239.949,37137.469,44357.059,51056.191,58675.309,68416.617,71166.523,80170.68,90228.727,104381.4,151170.2,245631.8,57807.145,26809.465,30997.68,-.07245151,2.6646514,84562,.077500403,.58798212,-.83754373,8.3686342,-2.028652,-1.454298,-.98835129,-.51170492,-.37215281,-.034938298,.061575498,.1088606,.16187631,.25533059,.52017069,.63630342,.98476738,1.321896,1.702408,2.4042821,2.795248,1.1480083,.52744281,.62056553,-.081116766,9.5642147,74962,.1097992,.92228568,-.64753091,4.766336,-2.719192,-2.1996191,-1.68088,-1.083598,-.87845641,-.26275849,.056392401,.22762559,.3720825,.56944352,.95119929,1.092291,1.518193,1.910995,2.3034201,2.9720521,3.4357979,2.175889,.86466539,1.3112236,-.20523025,4.9394426,95017,-.00052120001,.76628518,-.2744495,4.8407259,-2,-2,-1.781685,-.93366069,-.689309,-.1567836,-.020649901,.034063298,.095543601,.2165474,.64025033,.81093311,1.400387,2,2,2,2,1.7445939,.77686983,.96772397,-.10939746,10.714353,94478,-.077775203,1.09319,-.093368404,2.5390289,-2,-2,-2,-1.977918,-1.735388,-.7291804,-.2039471,.0431033,.2263177,.50596797,1.192673,1.457285,2,2,2,2,2,3.4352031,1.4141817,2.0210214,-.17665321,3.2384772,.57851803,,,,,,,,,,,
AUS,2004,Female,27,,,,,,,,,,,,,,93097,10.52309,.67363399,8.5537796,8.7689781,9.0593882,9.4849186,9.646594,10.21523,10.52771,10.70897,10.85044,10.99159,11.14701,11.18436,11.30419,11.42088,11.56549,11.94563,12.4668,1.699441,.47538948,1.2240515,-.44053426,3.415817,93097,4.8800000e-09,.67363399,-1.969309,-1.7541111,-1.463701,-1.03817,-.87649471,-.30785969,.0046211998,.1858822,.32735029,.46850359,.6239211,.6612727,.78110093,.8977887,1.042406,1.4225399,1.943711,1.6994426,.47539049,1.2240522,-.44053367,3.4157975,86371,.021148,.4925307,-1.475657,-1.207675,-.95052397,-.66522759,-.56257308,-.23132101,-.026242901,.1152604,.23551591,.3622039,.51290733,.54768592,.64950973,.74912858,.88085198,1.210301,1.641216,1.2129135,.43242553,.78048801,-.28696397,3.2969191,0,93097,44485.789,23152.15,5186.3198,6431.6001,8598.8916,13159.76,15469.01,27316.029,37335.891,44755.551,51556.801,59372.828,69356.141,71995.688,81160.992,91206.156,105397.6,154141.91,259574.59,58835.93,27240.137,31595.791,-.074030519,2.644511,86963,.1161783,.60562438,-.87341541,8.1674089,-2.0319531,-1.4747829,-.99340212,-.4944025,-.3508735,-.0018468,.097449698,.151278,.2089038,.30482811,.57954359,.69398928,1.0484461,1.394637,1.7817349,2.418412,2.825865,1.1883918,.54271126,.64568049,-.086645856,9.3565531,75539,.1066793,.90960902,-.63828528,4.8179131,-2.6994729,-2.1663401,-1.637046,-1.056555,-.86122513,-.26704219,.041517299,.2173223,.36397079,.55813032,.94121271,1.079497,1.512754,1.892004,2.2734661,2.9497621,3.2861919,2.1360521,.86217469,1.2738774,-.19274001,4.9181767,98003,.0100909,.77354842,-.23731279,4.7077322,-2,-2,-1.7242351,-.95251328,-.7094239,-.1567729,-.0216853,.0397305,.1066903,.2345404,.671143,.84986871,1.454836,2,2,2,2,1.802382,.81013823,.99224377,-.10103604,10.221989,95300,-.064664401,1.089726,-.084801003,2.56618,-2,-2,-2,-1.9494981,-1.685568,-.7006886,-.2010842,.042544499,.227854,.50921071,1.222858,1.477548,2,2,2,2,2,3.4270461,1.4350035,1.9920425,-.16254203,3.3060603,.57614946,.42170843,,,,-.17027958,,,,,,
AUS,2005,Female,27,,,,,,,,,,,,,,98786,10.51382,.69530213,8.5356836,8.7313929,8.9917774,9.4289627,9.6014166,10.18616,10.51967,10.70786,10.85296,11.0023,11.16536,11.2048,11.319,11.43146,11.57423,11.96891,12.56746,1.7758369,.49693966,1.2788973,-.44033188,3.3083379,98786,-9.1199999e-09,.69530213,-1.978135,-1.782426,-1.522041,-1.084856,-.91240221,-.32766339,.0058546001,.1940403,.33913991,.48847869,.65154082,.69098192,.80517769,.91764259,1.060414,1.4550951,2.0536461,1.7758379,.49694163,1.2788963,-.44033,3.3083315,89774,.0200643,.49778989,-1.496807,-1.2159539,-.96684319,-.67182982,-.56860977,-.2334915,-.028273201,.1145853,.2361902,.36429921,.51787698,.55440181,.65532058,.7548613,.88110769,1.237332,1.7825741,1.2262316,.4398165,.7864151,-.28265345,3.2968316,0,98786,44570.98,23866.08,5093.313,6194.3472,8036.7261,12443.61,14785.71,26533.279,37037.039,44705.828,51686.828,60011.859,70640.547,73482.367,82371.641,92176.609,106322.6,157773.3,287065.19,61038.758,28776.539,32262.219,-.057106007,2.5682769,91734,.1084668,.61173332,-.88044089,8.2139816,-2.08164,-1.498293,-1.001855,-.49942341,-.3628487,-.0094542,.085484102,.13647661,.1972986,.3018032,.58439398,.70060211,1.054149,1.38981,1.779335,2.4380579,2.983155,1.2000256,.56412554,.63590002,-.059810795,9.2788248,78679,.091818199,.91554952,-.60962647,4.8319159,-2.74563,-2.1733921,-1.648201,-1.073112,-.87750047,-.285532,.0246439,.195961,.34720421,.54264832,.93229198,1.0764821,1.514075,1.908211,2.3070779,2.9541459,3.553081,2.1495941,.88052106,1.269073,-.18075596,4.9283991,104361,.0094390996,.77760851,-.13099471,4.5887341,-2,-2,-1.662413,-.93042171,-.69737321,-.1730967,-.045798101,.0124661,.085646302,.23272391,.72195792,.90420502,1.524417,2,2,2,2,1.8346267,.89173895,.94288778,-.027879694,9.8565722,98757,-.065524898,1.078335,-.0583825,2.590116,-2,-2,-2,-1.882861,-1.6163369,-.68896419,-.21448641,.0194085,.21092729,.49751511,1.231655,1.488453,2,2,2,2,2,3.371314,1.4690446,1.9022695,-.12850328,3.3713188,.56458271,.40839955,,,,-.14366934,,,,,,
AUS,2006,Female,27,,,,,,,,,,,,,,102564,10.50906,.70136613,8.5362263,8.7291527,8.9857874,9.4045992,9.57059,10.17233,10.51219,10.70973,10.85872,11.00559,11.16537,11.20438,11.32096,11.43313,11.57159,11.9504,12.47198,1.7997808,.49464989,1.305131,-.45032209,3.2450566,102564,-3.0700000e-09,.70136613,-1.972834,-1.779907,-1.523273,-1.104461,-.93846989,-.33673051,.0031318001,.20067111,.349657,.49652669,.65630913,.69531912,.81190389,.92407322,1.062533,1.4413429,1.962916,1.7997801,.49464801,1.305132,-.45032391,3.2450728,92891,.017982701,.50724149,-1.521004,-1.249772,-.99722809,-.69212103,-.58758777,-.2411761,-.0297208,.1178479,.2429366,.37148899,.52568668,.56152678,.66081482,.76085901,.8833003,1.2066979,1.643554,1.2536478,.44367889,.80996895,-.29217941,3.2817783,0,102564,44504.57,23868.24,5096.0781,6180.4922,7988.7339,12144.1,14336.88,26168.961,36760.949,44789.609,51985.32,60209.57,70641.227,73451.383,82533.844,92330.828,106042.3,154879.5,260921.91,61307.281,28661.773,32645.51,-.064979821,2.5308106,95061,.12896509,.61665332,-.82760602,7.789825,-2.0364389,-1.482504,-1.007285,-.50264072,-.3558349,.0019807999,.1049748,.1577044,.2202816,.3274613,.61847222,.73375893,1.093591,1.431851,1.795095,2.4244339,2.874439,1.2363997,.57605451,.66034514,-.06817425,8.9540081,81493,.081760898,.90218478,-.656138,4.9556618,-2.7540121,-2.1865129,-1.643549,-1.043136,-.8523134,-.2796205,.0146014,.1833588,.33017319,.52429551,.91205943,1.051609,1.484888,1.854533,2.237781,2.8989971,3.366605,2.0947452,.86825025,1.2264948,-.17102058,5.0267015,108243,.016993901,.77946007,-.1152631,4.5166211,-2,-2,-1.627668,-.93248153,-.7056222,-.1769729,-.0424807,.017653299,.094170399,.2449874,.74465191,.93126959,1.545153,2,2,2,2,1.8637512,.9136163,.95013481,-.019594094,9.4795647,102043,-.074085303,1.0703419,-.080232099,2.6242771,-2,-2,-2,-1.9126461,-1.646677,-.67900813,-.2108874,.0208579,.2058828,.48360541,1.183772,1.4264309,2,2,2,2,2,3.339077,1.405573,1.933504,-.15810686,3.4405241,.57536095,.4081248,,,,-.15889764,,,,,,
AUS,2007,Female,27,,,,,,,,,,,,,,111423,10.50282,.71787691,8.5404148,8.7151318,8.9559307,9.3638372,9.5317011,10.14159,10.49884,10.70958,10.86226,11.01377,11.17899,11.21981,11.34154,11.45835,11.6097,12.03064,12.6639,1.8559723,.51022911,1.3457432,-.45017594,3.1452434,111423,4.2399999e-09,.71787679,-1.962405,-1.787688,-1.54689,-1.138983,-.97111923,-.36123401,-.0039837998,.20676389,.3594377,.51094502,.67616528,.71698922,.83871812,.95552891,1.1068799,1.5278161,2.1610811,1.8559723,.5102253,1.3457469,-.45017999,3.1452453,99885,.019241501,.51889718,-1.5537,-1.283249,-1.019282,-.7125774,-.60147047,-.2428194,-.029774301,.1229691,.248505,.3793005,.53706878,.57656813,.67675823,.77492851,.90662038,1.262053,1.831417,1.2891455,.45359904,.83554649,-.29627955,3.3083293,0,111423,44695.461,25004.75,5117.4678,6094.439,7753.7402,11659.04,13790.03,25376.699,36273.289,44783.02,52169.75,60704.031,71609.656,74593.563,84249.547,94688.672,110161.3,167818.09,316127.69,62934.523,29810.543,33123.98,-.052648965,2.5078099,101735,.1211563,.62030739,-.79370421,7.879066,-2.06214,-1.489255,-1.000208,-.50465947,-.36310089,-.010785,.088669904,.1436034,.21190371,.32294479,.61383069,.73057193,1.091604,1.440371,1.815484,2.4783759,2.8657,1.2352314,.58696854,.64826286,-.049621727,8.7784376,87496,.0524964,.86882943,-.58913749,5.1234589,-2.6814821,-2.09728,-1.552485,-1.0035599,-.83142018,-.30992201,-.028601401,.1383083,.28059179,.47254679,.85330272,.98487449,1.412971,1.813507,2.2022541,2.838649,3.256983,1.9884344,.8465662,1.1418682,-.14850982,4.9980102,115408,.0073211999,.7713654,-.061117802,4.5452499,-2,-2,-1.5876859,-.90857738,-.69022328,-.1934136,-.066188902,-.0036665001,.078391701,.2349499,.73451549,.92138308,1.5284131,2,2,2,2,1.8299605,.9250496,.90491086,.011005014,9.3378639,106925,-.083040804,1.0244499,-.0238785,2.8014319,-2,-2,-2,-1.7364579,-1.453434,-.63418418,-.2350843,-.019501001,.156776,.42529431,1.095613,1.350698,1.960798,2,2,2,2,3.0871558,1.370199,1.716957,-.11232281,3.7754424,.576437,.40714628,,,,-.14455305,,,,,,
AUS,2008,Female,27,,,,,,,,,,,,,,118718,10.51003,.73007321,8.5243654,8.6999598,8.9397964,9.3538036,9.5198317,10.1347,10.50517,10.72082,10.87828,11.03024,11.19751,11.2389,11.36754,11.48873,11.63848,12.07299,12.62008,1.8850965,.51807976,1.3670168,-.4503414,3.1140652,118718,6.1200001e-10,.73007321,-1.985665,-1.81007,-1.5702339,-1.156226,-.99019837,-.3753331,-.0048592999,.2107875,.36825049,.52021092,.68748158,.72887099,.8575055,.97870219,1.1284519,1.562957,2.110054,1.885097,.51808345,1.3670136,-.45033762,3.1140537,105478,.0181318,.52453917,-1.560661,-1.29277,-1.035027,-.7169953,-.60859299,-.25039101,-.031232901,.1222214,.2508173,.3819713,.53945732,.57768148,.68643951,.78727812,.9231891,1.299971,1.697382,1.2946768,.45546007,.83921671,-.29641116,3.2893298,0,118718,45319.32,25665.461,5035.9922,6002.6719,7629.647,11542.64,13627.32,25202.471,36503.75,45288.91,53012.352,61712.48,72948.727,76031.352,86468.5,97609.711,113378,175078,302574.69,64488.711,30742.441,33746.27,-.04657913,2.5090938,107370,.091735303,.62638748,-.86912668,7.8779511,-2.1211269,-1.572929,-1.066223,-.56326967,-.40709981,-.039308701,.076968998,.13458391,.19534101,.29574949,.57870853,.69686401,1.047382,1.387565,1.792696,2.4931509,2.936352,1.2601337,.56228012,.69785357,-.10758656,8.8357611,92177,.031575099,.87074488,-.58043557,5.1570878,-2.7011521,-2.1128509,-1.575417,-1.028211,-.85505241,-.3305344,-.049952898,.1170707,.26130629,.4495264,.83151871,.96686888,1.3950239,1.790959,2.21348,2.8489289,3.325449,1.9950799,.8497982,1.1452817,-.14810608,5.0044942,120993,-.0141747,.75990802,-.1935271,4.5803232,-2,-2,-1.641066,-.96766078,-.74289232,-.2072318,-.052703101,.012952,.0836173,.21857861,.6651631,.83868837,1.403568,1.858405,2,2,2,1.8063492,.8257364,.98061275,-.085739985,9.0613213,111010,-.097700499,1.0042551,-.048050798,2.8463881,-2,-2,-2,-1.716458,-1.438064,-.63472378,-.23951539,-.0235314,.1517241,.40260199,1.023127,1.260347,1.844687,2,2,2,2,2.976805,1.2838784,1.6929265,-.13741179,3.8560693,.58054125,.40977961,,,,-.13939387,,,,,,
AUS,2009,Female,27,,,,,,,,,,,,,,123459,10.51087,.73017257,8.5295153,8.7068729,8.9512968,9.3617783,9.5241146,10.12622,10.49713,10.71673,10.88091,11.03855,11.20508,11.24713,11.37136,11.48716,11.63475,12.03492,12.56321,1.8853521,.53040028,1.3549519,-.43734619,3.0474553,123459,-6.1400001e-09,.73017257,-1.981351,-1.803993,-1.559569,-1.149088,-.98675132,-.3846432,-.0137393,.2058681,.37004691,.52767968,.69421798,.73626828,.86049211,.976291,1.123888,1.5240541,2.052346,1.8853563,.53040016,1.3549562,-.43734756,3.0474782,110954,.019528501,.53088349,-1.56935,-1.298265,-1.042727,-.73070252,-.62188542,-.25397879,-.032531802,.1254739,.25648871,.38883871,.54829878,.58706558,.69754589,.80077362,.93691438,1.3074729,1.770269,1.3177681,.46159166,.85617644,-.29943416,3.2653725,0,123459,45384.859,25687.98,5061.9888,6044.311,7717.896,11635.06,13685.8,24989.779,36211.289,45104.34,53152.102,62227.051,73503.141,76659.906,86799.656,97456.023,112956.1,168538.5,285847.19,65024.848,31555.566,33469.281,-.029430516,2.4548445,111255,.086197697,.61455792,-.90655142,8.1661301,-2.1070001,-1.528749,-1.051242,-.55981213,-.40828079,-.031851299,.080888301,.13415959,.1887088,.28165299,.54605907,.65951109,1.019676,1.352935,1.750138,2.4544699,2.879729,1.2193232,.52535152,.69397175,-.13829002,9.1918488,95973,.035141699,.85844362,-.52532661,5.2102499,-2.6552701,-2.064321,-1.5272959,-.99636471,-.82770932,-.32912359,-.049121998,.1136578,.25333869,.43895891,.82322967,.96040708,1.400447,1.802012,2.2178121,2.8978,3.440681,1.9567719,.84674931,1.1100225,-.13454469,5.0337472,124681,-.0255167,.74347442,-.1600173,4.7312431,-2,-2,-1.594166,-.93743223,-.73003179,-.2058108,-.058350101,.0022543001,.065605,.189659,.62076157,.79467428,1.358642,1.825358,2,2,2,1.7321064,.79241997,.93968654,-.08502166,9.672946,115598,-.090854503,1.001527,-.065649301,2.869534,-2,-2,-2,-1.722054,-1.421947,-.61333841,-.22641639,-.0132229,.15491921,.4032321,1.027913,1.263293,1.836358,2,2,2,2,2.985347,1.276516,1.7088311,-.14481235,3.9347985,.59619796,.43189871,,,,-.15323287,,,,,,
