table_no,sheet_no,table_title,date,series,value,series_type,data_type,collection_month,frequency,series_id,unit,.__txt
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government ;  Final consumption expenditure: Percentage changes ;,0.6,Trend,DERIVED,3,Quarter,A2304249R,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure - Defence ;,2684,Seasonally Adjusted,DERIVED,3,Quarter,A2304076C,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure - Non-defence ;,3659,Seasonally Adjusted,DERIVED,3,Quarter,A2304077F,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure ;,6010,Seasonally Adjusted,DERIVED,3,Quarter,A2304078J,$ Millions,General government - National ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - State and local ;  Final consumption expenditure ;,9816,Seasonally Adjusted,DERIVED,3,Quarter,A2304079K,$ Millions,General government - State and local ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government ;  Final consumption expenditure ;,15876,Seasonally Adjusted,DERIVED,3,Quarter,A2304080V,$ Millions,General government ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,-1,Seasonally Adjusted,DERIVED,3,Quarter,A2304117L,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,0.1,Seasonally Adjusted,DERIVED,3,Quarter,A2304119T,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure: Percentage changes ;,-0.9,Seasonally Adjusted,DERIVED,3,Quarter,A2304121C,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,1,Seasonally Adjusted,DERIVED,3,Quarter,A2304123J,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government ;  Final consumption expenditure: Percentage changes ;,0.8,Seasonally Adjusted,DERIVED,3,Quarter,A2304125L,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure - Defence ;,2754,Original,DERIVED,3,Quarter,A2302479K,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure - Non-defence ;,3736,Original,DERIVED,3,Quarter,A2302480V,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure ;,6182,Original,DERIVED,3,Quarter,A2302481W,$ Millions,General government - National ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - State and local ;  Final consumption expenditure ;,10737,Original,DERIVED,3,Quarter,A2302482X,$ Millions,General government - State and local ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government ;  Final consumption expenditure ;,16723,Original,DERIVED,3,Quarter,A2302483A,$ Millions,General government ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303946C,Index Points,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303948J,Index Points,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - National ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2298900T,Index Points,General government - National ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government - State and local ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303950V,Index Points,General government - State and local ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-06-01,General government ;  Final consumption expenditure: Contributions to growth ;,0.1,Seasonally Adjusted,DERIVED,3,Quarter,A2303952X,Index Points,General government ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Defence ;,2993,Trend,DERIVED,3,Quarter,A2304202F,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Non-defence ;,3621,Trend,DERIVED,3,Quarter,A2304203J,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure ;,6253,Trend,DERIVED,3,Quarter,A2304204K,$ Millions,General government - National ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - State and local ;  Final consumption expenditure ;,9953,Trend,DERIVED,3,Quarter,A2304205L,$ Millions,General government - State and local ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government ;  Final consumption expenditure ;,16270,Trend,DERIVED,3,Quarter,A2304206R,$ Millions,General government ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,6.3,Trend,DERIVED,3,Quarter,A2304241W,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,-0.5,Trend,DERIVED,3,Quarter,A2304243A,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure: Percentage changes ;,2.3,Trend,DERIVED,3,Quarter,A2304245F,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,1.1,Trend,DERIVED,3,Quarter,A2304247K,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government ;  Final consumption expenditure: Percentage changes ;,1.8,Trend,DERIVED,3,Quarter,A2304249R,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Defence ;,3165,Seasonally Adjusted,DERIVED,3,Quarter,A2304076C,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Non-defence ;,3596,Seasonally Adjusted,DERIVED,3,Quarter,A2304077F,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure ;,6334,Seasonally Adjusted,DERIVED,3,Quarter,A2304078J,$ Millions,General government - National ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - State and local ;  Final consumption expenditure ;,9969,Seasonally Adjusted,DERIVED,3,Quarter,A2304079K,$ Millions,General government - State and local ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government ;  Final consumption expenditure ;,16398,Seasonally Adjusted,DERIVED,3,Quarter,A2304080V,$ Millions,General government ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,17.9,Seasonally Adjusted,DERIVED,3,Quarter,A2304117L,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,-1.7,Seasonally Adjusted,DERIVED,3,Quarter,A2304119T,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure: Percentage changes ;,5.4,Seasonally Adjusted,DERIVED,3,Quarter,A2304121C,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,1.6,Seasonally Adjusted,DERIVED,3,Quarter,A2304123J,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government ;  Final consumption expenditure: Percentage changes ;,3.3,Seasonally Adjusted,DERIVED,3,Quarter,A2304125L,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Defence ;,3158,Original,DERIVED,3,Quarter,A2302479K,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Non-defence ;,3649,Original,DERIVED,3,Quarter,A2302480V,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure ;,6387,Original,DERIVED,3,Quarter,A2302481W,$ Millions,General government - National ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - State and local ;  Final consumption expenditure ;,9460,Original,DERIVED,3,Quarter,A2302482X,$ Millions,General government - State and local ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government ;  Final consumption expenditure ;,16035,Original,DERIVED,3,Quarter,A2302483A,$ Millions,General government ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303946C,Index Points,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303948J,Index Points,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - National ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2298900T,Index Points,General government - National ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government - State and local ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303950V,Index Points,General government - State and local ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-09-01,General government ;  Final consumption expenditure: Contributions to growth ;,0.4,Seasonally Adjusted,DERIVED,3,Quarter,A2303952X,Index Points,General government ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Defence ;,3194,Trend,DERIVED,3,Quarter,A2304202F,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Non-defence ;,3611,Trend,DERIVED,3,Quarter,A2304203J,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure ;,6413,Trend,DERIVED,3,Quarter,A2304204K,$ Millions,General government - National ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - State and local ;  Final consumption expenditure ;,10093,Trend,DERIVED,3,Quarter,A2304205L,$ Millions,General government - State and local ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government ;  Final consumption expenditure ;,16581,Trend,DERIVED,3,Quarter,A2304206R,$ Millions,General government ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,6.7,Trend,DERIVED,3,Quarter,A2304241W,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,-0.3,Trend,DERIVED,3,Quarter,A2304243A,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure: Percentage changes ;,2.6,Trend,DERIVED,3,Quarter,A2304245F,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,1.4,Trend,DERIVED,3,Quarter,A2304247K,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government ;  Final consumption expenditure: Percentage changes ;,1.9,Trend,DERIVED,3,Quarter,A2304249R,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Defence ;,3134,Seasonally Adjusted,DERIVED,3,Quarter,A2304076C,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Non-defence ;,3606,Seasonally Adjusted,DERIVED,3,Quarter,A2304077F,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure ;,6424,Seasonally Adjusted,DERIVED,3,Quarter,A2304078J,$ Millions,General government - National ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - State and local ;  Final consumption expenditure ;,10064,Seasonally Adjusted,DERIVED,3,Quarter,A2304079K,$ Millions,General government - State and local ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government ;  Final consumption expenditure ;,16536,Seasonally Adjusted,DERIVED,3,Quarter,A2304080V,$ Millions,General government ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,-1,Seasonally Adjusted,DERIVED,3,Quarter,A2304117L,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,0.3,Seasonally Adjusted,DERIVED,3,Quarter,A2304119T,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure: Percentage changes ;,1.4,Seasonally Adjusted,DERIVED,3,Quarter,A2304121C,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,1,Seasonally Adjusted,DERIVED,3,Quarter,A2304123J,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government ;  Final consumption expenditure: Percentage changes ;,0.8,Seasonally Adjusted,DERIVED,3,Quarter,A2304125L,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Defence ;,3220,Original,DERIVED,3,Quarter,A2302479K,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Non-defence ;,3536,Original,DERIVED,3,Quarter,A2302480V,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure ;,6300,Original,DERIVED,3,Quarter,A2302481W,$ Millions,General government - National ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - State and local ;  Final consumption expenditure ;,10407,Original,DERIVED,3,Quarter,A2302482X,$ Millions,General government - State and local ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government ;  Final consumption expenditure ;,16714,Original,DERIVED,3,Quarter,A2302483A,$ Millions,General government ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303946C,Index Points,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303948J,Index Points,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - National ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2298900T,Index Points,General government - National ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government - State and local ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303950V,Index Points,General government - State and local ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1966-12-01,General government ;  Final consumption expenditure: Contributions to growth ;,0.1,Seasonally Adjusted,DERIVED,3,Quarter,A2303952X,Index Points,General government ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government - National ;  Final consumption expenditure - Defence ;,3238,Trend,DERIVED,3,Quarter,A2304202F,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government - National ;  Final consumption expenditure - Non-defence ;,3691,Trend,DERIVED,3,Quarter,A2304203J,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government - National ;  Final consumption expenditure ;,6522,Trend,DERIVED,3,Quarter,A2304204K,$ Millions,General government - National ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government - State and local ;  Final consumption expenditure ;,10194,Trend,DERIVED,3,Quarter,A2304205L,$ Millions,General government - State and local ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government ;  Final consumption expenditure ;,16783,Trend,DERIVED,3,Quarter,A2304206R,$ Millions,General government ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,1.4,Trend,DERIVED,3,Quarter,A2304241W,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,2.2,Trend,DERIVED,3,Quarter,A2304243A,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government - National ;  Final consumption expenditure: Percentage changes ;,1.7,Trend,DERIVED,3,Quarter,A2304245F,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,1,Trend,DERIVED,3,Quarter,A2304247K,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government ;  Final consumption expenditure: Percentage changes ;,1.2,Trend,DERIVED,3,Quarter,A2304249R,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1967-03-01,General government - National ;  Final consumption expenditure - Defence ;,3329,Seasonally Adjusted,DERIVED,3,Quarter,A2304076C,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Seasonally Adjusted
