table_no,sheet_no,table_title,date,series,value,series_type,data_type,collection_month,frequency,series_id,unit,.__txt
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-06-01,Gross domestic product: Index - Percentage changes ;,,Original,DERIVED,3,Quarter,A2302456V,Percent,Gross domestic product: Index - Percentage changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-06-01,Gross domestic product: Chain volume measures ;,79318,Original,DERIVED,3,Quarter,A2302459A,$ Millions,Gross domestic product: Chain volume measures ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-06-01,GDP per capita: Chain volume measures ;,7718,Original,DERIVED,3,Quarter,A2302460K,$,GDP per capita: Chain volume measures ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-06-01,Gross domestic product: Current prices ;,4182,Original,DERIVED,3,Quarter,A2302467A,$ Millions,Gross domestic product: Current prices ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-06-01,GDP per capita: Current prices ;,407,Original,DERIVED,3,Quarter,A2302468C,$,GDP per capita: Current prices ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-06-01,GDP per hour worked: Index ;,,Original,DERIVED,3,Quarter,A2302474X,Index Numbers,GDP per hour worked: Index ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-06-01,Gross domestic product: Index ;,,Original,DERIVED,3,Quarter,A2302476C,Index Numbers,Gross domestic product: Index ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Chain volume measures - Percentage changes ;,0.9,Trend,DERIVED,3,Quarter,A2298668K,Percent,Gross domestic product: Chain volume measures - Percentage changes ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per capita: Chain volume measures - Percentage changes ;,,Trend,DERIVED,3,Quarter,A2304308C,Percent,GDP per capita: Chain volume measures - Percentage changes ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Current prices - Percentage Changes ;,1.9,Trend,DERIVED,3,Quarter,A2304322X,Percent,Gross domestic product: Current prices - Percentage Changes ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per hour worked: Index - Percentage changes ;,,Trend,DERIVED,3,Quarter,A2304328L,Percent,GDP per hour worked: Index - Percentage changes ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Chain volume measures ;,82155,Trend,DERIVED,3,Quarter,A2304334J,$ Millions,Gross domestic product: Chain volume measures ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per capita: Chain volume measures ;,,Trend,DERIVED,3,Quarter,A2304336L,$,GDP per capita: Chain volume measures ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Current prices ;,4412,Trend,DERIVED,3,Quarter,A2304350J,$ Millions,Gross domestic product: Current prices ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per capita: Current prices ;,,Trend,DERIVED,3,Quarter,A2304352L,$,GDP per capita: Current prices ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per hour worked: Index ;,,Trend,DERIVED,3,Quarter,A2304364W,Index Numbers,GDP per hour worked: Index ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Chain volume measures - Percentage changes ;,0.2,Seasonally Adjusted,DERIVED,3,Quarter,A2304370T,Percent,Gross domestic product: Chain volume measures - Percentage changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per capita: Chain volume measures - Percentage changes ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304372W,Percent,GDP per capita: Chain volume measures - Percentage changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Current prices - Percentage Changes ;,0.5,Seasonally Adjusted,DERIVED,3,Quarter,A2304386K,Percent,Gross domestic product: Current prices - Percentage Changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per hour worked: Index - Percentage changes ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304392F,Percent,GDP per hour worked: Index - Percentage changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Index - Percentage changes ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304396R,Percent,Gross domestic product: Index - Percentage changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Chain volume measures ;,82177,Seasonally Adjusted,DERIVED,3,Quarter,A2304402X,$ Millions,Gross domestic product: Chain volume measures ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per capita: Chain volume measures ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304404C,$,GDP per capita: Chain volume measures ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Current prices ;,4400,Seasonally Adjusted,DERIVED,3,Quarter,A2304418T,$ Millions,Gross domestic product: Current prices ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per capita: Current prices ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304420C,$,GDP per capita: Current prices ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per hour worked: Index ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304192L,Index Numbers,GDP per hour worked: Index ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Index ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304196W,Index Numbers,Gross domestic product: Index ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Chain volume measures - Percentage changes ;,2,Original,DERIVED,3,Quarter,A2302696F,Percent,Gross domestic product: Chain volume measures - Percentage changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per capita: Chain volume measures - Percentage changes ;,1.4,Original,DERIVED,3,Quarter,A2302697J,Percent,GDP per capita: Chain volume measures - Percentage changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Current prices - Percentage Changes ;,3.8,Original,DERIVED,3,Quarter,A2302704V,Percent,Gross domestic product: Current prices - Percentage Changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per hour worked: Index - Percentage changes ;,,Original,DERIVED,3,Quarter,A2302454R,Percent,GDP per hour worked: Index - Percentage changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Index - Percentage changes ;,,Original,DERIVED,3,Quarter,A2302456V,Percent,Gross domestic product: Index - Percentage changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Chain volume measures ;,80902,Original,DERIVED,3,Quarter,A2302459A,$ Millions,Gross domestic product: Chain volume measures ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per capita: Chain volume measures ;,7829,Original,DERIVED,3,Quarter,A2302460K,$,GDP per capita: Chain volume measures ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Current prices ;,4339,Original,DERIVED,3,Quarter,A2302467A,$ Millions,Gross domestic product: Current prices ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per capita: Current prices ;,420,Original,DERIVED,3,Quarter,A2302468C,$,GDP per capita: Current prices ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,GDP per hour worked: Index ;,,Original,DERIVED,3,Quarter,A2302474X,Index Numbers,GDP per hour worked: Index ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-09-01,Gross domestic product: Index ;,,Original,DERIVED,3,Quarter,A2302476C,Index Numbers,Gross domestic product: Index ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Chain volume measures - Percentage changes ;,0.2,Trend,DERIVED,3,Quarter,A2298668K,Percent,Gross domestic product: Chain volume measures - Percentage changes ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per capita: Chain volume measures - Percentage changes ;,,Trend,DERIVED,3,Quarter,A2304308C,Percent,GDP per capita: Chain volume measures - Percentage changes ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Current prices - Percentage Changes ;,0.4,Trend,DERIVED,3,Quarter,A2304322X,Percent,Gross domestic product: Current prices - Percentage Changes ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per hour worked: Index - Percentage changes ;,,Trend,DERIVED,3,Quarter,A2304328L,Percent,GDP per hour worked: Index - Percentage changes ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Chain volume measures ;,82304,Trend,DERIVED,3,Quarter,A2304334J,$ Millions,Gross domestic product: Chain volume measures ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per capita: Chain volume measures ;,,Trend,DERIVED,3,Quarter,A2304336L,$,GDP per capita: Chain volume measures ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Current prices ;,4430,Trend,DERIVED,3,Quarter,A2304350J,$ Millions,Gross domestic product: Current prices ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per capita: Current prices ;,,Trend,DERIVED,3,Quarter,A2304352L,$,GDP per capita: Current prices ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per hour worked: Index ;,,Trend,DERIVED,3,Quarter,A2304364W,Index Numbers,GDP per hour worked: Index ; | Trend
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Chain volume measures - Percentage changes ;,-0.2,Seasonally Adjusted,DERIVED,3,Quarter,A2304370T,Percent,Gross domestic product: Chain volume measures - Percentage changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per capita: Chain volume measures - Percentage changes ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304372W,Percent,GDP per capita: Chain volume measures - Percentage changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Current prices - Percentage Changes ;,0.6,Seasonally Adjusted,DERIVED,3,Quarter,A2304386K,Percent,Gross domestic product: Current prices - Percentage Changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per hour worked: Index - Percentage changes ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304392F,Percent,GDP per hour worked: Index - Percentage changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Index - Percentage changes ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304396R,Percent,Gross domestic product: Index - Percentage changes ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Chain volume measures ;,82020,Seasonally Adjusted,DERIVED,3,Quarter,A2304402X,$ Millions,Gross domestic product: Chain volume measures ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per capita: Chain volume measures ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304404C,$,GDP per capita: Chain volume measures ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Current prices ;,4428,Seasonally Adjusted,DERIVED,3,Quarter,A2304418T,$ Millions,Gross domestic product: Current prices ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per capita: Current prices ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304420C,$,GDP per capita: Current prices ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per hour worked: Index ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304192L,Index Numbers,GDP per hour worked: Index ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Index ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2304196W,Index Numbers,Gross domestic product: Index ; | Seasonally Adjusted
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Chain volume measures - Percentage changes ;,10.9,Original,DERIVED,3,Quarter,A2302696F,Percent,Gross domestic product: Chain volume measures - Percentage changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per capita: Chain volume measures - Percentage changes ;,10.3,Original,DERIVED,3,Quarter,A2302697J,Percent,GDP per capita: Chain volume measures - Percentage changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Current prices - Percentage Changes ;,12.2,Original,DERIVED,3,Quarter,A2302704V,Percent,Gross domestic product: Current prices - Percentage Changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per hour worked: Index - Percentage changes ;,,Original,DERIVED,3,Quarter,A2302454R,Percent,GDP per hour worked: Index - Percentage changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Index - Percentage changes ;,,Original,DERIVED,3,Quarter,A2302456V,Percent,Gross domestic product: Index - Percentage changes ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Chain volume measures ;,89709,Original,DERIVED,3,Quarter,A2302459A,$ Millions,Gross domestic product: Chain volume measures ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per capita: Chain volume measures ;,8633,Original,DERIVED,3,Quarter,A2302460K,$,GDP per capita: Chain volume measures ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Current prices ;,4867,Original,DERIVED,3,Quarter,A2302467A,$ Millions,Gross domestic product: Current prices ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per capita: Current prices ;,468,Original,DERIVED,3,Quarter,A2302468C,$,GDP per capita: Current prices ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,GDP per hour worked: Index ;,,Original,DERIVED,3,Quarter,A2302474X,Index Numbers,GDP per hour worked: Index ; | Original
5206001_key_aggregates,Data1,Table 1. Key National Accounts Aggregates,1960-12-01,Gross domestic product: Index ;,,Original,DERIVED,3,Quarter,A2302476C,Index Numbers,Gross domestic product: Index ; | Original
