search_curvature,separation_threshold,separation_dispersion,fitted_loss,heldout_AUS_post_jfr_gap_pp,jfr_pre_gap_data_pp,jfr_pre_gap_model_pp,jfr_post_gap_data_pp,jfr_post_gap_model_pp,jfr_did_data_pp,jfr_did_model_pp,f_N_pre_model,f_R_pre_model,f_N_post_model,f_R_post_predicted,sep_N_pre_model,sep_R_pre_model,sep_N_post_model,sep_R_post_model,health_N,health_R,differential_health_pct_wage,common_sep_shock,mu_pre,kappa_common,mu_post
80.0,0.05,0.08,3.7394261260674653,-5.170889563955466,-1.3399999999999994,-1.3521616254825175,-3.05,-8.220889554238067,-1.7100000000000004,-6.868727928755549,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.110436044533436e-5,0.048,0.0484,0.05499999999999998,0.07326278852588984,0.0,1.9999992105598483,363.63622010179057,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.05,0.16,10.866090233698962,-5.170848532957238,-1.3399999999999994,-1.3521616254825175,-3.05,-8.22084852323984,-1.7100000000000004,-6.868686897757321,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.151467042762106e-5,0.048,0.0484,0.05499999999999998,0.05963647230107786,0.0,1.9999999544614233,363.63635535662235,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.05,0.32,11.537361174752279,-5.170847009446598,-1.3399999999999994,-1.3521616254825175,-3.05,-8.220846999729199,-1.7100000000000004,-6.868685374246681,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.152990553401443e-5,0.048,0.0484,0.05499999999999998,0.05863352752399892,0.0,1.9999999444799779,363.6363535418141,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.1,0.04,0.00014865012288863558,0.38356740070083006,-1.3399999999999994,-1.3521616254825175,-3.05,-2.666432589581771,-1.7100000000000004,-1.3142709640992534,0.10025558182866681,0.08673396557384164,0.08229999990282601,0.0556356740070083,0.048,0.0484,0.05499999999999998,0.09260000000317158,0.0,0.03681896191221773,6.694356711312313,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.1,0.08,7.621607200422445,-5.170858110627979,-1.3399999999999994,-1.3521616254825175,-3.05,-8.220858100910581,-1.7100000000000004,-6.868696475428063,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.141889372021e-5,0.048,0.0484,0.05499999999999998,0.06499301075760061,0.0,1.9999966556746829,363.63575557721504,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.1,0.16,11.58340532300317,-5.170846909279654,-1.3399999999999994,-1.3521616254825175,-3.05,-8.220846899562256,-1.7100000000000004,-6.868685274079738,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.153090720346057e-5,0.048,0.0484,0.05499999999999998,0.05856581619477223,0.0,1.9999999544426972,363.63635535321765,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.1,0.32,11.792346779036926,-5.170846459349308,-1.3399999999999994,-1.3521616254825175,-3.05,-8.220846449631908,-1.7100000000000004,-6.8686848241493905,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.153540650691291e-5,0.048,0.0484,0.05499999999999998,0.058260229865483903,0.0,1.999999943990801,363.63635345287287,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.2,0.04,5.435807218361294,-5.144639832398109,-1.3399999999999994,-1.3521616254825175,-3.05,-8.19463982268071,-1.7100000000000004,-6.842478197198192,0.10025558182866681,0.08673396557384164,0.08229999990282601,0.00035360167601890187,0.048,0.0484,0.05499999999999998,0.0692855011457711,0.0,1.5278640450004204,277.79346272734915,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.2,0.08,11.835684282568948,-5.170845997943429,-1.3399999999999994,-1.3521616254825175,-3.05,-8.22084598822603,-1.7100000000000004,-6.868684362743512,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.154002056570124e-5,0.048,0.0484,0.05499999999999998,0.05819718669578597,0.0,1.999985934110582,363.63380620192396,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.2,0.16,12.525080675053246,-5.1708449559745855,-1.3399999999999994,-1.3521616254825175,-3.05,-8.220844946257186,-1.7100000000000004,-6.868683320774668,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.155044025414295e-5,0.048,0.0484,0.05499999999999998,0.05720941929703561,0.0,1.9999999544178277,363.63635534869593,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
