label,match_elasticity,delta,risk_aversion,common_search_cost_multiplier,r_health_premium,leisure_R_post_multiplier,leisure_N_post_multiplier,benefit_multiplier,benefit_weight,target_pre_N,target_pre_R,target_post_N,target_post_R,mu_pre,mu_post,kappa_pre,kappa_N_post,kappa_R_post,fit_pre_N,fit_pre_R,fit_post_N,fit_post_R,post_R_target_gap_pp,did_full_pp,target_full_did_pp,did_benefit_covid_env_pp,did_benefit_normal_pp,did_covid_only_pp,elasticity_full_logdid,target_full_elasticity_logdid,elasticity_benefit_normal_logdid,elasticity_benefit_covid_env_logdid,elasticity_covid_only_logdid,target_to_structural_elasticity_ratio,RHealthPremium
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.3922871249696056,0.1,0.0866,0.0821,0.0312,0.06266955731286115,0.05768026401850396,0.5118881372573424,0.5118881372573424,0.6078671629930941,0.10002934223515879,0.0865448547703115,0.08210000006761993,0.03784761117826766,0.6647611178267663,-3.0767901424504984,-3.75,-1.794995190681594,-2.7359101254274556,-1.2817949517689042,-0.9082766783173299,-1.1882751229801944,-0.5481981022052274,-0.5599998701249175,-0.35055986271458106,2.1219203545799563,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.4629016206225052,0.1,0.0866,0.0821,0.0312,0.06266417068659128,0.05768026459558508,0.4906591437267558,0.4906591437267558,0.5826577331755225,0.10000887248390068,0.08666936342827472,0.08210000202332562,0.03612651531166439,0.4926515311664388,-3.263397765603529,-3.75,-1.9776355197009252,-3.020393542378562,-1.2857622459026041,-0.9777901716502955,-1.1882751229801944,-0.6181542870218412,-0.6298642625577949,-0.3502088392303971,1.8865574594671672,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.5370975664711914,0.1,0.0866,0.0821,0.0312,0.06266044795017696,0.05768026394772172,0.4693610945706471,0.4693610945706471,0.5573662998026434,0.09999472711048332,0.0867109096338914,0.08209999982774167,0.034085889025250414,0.28858890252504155,-3.473029332589935,-3.75,-2.1858753222757685,-3.347318993272283,-1.2871540103141663,-1.062569105247448,-1.1882751229801944,-0.703764740725464,-0.7148253608424573,-0.35002558649354415,1.6623292737959843,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.6150566077343447,0.1,0.0866,0.0821,0.0312,0.06265499470226633,0.05768026419397764,0.4487241637347377,0.4487241637347377,0.5328599444350011,0.09997400836488787,0.08655404940156167,0.08210000066229346,0.031638702870837136,0.043870287083713766,-3.7041338828130135,-3.75,-2.421526354377071,-3.720500419284636,-1.2826075284359424,-1.1677400315336102,-1.1882751229801944,-0.8105791450657476,-0.8199692827634485,-0.35004612410196284,1.4491702896180294,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.6555065597696215,0.1,0.0866,0.0821,0.0312,0.06266272869654796,0.05768026403493079,0.43731436275578967,0.43731436275578967,0.5193108057725002,0.10000339318104988,0.08659134772423309,0.08210000012328984,0.030274724352090263,-0.0925275647909736,-3.841323031438279,-3.75,-2.557869391213269,-3.9396860785593817,-1.2834536402250103,-1.2315142293793835,-1.1882751229801944,-0.8756045370608372,-0.8835317528460022,-0.35026287596337125,1.344915017657898,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.6969696023751115,0.1,0.0866,0.0821,0.0312,0.06265626659922266,0.0576802640680532,0.42555627538990604,0.42555627538990604,0.5053480770255134,0.09997884051183092,0.08658127099556119,0.0821000002355404,0.028800834301167234,-0.23991656988327642,-3.9901596418103433,-3.75,-2.7067751976713326,-4.17688510737933,-1.2833844441390116,-1.3037038054269137,-1.1882751229801944,-0.9501563434062625,-0.9559267100012447,-0.3500537690291856,1.2430609068122462,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.783037088356235,0.1,0.0866,0.0821,0.0312,0.06265542000209463,0.0576802638976922,0.4011091604082228,0.4011091604082228,0.4763171279847646,0.09997562413421693,0.08661746639799871,0.08209999965819355,0.025400316994643558,-0.5799683005356441,-4.334152492733178,-3.75,-3.0496427504296837,-4.730978029550924,-1.2845097423034946,-1.485617305023016,-1.1882751229801944,-1.1398465333460026,-1.1379177591597127,-0.34997657139375715,1.0442539572083556,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.8734697745935935,0.1,0.0866,0.0821,0.0312,0.06266709071079277,0.05768026430003321,0.37615248590762324,0.37615248590762324,0.4466810770153026,0.10001996858406013,0.08661010809295683,0.08210000102171171,0.02122390279275884,-0.9976097207241158,-4.746623773784957,-3.75,-3.462761803237116,-5.400233195340175,-1.2838619705478405,-1.7440115238647451,-1.1882751229801944,-1.4093193566463598,-1.3959065924940517,-0.350388115416604,0.8512569031263874,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.968489056810088,0.1,0.0866,0.0821,0.0312,0.06267036642779332,0.0576802630521883,0.34973043283898064,0.34973043283898064,0.41530488899628953,0.10003241716763511,0.0865883790129093,0.08209999679281348,0.017090842893167025,-1.4109157106832975,-5.156511574492062,-3.75,-3.8734279140760703,-5.979461237274316,-1.2830836604159905,-2.055936329980801,-1.1882751229801944,-1.6922760064737785,-1.7076909495963633,-0.35052985249713536,0.6958373371136387,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,2.0683275595527824,0.1,0.0866,0.0821,0.0312,0.06265548720376295,0.05768026371524934,0.3209616703554334,0.3209616703554334,0.3811419835470771,0.09997587944347554,0.08664891124627616,0.08209999903990177,0.01394110648483283,-1.725889351516717,-5.483192435786954,-3.75,-4.197734347258581,-6.444453959120305,-1.2854580885283733,-2.3516386898545436,-1.1882751229801944,-1.9643378757336918,-2.003979299891179,-0.3499371555675617,0.5929577830692765,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,2.17322970570026,0.1,0.0866,0.0821,0.0312,0.06265573866643408,0.05768026369484736,0.2919059477900609,0.2919059477900609,0.3466383130006973,0.09997683479138882,0.08659248469055869,0.08209999897076022,0.011398738824925082,-1.9801261175074918,-5.7316910045005,-3.75,-4.447948231942163,-6.817049440469114,-1.2837427725583386,-2.641155959729865,-1.1882751229801944,-2.232812883165374,-2.2934118829073147,-0.3500207158710301,0.5181254757753503,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,2.268625044390925,0.1,0.0866,0.0821,0.0312,0.0626809227882651,0.05768026368350473,0.265568304002515,0.265568304002515,0.3153623610029866,0.10007254021953922,0.08661132617536228,0.08209999893232048,0.009546267387129026,-2.165373261287097,-5.9092517501014505,-3.75,-4.6258623213562755,-7.097118807131745,-1.283389428745174,-2.895955000943353,-1.1882751229801944,-2.4693024468744196,-2.5473829103916583,-0.3508628031802458,0.466468985927796,1.1875
