scenario,year,g,r_star,r_add,phi,pb,sfa,r_exog,r_phi,r,b,int_gdp,overall
IR shock: +150bp + transient GDP effect (built on 2),2071,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00302006063189606,0.0500200606318961,0.471557000808734,0.0223443032074662,-0.0134316526050566
IR shock: +150bp + transient GDP effect (built on 2),2072,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00309550520498491,0.0500955052049849,0.474105750259766,0.0224979868461533,-0.0135853362437437
IR shock: +150bp + transient GDP effect (built on 2),2073,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00317196768851586,0.0501719676885159,0.476689256588854,0.0226541127456881,-0.0137414621432785
IR shock: +150bp + transient GDP effect (built on 2),2074,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00324947287838852,0.0502494728783885,0.479308372604566,0.0228127465432198,-0.0139000959408102
IR shock: +150bp + transient GDP effect (built on 2),2075,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00332804635885986,0.0503280463588599,0.481963978454054,0.0229739561872688,-0.0140613055848592
IR shock: +150bp + transient GDP effect (built on 2),2076,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.0034077145343445,0.0504077145343445,0.48465698273463,0.0231378120397609,-0.0142251614373512
IR shock: +150bp + transient GDP effect (built on 2),2077,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00348850466276179,0.0504885046627618,0.487388323659835,0.0233043869834642,-0.0143917363810546
IR shock: +150bp + transient GDP effect (built on 2),2078,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00357044489051793,0.0505704448905179,0.490158970283157,0.0234737565351634,-0.0145611059327538
IR shock: +150bp + transient GDP effect (built on 2),2079,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.0036535642892176,0.0506535642892176,0.492969923782753,0.0236459989649282,-0.0147333483625185
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2030,0.0423913043478261,0.042,0.015,0.03,0.00238004190675745,0.0114185084838942,0.057,0,0.057,0.382574567183944,0.0201433848009347,-0.0177633428941773
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2031,0.0378260869565217,0.042,0.015,0.03,0.00297786799371397,0.0114185084838942,0.057,0.000426032196241196,0.0574260321962412,0.398240349401775,0.0211689990150427,-0.0181911310213287
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2032,0.0347826086956522,0.042,0.015,0.03,-0.00158734939759037,0.0114185084838942,0.057,0.000896005662776144,0.0578960056627762,0.420141493314064,0.0222815162627965,-0.0238688656603868
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2033,0.055072463768116,0.042,0.005,0.03,-6.56102671555692e-05,0.0114185084838942,0.047,0.0015530399801448,0.0485530399801448,0.429029505598603,0.0193343560965864,-0.0193999663637419
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2034,0.0581159420289855,0.042,0.005,0.03,0.0023691723415401,0.0114185084838942,0.047,0.00181968034868099,0.048819680348681,0.434309528384835,0.0197946959227486,-0.0174255235812085
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2035,0.0601449275362319,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00197808103226792,0.0489780810322679,0.435740664723338,0.020064848420068,-0.0146521978176584
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2036,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00202101512242302,0.049021015122423,0.441340252584528,0.0203432854427213,-0.0149306348403117
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2037,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00218900275825872,0.0491890027582587,0.447005228820759,0.0206753208587723,-0.0152626702563627
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2038,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00235895204534567,0.0493589520453457,0.45273818023781,0.0210130568127454,-0.0156004062103357
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2039,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00253094058785719,0.0495309405878572,0.458541789448174,0.0213567122925843,-0.0159440616901747
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2040,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0027050488641681,0.0497050488641681,0.464418840261445,0.0217065162388424,-0.0162938656364328
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2041,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00288136038856624,0.0498813603885662,0.470372223408881,0.0220627081355439,-0.0166500575331343
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2042,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00305996188298931,0.0500599618829893,0.476404942627719,0.0224255386425386,-0.0170128880401289
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2043,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00324094345955446,0.0502409434595545,0.482520121133037,0.0227952702727729,-0.0173826196703632
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2044,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00342439881471401,0.050424398814714,0.488721008507364,0.0231721781182251,-0.0177595275158155
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2045,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00361042543594382,0.0506104254359438,0.495010988040918,0.0235565506286107,-0.0181439000262011
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2046,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00379912482195044,0.0507991248219505,0.50139358455829,0.0239486904473597,-0.01853603984495
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2047,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0039906027174716,0.0509906027174716,0.507872472770619,0.0243489153098103,-0.0189362647074006
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2048,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00418496936384146,0.0511849693638415,0.514451486195886,0.02475755900905,-0.0193449084066404
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2049,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00438233976659947,0.0513823397665995,0.521134626693899,0.0251749724353801,-0.0197623218329704
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2050,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00458283398153986,0.0515828339815399,0.527926074666896,0.0256015246959839,-0.0201888740935743
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2051,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00478657742072977,0.0517865774207298,0.534830199981537,0.0260376043220564,-0.0206249537196467
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2052,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00499370118016901,0.051993701180169,0.541851573673396,0.0264836205714001,-0.0210709699689904
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2053,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00520434239092478,0.0522043423909248,0.548994980501012,0.0269400048353404,-0.0215273542329307
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2054,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00541864459575326,0.0524186445957533,0.556265432423149,0.0274072121597477,-0.021994561557338
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2055,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00563675815341735,0.0526367581534174,0.563668183080258,0.0278857228910128,-0.0224730722886031
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2056,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00585884067313063,0.0528588406731306,0.571208743369304,0.0283760444590023,-0.0229633938565926
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2057,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00608505748180201,0.053085057481802,0.578892898210219,0.0288787133103499,-0.0234660627079403
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2058,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00631558212702947,0.0533155821270295,0.586726724612437,0.0293942970069343,-0.0239816464045247
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2059,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00655059691909601,0.053550596919096,0.594716611161313,0.0299233965060782,-0.0245107459036685
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2060,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00679029351556227,0.0537902935155623,0.60286927905697,0.0304666486409024,-0.0250539980384928
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2061,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.007034873552432,0.054034873552432,0.611191804852398,0.0310247288214183,-0.0256120782190087
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2062,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00728454932629484,0.0542845493262948,0.619691645053614,0.0315983539793687,-0.0261857033769591
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2063,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0075395445323313,0.0545395445323313,0.62837666276275,0.0321882857825859,-0.0267756351801763
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2064,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00780009506360539,0.0548000950636054,0.637255156565199,0.0327953341477617,-0.0273826835453521
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2065,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00806644987767885,0.0550664498776789,0.646335891884807,0.0334203610840856,-0.028007710481676
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2066,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0083388719372671,0.0553388719372671,0.655628135056989,0.0340642849042597,-0.02865163430185
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2067,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00861763923243256,0.0556176392324326,0.665141690398838,0.0347280848440307,-0.029315434241621
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2068,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00890304589268803,0.055903045892688,0.674886940588479,0.0354128061366727,-0.0300001555342631
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2069,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00919540339837727,0.0561954033983773,0.684874890703528,0.0361195655949203,-0.0307069149925106
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2070,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00949504190182873,0.0564950419018287,0.695117216311327,0.0368495577598154,-0.0314369071574058
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2071,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.00980231167006269,0.0568023116700627,0.705626316052407,0.0376040616839451,-0.0321914110815355
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2072,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0101175846622951,0.0571175846622951,0.716415369214317,0.0383844484257779,-0.0329717978233683
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2073,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0104412562571524,0.0574412562571524,0.727498398856646,0.0391921893424781,-0.0337795387400685
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2074,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0107737471464223,0.0577737471464223,0.73889034112112,0.0400288652809247,-0.034616214678515
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2075,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0111155054143565,0.0581155054143565,0.750607121444494,0.0408961767809906,-0.035483526178581
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2076,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0114670088240577,0.0584670088240577,0.762665738488522,0.0417959554218055,-0.0363833048193959
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2077,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0118287673353786,0.0588287673353786,0.775084356712654,0.0427301764611485,-0.0373175258587389
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2078,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0122013258821025,0.0592013258821025,0.787882408643885,0.0437009729408244,-0.0382883223384148
IR shock: +150bp + transient GDP & fiscal pass-through (built on 3),2079,0.05,0.042,0.005,0.03,0.00541265060240964,0.0114185084838942,0.047,0.0125852674400394,0.0595852674400394,0.801080708047421,0.0447106514574746,-0.0392980008550649
