year,pop_total,0_14,15_34,35_54,55_64,65_74,75p,65p,unemployment,tot_z,rp_z,covid,inflation,scenario,nominal_gdp_growth_long_run,effective_interest_rate_long_run,topdown_nominal_gdp,topdown_real_gdp,real_gdp_growth,log_population,log_real_gdp_per_capita
2043,33694556.6666667,0.158574315725152,0.25911598980122,0.266890270569185,0.108097923330653,0.0969414954790154,0.110380005094775,0.207321500573791,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,6616191.97661785,4071065.92600511,0.024390243902439,17.332846859032,-2.11343143762123
2044,34012293.3333333,0.158265168742576,0.258321973135402,0.266210918229573,0.108604907155748,0.0973390919475464,0.111257940789154,0.2085970327367,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,6947001.57544875,4170360.21688329,0.024390243902439,17.3422325858577,-2.09871961286788
2045,34330030,0.15795602176,0.257527956469584,0.265531565889962,0.109111890980844,0.0977366884160774,0.112135876483532,0.20987256489961,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,7294351.65422118,4272076.3197341,0.024390243902439,17.3515310393047,-2.08392051473586
2046,34647766.6666667,0.157646874777424,0.256733939803767,0.264852213550351,0.109618874805939,0.0981342848846084,0.113013812177911,0.211148097062519,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,7659069.23693224,4376273.30314225,0.024390243902439,17.3607438274585,-2.06903575131054
2047,34965503.3333333,0.157337727794848,0.255939923137949,0.26417286121074,0.110125858631034,0.0985318813531394,0.11389174787229,0.212423629225429,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,8042022.69877886,4483011.67638962,0.024390243902439,17.3698725143642,-2.05406688663721
2048,35283240,0.157028580812272,0.255145906472131,0.263493508871128,0.11063284245613,0.0989294778216704,0.114769683566668,0.213699161388339,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,8444123.8337178,4592353.42459424,0.024390243902439,17.3789186216208,-2.03901544231476
2049,35600976.6666667,0.156719433829697,0.254351889806313,0.262814156531517,0.111139826281225,0.0993270742902014,0.115647619261047,0.214974693551248,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,8866330.02540369,4704362.0447063,0.024390243902439,17.3878836299029,-2.02388289901774
2050,35918713.3333333,0.156410286847121,0.253557873140495,0.262134804191906,0.111646810106321,0.0997246707587324,0.116525554955426,0.216250225714158,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,9309646.52667387,4819102.58238206,0.024390243902439,17.3967689804152,-2.00867069795102
2051,36236450,0.156101139864545,0.252763856474677,0.261455451852294,0.112153793931416,0.100122267227263,0.117403490649804,0.217525757877068,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,9775128.85300757,4936641.66975724,0.024390243902439,17.4055760762835,-1.99338024224021
2052,36554186.6666667,0.155791992881969,0.251969839808859,0.260776099512683,0.112660777756511,0.100519863695794,0.118281426344183,0.218801290039977,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,10263885.2956579,5057047.56414156,0.024390243902439,17.4143062838838,-1.97801289826146
2053,36871923.3333333,0.155482845899393,0.251175823143042,0.260096747173072,0.113167761581607,0.100917460164325,0.119159362038562,0.220076822202887,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,10777079.5604408,5180390.18765721,0.024390243902439,17.4229609341151,-1.96256999691374
2054,37189660,0.155173698916817,0.250381806477224,0.25941739483346,0.113674745406702,0.101315056632856,0.12003729773294,0.221352354365797,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,11315933.5384629,5306741.16784397,0.024390243902439,17.4315413236169,-1.94705283483649
2055,37507396.6666667,0.154864551934241,0.249587789811406,0.258738042493849,0.114181729231798,0.101712653101387,0.120915233427319,0.222627886528706,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,11881730.215386,5436173.8792548,0.024390243902439,17.440048715935,-1.93146267557547
2056,37825133.3333333,0.154555404951666,0.248793773145588,0.258058690154238,0.114688713056893,0.102110249569918,0.121793169121697,0.223903418691616,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,12475816.7261553,5568763.48606589,0.024390243902439,17.448484342638,-1.91580075069944
2057,38142870,0.15424625796909,0.24799975647977,0.257379337814626,0.115195696881988,0.102507846038449,0.122671104816076,0.225178950854525,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,13099607.5624631,5704586.98572603,0.024390243902439,17.4568494043878,-1.90006826087019
2058,38460606.6666667,0.153937110986514,0.247205739813952,0.256699985475015,0.115702680707084,0.10290544250698,0.123549040510455,0.226454483017435,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,13754587.9405863,5843723.25367057,0.024390243902439,17.4651450719648,-1.88426637686812
2059,38778343.3333333,0.153627964003938,0.246411723148134,0.256020633135404,0.116209664532179,0.103303038975511,0.124426976204833,0.227730015180345,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,14442317.3376156,5986253.08912595,0.024390243902439,17.4733724872514,-1.86839624057562
2060,39096080,0.153318817021362,0.245617706482317,0.255341280795792,0.116716648357275,0.103700635444042,0.125304911899212,0.229005547343254,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,15164433.2044964,6132259.26203146,0.024390243902439,17.4815327641752,-1.85245896592038
2061,39413816.6666667,0.153009670038786,0.244823689816499,0.254661928456181,0.11722363218237,0.104098231912573,0.126182847593591,0.230281079506164,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,15922654.8647212,6281826.5611054,0.024390243902439,17.4896269896144,-1.83645563978052
2062,39731553.3333333,0.15270052305621,0.244029673150681,0.25398257611657,0.117730616007465,0.104495828381104,0.127060783287969,0.231556611669074,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,16718787.6079572,6435041.84308358,0.024390243902439,17.4976562242662,-1.82038732285329
2063,40049290,0.152391376073635,0.243235656484863,0.253303223776959,0.118237599832561,0.104893424849635,0.127938718982348,0.232832143831983,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,17554726.9883551,6591994.08315879,0.024390243902439,17.5056215034813,-1.80425505048933
2064,40367026.6666667,0.152082229091059,0.242441639819045,0.252623871437347,0.118744583657656,0.105291021318166,0.128816654676727,0.234107675994893,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,18432463.3377728,6752774.42665047,0.024390243902439,17.5135238380648,-1.78805983349379
2065,40684763.3333333,0.151773082108483,0.241647623153227,0.251944519097736,0.119251567482752,0.105688617786697,0.129694590371105,0.235383208157803,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,19354086.5046615,6917476.24193463,0.024390243902439,17.5213642150463,-1.77180265889619
2066,41002500,0.151463935125907,0.240853606487409,0.251265166758125,0.119758551307847,0.106086214255228,0.130572526065484,0.236658740320712,4.3,-0.4,0,0,0.025,restraint,0.05,0.038,20321790.8298946,7086195.17466474,0.024390243902439,17.5291435984194,-1.75548449069024
