"","date","variable","value"
"211",2015-03-01,"Government_ratio",0.22328092353591
"212",2015-06-01,"Government_ratio",0.226104421615039
"213",2015-09-01,"Government_ratio",0.22671982208151
"214",2015-12-01,"Government_ratio",0.229555574428847
"215",2016-03-01,"Government_ratio",0.235433754704236
"216",2016-06-01,"Government_ratio",0.236681860138959
"217",2016-09-01,"Government_ratio",0.236659932469661
"218",2016-12-01,"Government_ratio",0.229898833394094
"219",2017-03-01,"Government_ratio",0.232690155347629
"220",2017-06-01,"Government_ratio",0.240400802321
"221",2017-09-01,"Government_ratio",0.23591890846821
"222",2017-12-01,"Government_ratio",0.239613861951693
"223",2018-03-01,"Government_ratio",0.238785062841577
"224",2018-06-01,"Government_ratio",0.23666734006018
"225",2018-09-01,"Government_ratio",0.240323712009381
"226",2018-12-01,"Government_ratio",0.242957272009238
"227",2019-03-01,"Government_ratio",0.242153510545731
"228",2019-06-01,"Government_ratio",0.244825997839682
"229",2019-09-01,"Government_ratio",0.247158831538458
"230",2019-12-01,"Government_ratio",0.252991323818633
"231",2020-03-01,"Government_ratio",0.256783794170434
"232",2020-06-01,"Government_ratio",0.279683636262777
"233",2020-09-01,"Government_ratio",0.274179324061361
"234",2020-12-01,"Government_ratio",0.266801317044939
"235",2021-03-01,"Government_ratio",0.25803060960182
"236",2021-06-01,"Government_ratio",0.255482187984022
"237",2021-09-01,"Government_ratio",0.26659597840795
"238",2021-12-01,"Government_ratio",0.262231550330406
"239",2022-03-01,"Government_ratio",0.259535034295773
"240",2022-06-01,"Government_ratio",0.250075981365671
"241",2022-09-01,"Government_ratio",0.250828048536506
"242",2022-12-01,"Government_ratio",0.250694287720354
"243",2023-03-01,"Government_ratio",0.250431407048315
"244",2023-06-01,"Government_ratio",0.256979095490098
"245",2023-09-01,"Government_ratio",0.260667094076315
"246",2023-12-01,"Government_ratio",0.260310262027762
"247",2024-03-01,"Government_ratio",0.26162177868771
"248",2024-06-01,"Government_ratio",0.265915472144229
"249",2024-09-01,"Government_ratio",0.272874898047518
"250",2024-12-01,"Government_ratio",0.272485237990279
"251",2025-03-01,"Government_ratio",0.271606438332666
"252",2025-06-01,"Government_ratio",0.272232944080185
